"","Country","Year","v2peedueq","v2x_corr","v2x_libdem"
"18830","SWZ",1956,-1.806,0.528,0.073
"18831","SWZ",1957,-1.806,0.528,0.073
"18832","SWZ",1958,-1.806,0.528,0.073
"18833","SWZ",1959,-1.806,0.528,0.073
"18834","SWZ",1960,-1.806,0.528,0.074
"18835","SWZ",1961,-1.806,0.528,0.074
"18836","SWZ",1962,-1.806,0.528,0.074
"18837","SWZ",1963,-1.806,0.528,0.075
"18838","SWZ",1964,-1.283,0.528,0.096
"18839","SWZ",1965,-1.283,0.418,0.114
"18840","SWZ",1966,-1.283,0.418,0.116
"18841","SWZ",1967,-1.174,0.407,0.129
"18842","SWZ",1968,-1.174,0.426,0.135
"18843","SWZ",1969,-1.174,0.426,0.137
"18844","SWZ",1970,-1.174,0.426,0.138
"18845","SWZ",1971,-1.174,0.426,0.135
"18846","SWZ",1972,-1.174,0.426,0.134
"18847","SWZ",1973,-1.174,0.426,0.096
"18848","SWZ",1974,-1.174,0.539,0.08
"18849","SWZ",1975,-1.174,0.539,0.08
"18850","SWZ",1976,-1.174,0.539,0.081
"18851","SWZ",1977,-1.174,0.539,0.081
"18852","SWZ",1978,-1.174,0.539,0.086
"18853","SWZ",1979,-1.174,0.425,0.107
"18854","SWZ",1980,-1.174,0.425,0.107
"18855","SWZ",1981,-1.174,0.425,0.107
"18856","SWZ",1982,-1.174,0.425,0.107
"18857","SWZ",1983,-1.174,0.472,0.107
"18858","SWZ",1984,-1.174,0.472,0.106
"18859","SWZ",1985,-1.174,0.472,0.106
"18860","SWZ",1986,-1.174,0.472,0.106
"18861","SWZ",1987,-1.174,0.472,0.106
"18862","SWZ",1988,-1.174,0.472,0.104
"18863","SWZ",1989,-1.174,0.472,0.104
"18864","SWZ",1990,-1.174,0.472,0.103
"18865","SWZ",1991,-1.174,0.472,0.103
"18866","SWZ",1992,-1.174,0.472,0.103
"18867","SWZ",1993,-1.174,0.472,0.103
"18868","SWZ",1994,-1.174,0.472,0.099
"18869","SWZ",1995,-1.174,0.472,0.099
"18870","SWZ",1996,-1.174,0.472,0.098
"18871","SWZ",1997,-1.174,0.472,0.098
"18872","SWZ",1998,-1.174,0.472,0.093
"18873","SWZ",1999,-1.174,0.472,0.095
"18874","SWZ",2000,-1.174,0.498,0.096
"18875","SWZ",2001,-1.174,0.498,0.096
"18876","SWZ",2002,-1.174,0.498,0.096
"18877","SWZ",2003,-1.174,0.498,0.096
"18878","SWZ",2004,-1.174,0.498,0.096
"18879","SWZ",2005,-0.723,0.498,0.097
"18880","SWZ",2006,-0.57,0.498,0.096
"18881","SWZ",2007,-0.57,0.523,0.094
"18882","SWZ",2008,-0.57,0.523,0.097
"18883","SWZ",2009,-0.57,0.523,0.096
"18884","SWZ",2010,-0.57,0.523,0.095
"18885","SWZ",2011,-0.41,0.53,0.095
"18886","SWZ",2012,-0.41,0.53,0.095
"18887","SWZ",2013,-0.283,0.548,0.098
"18888","SWZ",2014,-0.283,0.548,0.098
"18889","SWZ",2015,-0.283,0.548,0.098
"18890","SWZ",2016,-0.283,0.548,0.098
"18891","SWZ",2017,-0.171,0.518,0.1
"18892","SWZ",2018,-0.705,0.499,0.113
"18893","SWZ",2019,-0.705,0.499,0.112
"18894","SWZ",2020,-1.057,0.499,0.114
"18895","SWZ",2021,-1.057,0.576,0.096
"18896","SWZ",2022,-1.057,0.571,0.096
"18897","TJK",1990,2.464,0.572,0.128
"18898","TJK",1991,2.464,0.661,0.132
"18899","TJK",1992,1.208,0.781,0.078
"18900","TJK",1993,0.116,0.794,0.058
"18901","TJK",1994,0.116,0.794,0.054
"18902","TJK",1995,0.116,0.786,0.057
"18903","TJK",1996,0.116,0.812,0.058
"18904","TJK",1997,0.116,0.812,0.059
"18905","TJK",1998,0.116,0.838,0.068
"18906","TJK",1999,0.365,0.847,0.071
"18907","TJK",2000,0.221,0.917,0.084
"18908","TJK",2001,-0.11,0.917,0.089
"18909","TJK",2002,-0.11,0.923,0.088
"18910","TJK",2003,-0.11,0.923,0.088
"18911","TJK",2004,-0.11,0.923,0.084
"18912","TJK",2005,-0.11,0.923,0.075
"18913","TJK",2006,-0.11,0.925,0.074
"18914","TJK",2007,-0.11,0.928,0.074
"18915","TJK",2008,-0.11,0.928,0.074
"18916","TJK",2009,-0.11,0.928,0.073
"18917","TJK",2010,-0.11,0.928,0.067
"18918","TJK",2011,-0.11,0.928,0.068
"18919","TJK",2012,-0.11,0.928,0.066
"18920","TJK",2013,-0.576,0.938,0.055
"18921","TJK",2014,-0.576,0.938,0.054
"18922","TJK",2015,-0.576,0.938,0.046
"18923","TJK",2016,-0.448,0.922,0.043
"18924","TJK",2017,-0.687,0.926,0.044
"18925","TJK",2018,-0.231,0.882,0.053
"18926","TJK",2019,-0.526,0.9,0.045
"18927","TJK",2020,-0.526,0.821,0.045
"18928","TJK",2021,-0.526,0.829,0.048
"18929","TJK",2022,-0.526,0.821,0.048
"18930","TGO",1916,-1.446,0.41,0.019
"18931","TGO",1917,-1.446,0.41,0.019
"18932","TGO",1918,-1.446,0.41,0.019
"18933","TGO",1919,-1.446,0.41,0.019
"18934","TGO",1920,-1.446,0.41,0.019
"18935","TGO",1921,-1.446,0.41,0.019
"18936","TGO",1922,-1.446,0.41,0.019
"18937","TGO",1923,-1.446,0.41,0.019
"18938","TGO",1924,-1.446,0.41,0.019
"18939","TGO",1925,-1.446,0.41,0.019
"18940","TGO",1926,-1.446,0.41,0.019
"18941","TGO",1927,-1.446,0.41,0.019
"18942","TGO",1928,-1.446,0.41,0.019
"18943","TGO",1929,-1.446,0.41,0.019
"18944","TGO",1930,-1.446,0.41,0.019
"18945","TGO",1931,-1.446,0.41,0.019
"18946","TGO",1932,-1.446,0.41,0.019
"18947","TGO",1933,-1.446,0.41,0.019
"18948","TGO",1934,-1.446,0.41,0.019
"18949","TGO",1935,-1.446,0.41,0.019
"18950","TGO",1936,-1.446,0.41,0.019
"18951","TGO",1937,-1.446,0.41,0.019
"18952","TGO",1938,-1.446,0.41,0.019
"18953","TGO",1939,-1.446,0.41,0.019
"18954","TGO",1940,-1.446,0.41,0.019
"18955","TGO",1941,-1.446,0.41,0.019
"18956","TGO",1942,-1.446,0.41,0.019
"18957","TGO",1943,-1.446,0.41,0.019
"18958","TGO",1944,-1.446,0.41,0.02
"18959","TGO",1945,-1.446,0.413,0.02
"18960","TGO",1946,-1.446,0.413,0.026
"18961","TGO",1947,-1.446,0.329,0.045
"18962","TGO",1948,-1.446,0.329,0.045
"18963","TGO",1949,-1.446,0.329,0.045
"18964","TGO",1950,-1.446,0.329,0.045
"18965","TGO",1951,-1.446,0.329,0.045
"18966","TGO",1952,-1.446,0.329,0.046
"18967","TGO",1953,-1.446,0.329,0.046
"18968","TGO",1954,-1.446,0.329,0.046
"18969","TGO",1955,-1.446,0.329,0.046
"18970","TGO",1956,-0.531,0.256,0.063
"18971","TGO",1957,-0.531,0.256,0.072
"18972","TGO",1958,-0.531,0.292,0.09
"18973","TGO",1959,-0.531,0.292,0.094
"18974","TGO",1960,-1.118,0.316,0.121
"18975","TGO",1961,-0.574,0.339,0.126
"18976","TGO",1962,-0.574,0.339,0.101
"18977","TGO",1963,0.589,0.388,0.092
"18978","TGO",1964,0.805,0.388,0.105
"18979","TGO",1965,0.805,0.388,0.106
"18980","TGO",1966,0.805,0.388,0.106
"18981","TGO",1967,0.805,0.618,0.046
"18982","TGO",1968,0.805,0.713,0.044
"18983","TGO",1969,0.805,0.713,0.043
"18984","TGO",1970,0.805,0.713,0.043
"18985","TGO",1971,0.805,0.713,0.046
"18986","TGO",1972,0.805,0.713,0.046
"18987","TGO",1973,0.805,0.713,0.046
"18988","TGO",1974,0.805,0.713,0.046
"18989","TGO",1975,0.805,0.713,0.046
"18990","TGO",1976,0.805,0.713,0.046
"18991","TGO",1977,0.805,0.713,0.046
"18992","TGO",1978,0.805,0.713,0.046
"18993","TGO",1979,0.805,0.713,0.046
"18994","TGO",1980,0.805,0.676,0.052
"18995","TGO",1981,0.61,0.668,0.063
"18996","TGO",1982,0.61,0.668,0.063
"18997","TGO",1983,0.61,0.668,0.063
"18998","TGO",1984,0.61,0.668,0.063
"18999","TGO",1985,0.61,0.668,0.063
"19000","TGO",1986,0.61,0.668,0.064
"19001","TGO",1987,0.61,0.668,0.064
"19002","TGO",1988,0.61,0.668,0.064
"19003","TGO",1989,0.61,0.668,0.064
"19004","TGO",1990,0.529,0.704,0.067
"19005","TGO",1991,1.09,0.811,0.125
"19006","TGO",1992,1.09,0.811,0.149
"19007","TGO",1993,1.09,0.826,0.159
"19008","TGO",1994,1.09,0.853,0.165
"19009","TGO",1995,1.09,0.853,0.167
"19010","TGO",1996,1.09,0.794,0.17
"19011","TGO",1997,1.09,0.856,0.17
"19012","TGO",1998,1.09,0.856,0.164
"19013","TGO",1999,1.09,0.856,0.158
"19014","TGO",2000,1.755,0.814,0.171
"19015","TGO",2001,1.755,0.814,0.171
"19016","TGO",2002,1.755,0.814,0.171
"19017","TGO",2003,1.755,0.814,0.173
"19018","TGO",2004,1.755,0.814,0.173
"19019","TGO",2005,1.755,0.802,0.157
"19020","TGO",2006,1.755,0.784,0.189
"19021","TGO",2007,1.755,0.784,0.205
"19022","TGO",2008,1.816,0.768,0.25
"19023","TGO",2009,1.868,0.766,0.252
"19024","TGO",2010,2.352,0.752,0.251
"19025","TGO",2011,2.352,0.752,0.253
"19026","TGO",2012,2.352,0.737,0.252
"19027","TGO",2013,1.746,0.739,0.261
"19028","TGO",2014,1.746,0.739,0.28
"19029","TGO",2015,1.746,0.735,0.28
"19030","TGO",2016,1.746,0.735,0.28
"19031","TGO",2017,1.746,0.721,0.259
"19032","TGO",2018,1.737,0.723,0.242
"19033","TGO",2019,1.737,0.728,0.209
"19034","TGO",2020,1.737,0.731,0.258
"19035","TGO",2021,1.959,0.717,0.238
"19036","TGO",2022,2.157,0.717,0.239
"19037","TTO",1900,-1.755,0.087,0.132
"19038","TTO",1901,-1.755,0.087,0.132
"19039","TTO",1902,-1.755,0.087,0.132
"19040","TTO",1903,-1.755,0.087,0.132
"19041","TTO",1904,-1.755,0.087,0.132
"19042","TTO",1905,-1.755,0.087,0.132
"19043","TTO",1906,-1.755,0.087,0.132
"19044","TTO",1907,-1.755,0.087,0.132
"19045","TTO",1908,-1.755,0.087,0.132
"19046","TTO",1909,-1.755,0.087,0.132
"19047","TTO",1910,-1.755,0.087,0.132
"19048","TTO",1911,-1.755,0.087,0.132
"19049","TTO",1912,-1.755,0.087,0.132
"19050","TTO",1913,-1.755,0.087,0.132
"19051","TTO",1914,-1.755,0.087,0.132
"19052","TTO",1915,-1.755,0.087,0.132
"19053","TTO",1916,-1.755,0.087,0.132
"19054","TTO",1917,-1.755,0.087,0.143
"19055","TTO",1918,-1.755,0.087,0.143
"19056","TTO",1919,-1.755,0.087,0.146
"19057","TTO",1920,-1.755,0.087,0.146
"19058","TTO",1921,-1.755,0.087,0.146
"19059","TTO",1922,-1.755,0.087,0.146
"19060","TTO",1923,-1.755,0.087,0.146
"19061","TTO",1924,-1.755,0.087,0.146
"19062","TTO",1925,-1.755,0.087,0.221
"19063","TTO",1926,-1.755,0.145,0.222
"19064","TTO",1927,-1.755,0.145,0.224
"19065","TTO",1928,-1.755,0.145,0.225
"19066","TTO",1929,-1.755,0.145,0.225
"19067","TTO",1930,-1.755,0.145,0.225
"19068","TTO",1931,-1.755,0.145,0.225
"19069","TTO",1932,-1.755,0.145,0.225
"19070","TTO",1933,-1.755,0.145,0.227
"19071","TTO",1934,-1.755,0.145,0.227
"19072","TTO",1935,-1.755,0.145,0.227
"19073","TTO",1936,-1.63,0.145,0.227
"19074","TTO",1937,-1.63,0.145,0.226
"19075","TTO",1938,-1.63,0.145,0.228
"19076","TTO",1939,-1.63,0.145,0.228
"19077","TTO",1940,-1.63,0.145,0.228
"19078","TTO",1941,-1.63,0.145,0.228
"19079","TTO",1942,-1.63,0.145,0.228
"19080","TTO",1943,-1.63,0.145,0.228
"19081","TTO",1944,-1.63,0.145,0.228
"19082","TTO",1945,-1.63,0.145,0.233
"19083","TTO",1946,-1.318,0.145,0.263
"19084","TTO",1947,-1.318,0.145,0.263
"19085","TTO",1948,-1.318,0.145,0.262
"19086","TTO",1949,-1.318,0.145,0.262
"19087","TTO",1950,-1.318,0.145,0.27
"19088","TTO",1951,-1.318,0.145,0.274
"19089","TTO",1952,-1.318,0.145,0.274
"19090","TTO",1953,-1.318,0.145,0.274
"19091","TTO",1954,-1.318,0.145,0.274
"19092","TTO",1955,-1.318,0.145,0.275
"19093","TTO",1956,-1.318,0.158,0.277
"19094","TTO",1957,-1.076,0.158,0.364
"19095","TTO",1958,-1.076,0.158,0.364
"19096","TTO",1959,-1.076,0.158,0.364
"19097","TTO",1960,-1.076,0.158,0.369
"19098","TTO",1961,-1.076,0.158,0.374
"19099","TTO",1962,0.06,0.176,0.447
"19100","TTO",1963,0.06,0.176,0.458
"19101","TTO",1964,0.06,0.176,0.458
"19102","TTO",1965,0.06,0.176,0.458
"19103","TTO",1966,0.06,0.176,0.461
"19104","TTO",1967,0.06,0.176,0.477
"19105","TTO",1968,0.06,0.176,0.477
"19106","TTO",1969,0.172,0.176,0.482
"19107","TTO",1970,0.172,0.176,0.488
"19108","TTO",1971,0.172,0.186,0.477
"19109","TTO",1972,0.172,0.196,0.475
"19110","TTO",1973,0.172,0.196,0.475
"19111","TTO",1974,0.37,0.196,0.475
"19112","TTO",1975,0.37,0.196,0.475
"19113","TTO",1976,0.37,0.148,0.499
"19114","TTO",1977,0.37,0.137,0.545
"19115","TTO",1978,0.37,0.137,0.549
"19116","TTO",1979,0.37,0.137,0.55
"19117","TTO",1980,0.964,0.137,0.559
"19118","TTO",1981,1.189,0.137,0.567
"19119","TTO",1982,1.189,0.137,0.572
"19120","TTO",1983,1.189,0.137,0.572
"19121","TTO",1984,1.189,0.137,0.574
"19122","TTO",1985,1.189,0.137,0.574
"19123","TTO",1986,1.189,0.137,0.585
"19124","TTO",1987,1.189,0.137,0.612
"19125","TTO",1988,1.189,0.137,0.612
"19126","TTO",1989,1.189,0.137,0.612
"19127","TTO",1990,1.189,0.15,0.616
"19128","TTO",1991,1.189,0.15,0.63
"19129","TTO",1992,1.189,0.15,0.642
"19130","TTO",1993,1.189,0.15,0.642
"19131","TTO",1994,1.189,0.15,0.642
"19132","TTO",1995,1.189,0.159,0.638
"19133","TTO",1996,1.189,0.159,0.639
"19134","TTO",1997,1.189,0.159,0.639
"19135","TTO",1998,1.189,0.159,0.639
"19136","TTO",1999,1.189,0.159,0.639
"19137","TTO",2000,1.189,0.159,0.65
"19138","TTO",2001,1.361,0.159,0.617
"19139","TTO",2002,1.361,0.147,0.633
"19140","TTO",2003,1.361,0.147,0.652
"19141","TTO",2004,1.361,0.147,0.652
"19142","TTO",2005,2.21,0.147,0.648
"19143","TTO",2006,2.21,0.147,0.653
"19144","TTO",2007,2.21,0.147,0.653
"19145","TTO",2008,2.527,0.147,0.659
"19146","TTO",2009,2.527,0.151,0.659
"19147","TTO",2010,2.204,0.162,0.667
"19148","TTO",2011,2.204,0.162,0.671
"19149","TTO",2012,2.204,0.162,0.671
"19150","TTO",2013,1.541,0.162,0.641
"19151","TTO",2014,1.541,0.162,0.641
"19152","TTO",2015,1.541,0.162,0.652
"19153","TTO",2016,1.541,0.095,0.648
"19154","TTO",2017,1.909,0.115,0.642
"19155","TTO",2018,1.909,0.101,0.64
"19156","TTO",2019,2.143,0.09,0.642
"19157","TTO",2020,2.143,0.09,0.646
"19158","TTO",2021,2.057,0.079,0.656
"19159","TTO",2022,2.057,0.079,0.666
"19160","TKM",1990,2.211,0.872,NA
"19161","TKM",1991,2.211,0.91,0.045
"19162","TKM",1992,2.211,0.909,0.031
"19163","TKM",1993,1.446,0.909,0.029
"19164","TKM",1994,1.446,0.909,0.029
"19165","TKM",1995,1.697,0.909,0.029
"19166","TKM",1996,1.021,0.909,0.029
"19167","TKM",1997,1.021,0.909,0.025
"19168","TKM",1998,1.021,0.909,0.025
"19169","TKM",1999,1.021,0.909,0.025
"19170","TKM",2000,1.021,0.909,0.016
"19171","TKM",2001,1.021,0.909,0.015
"19172","TKM",2002,1.021,0.909,0.015
"19173","TKM",2003,1.021,0.909,0.015
"19174","TKM",2004,1.021,0.909,0.015
"19175","TKM",2005,1.021,0.909,0.015
"19176","TKM",2006,1.021,0.909,0.016
"19177","TKM",2007,1.021,0.909,0.018
"19178","TKM",2008,1.021,0.919,0.018
"19179","TKM",2009,1.021,0.934,0.025
"19180","TKM",2010,1.021,0.934,0.024
"19181","TKM",2011,1.021,0.934,0.024
"19182","TKM",2012,1.021,0.934,0.024
"19183","TKM",2013,0.453,0.94,0.026
"19184","TKM",2014,0.453,0.94,0.026
"19185","TKM",2015,0.453,0.94,0.026
"19186","TKM",2016,0.453,0.94,0.026
"19187","TKM",2017,0.453,0.919,0.029
"19188","TKM",2018,0.228,0.919,0.031
"19189","TKM",2019,0.263,0.92,0.039
"19190","TKM",2020,0.263,0.918,0.036
"19191","TKM",2021,0.263,0.918,0.036
"19192","TKM",2022,0.263,0.918,0.035
"19193","DDR",1949,2.858,0.235,NA
"19194","DDR",1950,2.858,0.203,0.062
"19195","DDR",1951,2.858,0.203,0.061
"19196","DDR",1952,2.858,0.203,0.061
"19197","DDR",1953,2.858,0.203,0.062
"19198","DDR",1954,2.858,0.203,0.063
"19199","DDR",1955,2.858,0.203,0.063
"19200","DDR",1956,2.858,0.203,0.063
"19201","DDR",1957,2.858,0.203,0.062
"19202","DDR",1958,2.858,0.203,0.066
"19203","DDR",1959,2.858,0.203,0.066
"19204","DDR",1960,2.858,0.203,0.065
"19205","DDR",1961,2.858,0.203,0.059
"19206","DDR",1962,2.858,0.203,0.059
"19207","DDR",1963,2.858,0.203,0.059
"19208","DDR",1964,2.858,0.203,0.06
"19209","DDR",1965,2.858,0.203,0.06
"19210","DDR",1966,2.858,0.203,0.06
"19211","DDR",1967,2.858,0.203,0.059
"19212","DDR",1968,2.858,0.203,0.059
"19213","DDR",1969,2.858,0.203,0.059
"19214","DDR",1970,2.858,0.203,0.061
"19215","DDR",1971,2.858,0.203,0.061
"19216","DDR",1972,2.858,0.203,0.061
"19217","DDR",1973,2.858,0.203,0.062
"19218","DDR",1974,2.858,0.203,0.062
"19219","DDR",1975,2.858,0.203,0.062
"19220","DDR",1976,2.858,0.203,0.062
"19221","DDR",1977,2.858,0.203,0.063
"19222","DDR",1978,2.858,0.203,0.063
"19223","DDR",1979,2.858,0.203,0.063
"19224","DDR",1980,2.858,0.203,0.062
"19225","DDR",1981,2.858,0.203,0.062
"19226","DDR",1982,2.858,0.203,0.062
"19227","DDR",1983,2.858,0.203,0.062
"19228","DDR",1984,2.858,0.203,0.062
"19229","DDR",1985,2.858,0.203,0.062
"19230","DDR",1986,2.858,0.203,0.063
"19231","DDR",1987,2.858,0.203,0.063
"19232","DDR",1988,2.858,0.203,0.063
"19233","DDR",1989,2.858,0.203,0.065
"19234","DDR",1990,2.858,0.165,0.548
"19235","PSG",1948,-0.423,0.184,0.088
"19236","PSG",1949,-0.423,0.184,0.088
"19237","PSG",1950,-0.423,0.184,0.09
"19238","PSG",1951,-0.423,0.184,0.09
"19239","PSG",1952,-0.423,0.184,0.09
"19240","PSG",1953,-0.423,0.184,0.09
"19241","PSG",1954,-0.423,0.184,0.09
"19242","PSG",1955,-0.423,0.184,0.09
"19243","PSG",1956,-0.423,0.184,0.09
"19244","PSG",1957,-0.423,0.184,0.09
"19245","PSG",1958,-0.423,0.184,0.09
"19246","PSG",1959,-0.423,0.23,0.068
"19247","PSG",1960,-0.423,0.23,0.067
"19248","PSG",1961,-0.423,0.23,0.067
"19249","PSG",1962,-0.423,0.23,0.094
"19250","PSG",1963,-0.423,0.287,0.103
"19251","PSG",1964,-0.423,0.287,0.103
"19252","PSG",1965,-0.423,0.287,0.103
"19253","PSG",1966,-0.423,0.287,0.103
"19254","PSG",2007,0.817,0.631,0.097
"19255","PSG",2008,0.817,0.559,0.1
"19256","PSG",2009,0.817,0.559,0.099
"19257","PSG",2010,0.817,0.536,0.105
"19258","PSG",2011,0.817,0.529,0.104
"19259","PSG",2012,0.817,0.535,0.107
"19260","PSG",2013,0.909,0.411,0.075
"19261","PSG",2014,0.909,0.403,0.076
"19262","PSG",2015,1.302,0.467,0.068
"19263","PSG",2016,1.302,0.467,0.069
"19264","PSG",2017,0.774,0.481,0.063
"19265","PSG",2018,1.471,0.485,0.042
"19266","PSG",2019,1.781,0.421,0.079
"19267","PSG",2020,1.124,0.436,0.054
"19268","PSG",2021,1.124,0.436,0.058
"19269","PSG",2022,0.732,0.439,0.081
"19270","SML",1900,-2.523,0.107,0.098
"19271","SML",1901,-2.523,0.107,0.098
"19272","SML",1902,-2.523,0.107,0.098
"19273","SML",1903,-2.523,0.107,0.102
"19274","SML",1904,-2.523,0.107,0.102
"19275","SML",1905,-2.523,0.107,0.102
"19276","SML",1906,-2.523,0.107,0.102
"19277","SML",1907,-2.523,0.107,0.102
"19278","SML",1908,-2.523,0.107,0.102
"19279","SML",1909,-2.523,0.107,0.102
"19280","SML",1910,-2.523,0.107,0.102
"19281","SML",1911,-2.523,0.107,0.102
"19282","SML",1912,-2.523,0.107,0.102
"19283","SML",1913,-2.523,0.107,0.102
"19284","SML",1914,-2.523,0.107,0.102
"19285","SML",1915,-2.523,0.107,0.102
"19286","SML",1916,-2.523,0.107,0.102
"19287","SML",1917,-2.523,0.107,0.102
"19288","SML",1918,-2.523,0.107,0.102
"19289","SML",1919,-2.523,0.107,0.102
"19290","SML",1920,-2.523,0.107,0.103
"19291","SML",1921,-2.523,0.107,0.103
"19292","SML",1922,-2.523,0.107,0.105
"19293","SML",1923,-2.523,0.107,0.106
"19294","SML",1924,-2.523,0.107,0.106
"19295","SML",1925,-2.523,0.107,0.106
"19296","SML",1926,-2.523,0.107,0.106
"19297","SML",1927,-2.523,0.107,0.106
"19298","SML",1928,-2.523,0.107,0.106
"19299","SML",1929,-2.523,0.107,0.106
"19300","SML",1930,-2.523,0.107,0.107
"19301","SML",1931,-2.523,0.107,0.107
"19302","SML",1932,-2.523,0.107,0.107
"19303","SML",1933,-2.523,0.107,0.107
"19304","SML",1934,-2.523,0.107,0.107
"19305","SML",1935,-2.523,0.107,0.107
"19306","SML",1936,-2.523,0.107,0.107
"19307","SML",1937,-2.523,0.107,0.107
"19308","SML",1938,-2.523,0.107,0.107
"19309","SML",1939,-2.523,0.107,0.107
"19310","SML",1940,-1.627,0.107,0.108
"19311","SML",1941,-1.627,0.107,0.108
"19312","SML",1942,-1.627,0.107,0.108
"19313","SML",1943,-1.627,0.107,0.11
"19314","SML",1944,-1.627,0.107,0.11
"19315","SML",1945,-1.627,0.107,0.11
"19316","SML",1946,-1.627,0.107,0.11
"19317","SML",1947,-1.627,0.107,0.112
"19318","SML",1948,-1.627,0.107,0.112
"19319","SML",1949,-1.627,0.107,0.112
"19320","SML",1950,-1.627,0.107,0.112
"19321","SML",1951,-1.627,0.109,0.112
"19322","SML",1952,-1.214,0.109,0.112
"19323","SML",1953,-1.214,0.109,0.112
"19324","SML",1954,-1.214,0.109,0.114
"19325","SML",1955,-1.214,0.109,0.114
"19326","SML",1956,-1.214,0.109,0.116
"19327","SML",1957,-1.214,0.109,0.119
"19328","SML",1958,-1.214,0.086,0.156
"19329","SML",1959,-1.214,0.086,0.157
"19330","SML",1991,-1.192,0.688,0.085
"19331","SML",1992,-1.192,0.688,0.085
"19332","SML",1993,-1.192,0.665,0.121
"19333","SML",1994,-1.192,0.665,0.125
"19334","SML",1995,-1.192,0.665,0.13
"19335","SML",1996,-1.192,0.696,0.13
"19336","SML",1997,-1.192,0.696,0.134
"19337","SML",1998,-0.817,0.696,0.141
"19338","SML",1999,-0.817,0.696,0.142
"19339","SML",2000,-0.817,0.696,0.142
"19340","SML",2001,-0.817,0.696,0.144
"19341","SML",2002,-0.817,0.696,0.154
"19342","SML",2003,-0.817,0.696,0.213
"19343","SML",2004,-0.817,0.696,0.24
"19344","SML",2005,-0.817,0.696,0.247
"19345","SML",2006,-0.817,0.696,0.258
"19346","SML",2007,-0.817,0.696,0.258
"19347","SML",2008,-0.817,0.691,0.258
"19348","SML",2009,-0.817,0.691,0.258
"19349","SML",2010,-0.687,0.691,0.266
"19350","SML",2011,-0.687,0.677,0.276
"19351","SML",2012,-0.687,0.673,0.277
"19352","SML",2013,-0.851,0.659,0.26
"19353","SML",2014,-0.851,0.659,0.261
"19354","SML",2015,-0.851,0.659,0.261
"19355","SML",2016,-0.851,0.686,0.269
"19356","SML",2017,-0.851,0.648,0.277
"19357","SML",2018,-0.823,0.627,0.26
"19358","SML",2019,-1.116,0.644,0.259
"19359","SML",2020,-1.116,0.602,0.256
"19360","SML",2021,-1.116,0.624,0.269
"19361","SML",2022,-1.116,0.503,0.261
"19362","UZB",1789,NA,0.756,NA
"19363","UZB",1790,NA,0.756,NA
"19364","UZB",1791,NA,0.756,NA
"19365","UZB",1792,NA,0.756,NA
"19366","UZB",1793,NA,0.756,NA
"19367","UZB",1794,NA,0.756,NA
"19368","UZB",1795,NA,0.756,NA
"19369","UZB",1796,NA,0.756,NA
"19370","UZB",1797,NA,0.756,NA
"19371","UZB",1798,NA,0.756,NA
"19372","UZB",1799,NA,0.756,NA
"19373","UZB",1800,NA,0.756,NA
"19374","UZB",1801,NA,0.756,NA
"19375","UZB",1802,NA,0.756,NA
"19376","UZB",1803,NA,0.756,NA
"19377","UZB",1804,NA,0.756,NA
"19378","UZB",1805,NA,0.756,NA
"19379","UZB",1806,NA,0.756,NA
"19380","UZB",1807,NA,0.756,NA
"19381","UZB",1808,NA,0.756,NA
"19382","UZB",1809,NA,0.756,NA
"19383","UZB",1810,NA,0.756,NA
"19384","UZB",1811,NA,0.756,NA
"19385","UZB",1812,NA,0.756,NA
"19386","UZB",1813,NA,0.756,NA
"19387","UZB",1814,NA,0.756,NA
"19388","UZB",1815,NA,0.756,NA
"19389","UZB",1816,NA,0.756,NA
"19390","UZB",1817,NA,0.756,NA
"19391","UZB",1818,NA,0.756,NA
"19392","UZB",1819,NA,0.756,NA
"19393","UZB",1820,NA,0.756,NA
"19394","UZB",1821,NA,0.756,NA
"19395","UZB",1822,NA,0.756,NA
"19396","UZB",1823,NA,0.756,NA
"19397","UZB",1824,NA,0.756,NA
"19398","UZB",1825,NA,0.756,NA
"19399","UZB",1826,NA,0.756,NA
"19400","UZB",1827,NA,0.756,NA
"19401","UZB",1828,NA,0.756,NA
"19402","UZB",1829,NA,0.756,NA
"19403","UZB",1830,NA,0.756,NA
"19404","UZB",1831,NA,0.756,NA
"19405","UZB",1832,NA,0.756,NA
"19406","UZB",1833,NA,0.756,NA
"19407","UZB",1834,NA,0.756,NA
"19408","UZB",1835,NA,0.756,NA
"19409","UZB",1836,NA,0.756,NA
"19410","UZB",1837,NA,0.756,NA
"19411","UZB",1838,NA,0.756,NA
"19412","UZB",1839,NA,0.756,NA
"19413","UZB",1840,NA,0.756,NA
"19414","UZB",1841,NA,0.756,NA
"19415","UZB",1842,NA,0.756,NA
"19416","UZB",1843,NA,0.756,NA
"19417","UZB",1844,NA,0.756,NA
"19418","UZB",1845,NA,0.756,NA
"19419","UZB",1846,NA,0.756,NA
"19420","UZB",1847,NA,0.756,NA
"19421","UZB",1848,NA,0.756,NA
"19422","UZB",1849,NA,0.756,NA
"19423","UZB",1850,NA,0.756,NA
"19424","UZB",1851,NA,0.756,NA
"19425","UZB",1852,NA,0.756,NA
"19426","UZB",1853,NA,0.756,NA
"19427","UZB",1854,NA,0.756,NA
"19428","UZB",1855,NA,0.756,NA
"19429","UZB",1856,NA,0.756,NA
"19430","UZB",1857,NA,0.756,NA
