"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP"
"322","HUN","Hungary",1995,20.954,35.638,0.275,1.218,0.255,0,0.115,40.633,1.282,40.77
"323","HUN","Hungary",1996,22,34.302,0.279,1.517,0.412,0,0.101,40.682,1.22,39.421
"324","HUN","Hungary",1997,21.726,33.835,2.457,1.536,0.443,0,0.11,39.312,1.134,37.743
"325","HUN","Hungary",1998,22.343,33.515,2.641,1.566,0.465,0,0.106,38.987,0.949,37.461
"326","HUN","Hungary",1999,23.426,30.239,3.646,1.658,0.52,0,0.11,40.39,0.642,38.23
"327","HUN","Hungary",2000,24.304,29.357,3.574,1.734,0.6,0,0.106,40.554,0.477,38.521
"328","HUN","Hungary",2001,25.671,29.711,3.434,1.836,0.618,0,0.115,38.787,0.562,37.6
"329","HUN","Hungary",2002,26.317,32.646,1.082,1.84,0.61,0,0.135,37.481,0.634,37.389
"330","HUN","Hungary",2003,24.683,32.465,0.843,2.154,0.648,0,0.121,39.318,0.537,37.193
"331","HUN","Hungary",2004,23.54,31.81,0.915,2.258,0.666,0,0.163,40.955,0.523,36.916
"332","HUN","Hungary",2005,23.611,32.683,1.034,2.273,0.715,0,0.19,39.973,0.426,36.395
"333","HUN","Hungary",2006,24.508,33.214,0.731,2.236,0.715,0,0.177,38.653,0.658,36.347
"334","HUN","Hungary",2007,25.145,33.689,0.813,2.007,0.714,0,0.13,37.948,0.398,39.232
"335","HUN","Hungary",2008,25.824,33.477,0.784,2.154,0.762,0,0.105,37.27,0.491,39.333
"336","HUN","Hungary",2009,24.406,32.459,0.867,2.094,0.85,0,0.09,39.801,0.373,38.735
"337","HUN","Hungary",2010,20.687,31.413,1.123,3.083,0.914,1.34,0.062,43.312,0.383,36.826
"338","HUN","Hungary",2011,16.823,34.748,1.237,3.055,0.987,1.341,0.063,43.756,0.382,36.373
"339","HUN","Hungary",2012,17.406,33.947,1.386,3.113,1.126,1.229,0.05,43.848,0.299,38.901
"340","HUN","Hungary",2013,17.217,33.416,1.769,3.332,1.63,1.102,0.045,43.943,0.321,38.444
"341","HUN","Hungary",2014,17.744,33.063,1.759,3.317,1.519,1.098,0.049,43.791,0.327,38.362
"342","HUN","Hungary",2015,17.944,32.793,1.788,3.235,1.486,1.003,0.055,43.91,0.331,38.666
"343","HUN","Hungary",2016,18.991,33.734,1.913,2.774,1.488,0.424,0.059,42.318,0.27,39.038
"344","HUN","Hungary",2017,19.273,32.466,2.29,2.753,1.468,0.347,0.063,42.995,0.223,37.818
"345","HUN","Hungary",2018,18.245,31.637,2.57,2.618,1.373,0.267,0.053,44.787,0.144,36.79
"346","HUN","Hungary",2019,17.597,32.039,2.859,2.579,1.279,0.259,0.066,44.729,0.196,36.306
"347","HUN","Hungary",2020,18.168,30.785,2.877,2.912,1.289,0.62,0.054,45.13,0.128,35.984
"348","HUN","Hungary",2021,16.154,31.011,3.211,2.589,1.266,0.281,0.049,47.148,-0.113,33.742
"349","ISL","Iceland",1990,29.675,3.138,3.542,8.43,3.594,2.09,0.204,51.285,3.929,30.484
"350","ISL","Iceland",1991,29.115,6.913,0.624,8.809,3.765,2.362,0.259,50.948,3.592,30.838
"351","ISL","Iceland",1992,29.531,7.851,0.093,9.036,3.739,2.424,0.215,49.537,3.952,31.666
"352","ISL","Iceland",1993,32.564,8.021,0.037,9.562,4.039,2.662,0.226,49.816,0,30.599
"353","ISL","Iceland",1994,33.425,8.1,0.024,9.422,4.118,2.282,0.302,49.029,0,30.147
"354","ISL","Iceland",1995,34.131,8.088,0,9.091,4.041,2.254,0.275,48.69,0,30.725
"355","ISL","Iceland",1996,34.898,8.613,0,8.278,3.638,2.12,0.292,48.212,0,31.886
"356","ISL","Iceland",1997,35.847,8.718,0,8.093,3.402,2.161,0.283,47.342,0,31.588
"357","ISL","Iceland",1998,37.764,7.928,0.06,6.379,3.844,1.872,0.258,47.35,0.519,33.628
"358","ISL","Iceland",1999,38.486,7.621,0.066,5.999,3.662,1.754,0.256,47.39,0.438,35.922
"359","ISL","Iceland",2000,39.866,7.731,0.072,6.615,3.97,2.032,0.3,45.327,0.389,35.877
"360","ISL","Iceland",2001,43.294,8.017,0.078,6.72,3.977,2.147,0.246,41.476,0.416,34.064
"361","ISL","Iceland",2002,43.254,8.112,0.079,6.223,3.502,2.052,0.267,41.847,0.486,33.769
"362","ISL","Iceland",2003,43.517,8.426,0.158,5.134,3.546,0.942,0.238,42.323,0.442,35.267
"363","ISL","Iceland",2004,42.478,8.046,0.146,4.863,3.422,0.964,0.253,44.048,0.418,36.328
"364","ISL","Iceland",2005,43.172,7.854,0.078,4.36,3.338,0.692,0.207,44.154,0.383,39.318
"365","ISL","Iceland",2006,43.998,7.911,0.08,3.803,3.472,0.01,0.196,43.883,0.325,39.614
"366","ISL","Iceland",2007,45.306,7.432,0.285,4.324,3.86,-0.001,0.312,42.322,0.33,38.413
"367","ISL","Iceland",2008,48.37,7.646,0.412,5.06,4.751,-0.003,0.214,38.116,0.395,34.264
"368","ISL","Iceland",2009,47.16,9.026,0.486,5.873,5.435,0.002,0.323,36.236,1.219,31.276
"369","ISL","Iceland",2010,44.253,11.743,0.522,6.539,5.27,0.711,0.483,35.838,1.106,32.218
"370","ISL","Iceland",2011,45.538,11.404,0.495,6.211,4.838,1.077,0.221,35.043,1.309,33.197
"371","ISL","Iceland",2012,45.213,10.357,0.862,6.537,4.65,1.5,0.306,35.435,1.595,33.951
"372","ISL","Iceland",2013,46.673,10.338,0.966,6.289,4.535,1.314,0.36,34.104,1.63,34.319
"373","ISL","Iceland",2014,46.557,9.484,0.903,5.96,4.177,1.389,0.324,31.436,5.659,37.111
"374","ISL","Iceland",2015,46.918,9.816,0.817,4.823,4.295,0.081,0.359,32.901,4.725,35.139
"375","ISL","Iceland",2016,34.004,6.758,0.584,33.858,3.06,0.028,0.294,23.614,1.181,50.286
"376","ISL","Iceland",2017,49.339,9.139,0.81,5.033,4.421,0.035,0.435,34.002,1.677,37.13
"377","ISL","Iceland",2018,49.354,9.474,0.824,4.999,4.484,0.01,0.454,33.708,1.641,36.457
"378","ISL","Iceland",2019,49.925,9.174,0.859,5.496,4.946,0.001,0.44,32.795,1.751,35.119
"379","ISL","Iceland",2020,51.083,8.328,0.87,6.249,5.281,0.003,0.854,31.663,1.807,36.354
"380","ISL","Iceland",2021,49.961,8.547,0.804,5.944,5.107,0.001,0.736,33.582,1.163,35.125
"381","IRL","Ireland",1990,38.028,14.104,1.295,4.644,2.545,0,0.394,41.928,0,32.389
"382","IRL","Ireland",1991,39.327,14.418,1.318,4.568,2.511,0,0.487,40.369,0,32.956
"383","IRL","Ireland",1992,40.06,14.431,1.309,4.353,2.512,0,0.302,39.847,0,33.297
"384","IRL","Ireland",1993,41.428,14.488,1.995,4.131,2.419,0,0.43,37.958,0,33.296
"385","IRL","Ireland",1994,41.426,13.679,1.648,4.424,2.412,0,0.451,38.822,0,34.366
"386","IRL","Ireland",1995,40.359,13.555,1.2,4.473,2.433,0,0.435,40.413,0,31.772
"387","IRL","Ireland",1996,41.194,12.558,1.083,4.66,2.314,0,0.535,39.368,0,32.311
"388","IRL","Ireland",1997,42.392,12.215,1.107,4.848,2.118,0,0.515,39.438,0,31.356
"389","IRL","Ireland",1998,42.432,11.661,1.147,5.08,1.994,0,0.573,39.681,0,30.797
"390","IRL","Ireland",1999,43.478,11.666,0.339,5.484,1.891,0,0.671,39.033,0,30.835
"391","IRL","Ireland",2000,43.615,11.888,0.044,5.702,1.761,0,0.675,38.752,0,30.751
"392","IRL","Ireland",2001,42.993,13.133,0.582,5.86,1.881,0,0.484,37.432,0,28.654
"393","IRL","Ireland",2002,42.129,13.286,0.635,5.379,1.971,0,0.4,38.57,0,27.872
"394","IRL","Ireland",2003,42.436,12.947,0.614,6.537,2.014,0,0.515,37.466,0,28.526
"395","IRL","Ireland",2004,42.42,12.929,0.61,6.807,1.895,0,0.412,37.234,0,29.575
"396","IRL","Ireland",2005,41.407,12.776,0.65,7.352,1.995,0,0.498,37.815,0,30.042
"397","IRL","Ireland",2006,42.312,12.336,0.633,8.579,1.815,0,0.543,36.139,0,31.426
"398","IRL","Ireland",2007,41.725,13.396,0.675,7.878,2.028,0,0.667,36.326,0,30.847
"399","IRL","Ireland",2008,40.682,15.326,0.76,6.116,2.342,0,0.64,37.117,0,29.093
"400","IRL","Ireland",2009,40.182,18.539,0.773,5.173,2.778,0,0.542,35.324,0.008,28.067
"401","IRL","Ireland",2010,40.123,18.229,0.668,5.15,2.85,0,0.507,35.817,0.013,27.719
"402","IRL","Ireland",2011,40.683,18.491,0.666,5.956,2.809,0.963,0.507,34.185,0.02,27.803
"403","IRL","Ireland",2012,42.2,16.952,0.598,6.228,2.994,0.978,0.571,34.002,0.019,28.179
"404","IRL","Ireland",2013,41.389,17.238,0.611,7.057,3.351,1.042,0.541,33.66,0.045,28.702
"405","IRL","Ireland",2014,41.081,16.813,0.603,7.57,3.383,1.326,0.64,33.897,0.037,28.662
"406","IRL","Ireland",2015,43.679,16.419,0.586,6.434,3.061,0.278,0.658,32.863,0.019,23.111
"407","IRL","Ireland",2016,43.846,16.497,0.613,6.039,2.857,0.001,0.646,32.986,0.019,23.586
"408","IRL","Ireland",2017,44.138,16.551,0.643,5.743,2.767,0,0.668,32.913,0.013,22.469
"409","IRL","Ireland",2018,45.672,16.61,0.776,5.924,2.633,0,0.711,31.005,0.013,22.251
"410","IRL","Ireland",2019,45.612,16.816,0.993,5.688,2.479,0,0.681,30.884,0.007,21.877
"411","IRL","Ireland",2020,49.077,16.594,0.968,4.981,1.64,0,0.682,28.369,0.012,19.729
"412","IRL","Ireland",2021,49.804,15.161,0.888,5.391,1.857,0,0.648,28.745,0.011,20.694
"413","ITA","Italy",1990,36.477,32.912,0.336,2.257,0,0,0.142,28.018,0,36.271
"414","ITA","Italy",1991,36.099,33.023,0.319,2.485,0,0,0.132,28.074,0,36.665
"415","ITA","Italy",1992,37.519,31.556,0.279,3.502,0,0,0.139,27.143,0,38.921
"416","ITA","Italy",1993,36.957,31.434,0.287,5.41,2.107,0.838,0.127,25.911,0,40.505
"417","ITA","Italy",1994,34.701,31.246,0.298,5.433,2.031,0.929,0.184,28.321,0,38.581
"418","ITA","Italy",1995,35.291,31.474,0.299,5.647,1.96,1.183,0.155,27.289,0,38.455
"419","ITA","Italy",1996,34.632,34.074,0.151,5.365,1.864,0.981,0.167,25.779,0,40.154
"420","ITA","Italy",1997,35.312,33.625,0.129,5.067,1.897,0.762,0.162,25.867,0,41.574
"421","ITA","Italy",1998,32.718,29.261,0.134,4.799,1.932,0.474,0.179,27.77,5.318,39.92
"422","ITA","Italy",1999,33.969,28.523,0.039,4.557,1.832,0.112,0.214,27.786,5.127,40.793
"423","ITA","Italy",2000,33.177,28.549,0,4.643,1.859,0.003,0.2,28.196,5.435,40.523
"424","ITA","Italy",2001,34.126,28.517,0,4.409,1.853,0.003,0.184,27.108,5.841,40.135
"425","ITA","Italy",2002,32.46,29.353,0,5.153,1.986,0.002,0.13,27.215,5.819,39.619
"426","ITA","Italy",2003,30.953,29.496,0,7.777,1.98,0.001,0.061,25.976,5.798,39.953
"427","ITA","Italy",2004,31.453,30.154,0,6.137,2.028,0,0.025,26.693,5.563,39.225
"428","ITA","Italy",2005,31.562,30.754,0,5.007,2.012,0,0.01,26.729,5.948,39.047
"429","ITA","Italy",2006,32.937,29.517,0,5.03,1.924,0,0.007,26.544,5.973,40.464
"430","ITA","Italy",2007,33.746,29.913,0,4.864,1.904,0,0.022,25.607,5.871,41.564
"431","ITA","Italy",2008,34.219,31.038,0,4.293,1.421,0,0.057,25.108,5.342,41.596
"432","ITA","Italy",2009,32.553,31.366,0,6.191,1.429,0.993,0.07,25.109,4.781,41.97
"433","ITA","Italy",2010,32.675,31.123,0,4.828,1.438,0.315,0.072,26.62,4.753,41.701
"434","ITA","Italy",2011,31.933,30.828,0,5.258,1.435,0.745,0.074,27.18,4.8,41.637
"435","ITA","Italy",2012,32.627,29.767,0,6.16,3.379,0.11,0.084,26.761,4.685,43.617
"436","ITA","Italy",2013,33.006,29.776,0,6.208,2.935,0.36,0.088,26.486,4.524,43.828
"437","ITA","Italy",2014,31.938,29.741,0,6.646,3.574,0.118,0.088,27.367,4.308,43.325
"438","ITA","Italy",2015,31.772,30.146,0,6.505,3.594,0.032,0.095,27.629,3.948,42.958
"439","ITA","Italy",2016,31.871,30.135,0,6.546,3.044,0.055,0.103,28.631,2.817,42.242
"440","ITA","Italy",2017,31.819,30.312,0,5.972,3.007,0.049,0.112,28.84,3.057,41.912
"441","ITA","Italy",2018,31.048,31.066,0,5.965,2.97,0.042,0.111,28.682,3.24,41.731
"442","ITA","Italy",2019,31.582,31.244,0,5.694,2.897,0.03,0.105,28.284,3.197,42.272
"443","ITA","Italy",2020,32.797,31.783,0,5.718,3.008,0.06,0.056,26.958,2.744,42.565
"444","ITA","Italy",2021,31.844,31.18,0,5.838,2.9,0.075,0.111,28.205,2.933,42.359
"445","JPN","Japan",1990,50.199,26.454,0,9.398,5.425,0,1.466,13.693,0.256,27.69
"446","JPN","Japan",1991,48.608,27.486,0,9.694,5.697,0,1.906,13.954,0.258,27.356
"447","JPN","Japan",1992,44.422,29.65,0,10.956,6.875,0,2.101,14.698,0.274,25.858
"448","JPN","Japan",1993,42.49,30.483,0,11.62,7.289,0,2.251,15.132,0.275,25.844
"449","JPN","Japan",1994,39.212,32.389,0,11.991,7.682,0,2.086,16.145,0.264,25.001
"450","JPN","Japan",1995,38.227,33.571,0,12.151,7.698,0,2.016,15.805,0.247,25.401
"451","JPN","Japan",1996,38.113,33.836,0,11.795,7.67,0,1.773,16.011,0.245,25.343
"452","JPN","Japan",1997,37.01,34.28,0,11.23,7.456,0,1.728,17.232,0.248,25.736
"453","JPN","Japan",1998,33.601,35.478,0,11.024,7.803,0,1.419,19.641,0.255,25.259
"454","JPN","Japan",1999,32.046,35.952,0,11.243,8.182,0,1.433,20.5,0.259,24.802
"455","JPN","Japan",2000,34.791,35.21,0,10.492,7.644,0,1.308,19.251,0.255,25.341
"456","JPN","Japan",2001,33.386,36.497,0,10.513,7.81,0,1.243,19.346,0.257,25.534
"457","JPN","Japan",2002,30.587,38.237,0,10.788,8.183,0,1.133,20.116,0.272,24.504
"458","JPN","Japan",2003,30.538,38.558,0,10.33,7.898,0,1.136,20.308,0.266,24.136
"459","JPN","Japan",2004,31.986,37.743,0,9.993,7.676,0,1.103,20.017,0.262,24.76
"460","JPN","Japan",2005,33.804,36.862,0,9.661,7.334,0,1.135,19.418,0.255,25.827
"461","JPN","Japan",2006,35.4,36.629,0,9.083,6.83,0,1.062,18.637,0.25,26.618
"462","JPN","Japan",2007,36.358,36.462,0,8.983,6.803,0,1.027,17.953,0.243,27.159
"463","JPN","Japan",2008,33.555,38.842,0,9.391,7.25,0,1.042,17.949,0.263,27.049
"464","JPN","Japan",2009,29.541,40.96,0,10.136,7.927,0,1.057,19.071,0.292,25.686
"465","JPN","Japan",2010,30.218,41.107,0,9.721,7.718,0,0.944,18.667,0.288,26.241
"466","JPN","Japan",2011,30.154,41.515,0,9.656,7.546,0,1.087,18.402,0.273,27.132
"467","JPN","Japan",2012,31.055,41.611,0,9.109,7.019,0,1.077,17.948,0.277,27.952
"468","JPN","Japan",2013,32.468,40.848,0,8.838,6.75,0,1.075,17.584,0.262,28.557
"469","JPN","Japan",2014,31.831,39.68,0,8.481,6.384,0,1.2,19.754,0.254,29.973
"470","JPN","Japan",2015,31.167,39.42,0,8.194,6.118,0,1.204,20.966,0.253,30.242
"471","JPN","Japan",2016,30.58,40.384,0,8.348,6.162,0,1.292,20.435,0.253,30.279
"472","JPN","Japan",2017,30.65,39.938,0,8.191,6.009,0,1.334,20.972,0.249,30.916
"473","JPN","Japan",2018,31.945,40.207,0,8.086,5.916,0,1.329,19.51,0.253,31.544
"474","JPN","Japan",2019,30.777,41.068,0,8.174,6.049,0,1.311,19.722,0.259,31.508
"475","JPN","Japan",2020,30.416,40.357,0,8.08,6.045,0,1.305,20.896,0.251,32.966
"476","JPN","Japan",2021,31.934,39.176,0,7.865,5.671,0,1.474,20.761,0.264,34.075
"477","KOR","Korea",1990,32.751,10.091,0.41,11.778,2.63,0,0.95,44.275,0.695,18.579
"478","KOR","Korea",1991,29.464,10.416,0.464,12.619,3.212,0,0.737,42.094,4.943,18.264
"479","KOR","Korea",1992,29.607,11.131,0.56,12.734,3.418,0,0.86,43.154,2.813,18.162
"480","KOR","Korea",1993,28.223,13.385,0.526,14.009,3.862,0,1.146,41.28,2.576,18.467
"481","KOR","Korea",1994,28.892,12.449,0.388,14.412,3.416,0,1.312,41.097,2.763,18.57
"482","KOR","Korea",1995,30.126,12.089,0.289,13.953,3.343,0,1.255,40.715,2.828,18.766
"483","KOR","Korea",1996,28.524,13.334,0.303,12.905,3.036,0,1.017,41.682,3.251,19.359
"484","KOR","Korea",1997,26.153,14.17,0.3,12.717,2.902,0,1.128,42.732,3.927,18.988
"485","KOR","Korea",1998,30.435,16.576,0.271,10.872,2.974,0,0.667,37.93,3.916,18.954
"486","KOR","Korea",1999,24.794,17.155,0.238,13.677,2.792,0,0.792,40.247,3.888,19.234
"487","KOR","Korea",2000,28.801,16.698,0.189,12.36,2.484,0,0.726,38.351,3.6,20.916
"488","KOR","Korea",2001,26.401,18.306,0.232,11.418,2.342,0,0.632,39.611,4.031,21.201
"489","KOR","Korea",2002,25.474,18.983,0.228,12.716,2.199,0,0.512,38.73,3.868,21.312
"490","KOR","Korea",2003,27.912,19.739,0.229,11.777,2.235,0,0.714,37.034,3.31,21.991
"491","KOR","Korea",2004,27.831,20.992,0.243,11.246,2.568,0,0.888,36.187,3.5,21.177
"492","KOR","Korea",2005,29.231,21.173,0.248,11.911,2.426,0,0.903,34.262,3.174,21.656
"493","KOR","Korea",2006,29.507,21.202,0.247,13.183,3.056,0,1.05,32.532,3.328,22.632
"494","KOR","Korea",2007,31.805,20.725,0.239,12.805,3.556,0,1.099,31.272,3.154,23.73
"495","KOR","Korea",2008,30.977,21.828,0.251,11.928,3.622,0,1.02,31.63,3.387,23.583
"496","KOR","Korea",2009,28.466,23.366,0.249,11.622,3.237,0,0.888,31.808,4.489,22.703
"497","KOR","Korea",2010,28.011,23.344,0.241,11.324,3.132,0,1.039,33.709,3.37,22.378
"498","KOR","Korea",2011,30.084,23.992,0.249,11.355,3.038,0,1.035,31.235,3.084,23.177
"499","KOR","Korea",2012,29.866,24.721,0.254,10.609,3.022,0,1.178,31.172,3.378,23.702
"500","KOR","Korea",2013,29.307,26.371,0.282,10.321,3.112,0,1.235,30.725,2.994,23.143
"501","KOR","Korea",2014,29.104,26.868,0.285,11.03,3.189,0,1.266,29.951,2.762,23.381
"502","KOR","Korea",2015,30.275,26.602,0.285,12.355,3.173,0,1.282,28.033,2.45,23.737
"503","KOR","Korea",2016,31.225,26.154,0.3,11.566,3.04,0,1.242,28.136,2.619,24.745
"504","KOR","Korea",2017,32.101,25.711,0.296,11.688,3.076,0,1.458,27.728,2.476,25.357
"505","KOR","Korea",2018,34.148,25.399,0.295,11.61,3.077,0,1.453,26.275,2.273,26.686
"506","KOR","Korea",2019,33.215,26.732,0.305,11.4,3.388,0,1.59,25.817,2.532,27.227
"507","KOR","Korea",2020,30.934,28.016,0.298,14.21,3.723,0,1.927,24.395,2.147,27.745
"508","KOR","Korea",2021,33.206,26.201,0.283,15.065,3.955,0,2.424,23.115,2.129,29.761
"509","LUX","Luxembourg",1990,40.211,27.545,0,8.423,0.391,4.68,0.304,23.638,0.183,34.679
"510","LUX","Luxembourg",1991,38.196,29.224,0,7.738,0.4,4.242,0.338,24.665,0.177,32.504
"511","LUX","Luxembourg",1992,35.201,30.035,0,8.039,0.364,4.446,0.324,26.558,0.167,33.376
"512","LUX","Luxembourg",1993,37.709,27.996,0,8.003,0.338,5.217,0.25,26.154,0.138,35.43
"513","LUX","Luxembourg",1994,38.522,26.576,0,7.686,0.322,5.349,0.265,27.087,0.128,35.831
"514","LUX","Luxembourg",1995,40.179,26.997,0,7.148,0.318,4.884,0.281,25.547,0.128,35.992
"515","LUX","Luxembourg",1996,40.326,26.748,0,7.669,0.313,5.423,0.292,25.137,0.119,36.459
"516","LUX","Luxembourg",1997,40.127,25.99,0,8.046,0.299,5.558,0.332,25.715,0.122,36.705
"517","LUX","Luxembourg",1998,38.913,26.183,0,8.739,0.299,6.059,0.25,25.983,0.182,37.382
"518","LUX","Luxembourg",1999,36.535,26.665,0,9.95,0.267,6.942,0.386,26.683,0.166,36.717
"519","LUX","Luxembourg",2000,36.496,26.128,0,10.688,0.247,7.44,0.271,26.554,0.134,37.025
"520","LUX","Luxembourg",2001,36.449,27.805,0,9.743,0.243,6.924,0.267,25.877,0.127,37.229
"521","LUX","Luxembourg",2002,36.907,28.038,0,8.057,0.232,5.789,0.346,26.698,0.301,37.415
"522","LUX","Luxembourg",2003,36.53,28.494,0,7.48,0.228,5.273,0.486,27.363,0.133,37.395
"523","LUX","Luxembourg",2004,33.248,28.884,0,7.802,0.237,5.449,0.398,29.936,0.13,36.235
"524","LUX","Luxembourg",2005,34.525,28.011,0,8.493,0.226,6.153,0.388,28.855,0.116,37.436
"525","LUX","Luxembourg",2006,35.022,27.937,0,9.34,0.213,6.636,0.393,27.637,0.064,35.305
"526","LUX","Luxembourg",2007,34.59,27.568,0,9.618,0.202,6.521,0.346,28.119,0.106,35.747
"527","LUX","Luxembourg",2008,35.956,28.44,0,7.381,0.197,5.174,0.381,28.123,0.101,35.028
"528","LUX","Luxembourg",2009,35.234,29.934,0,6.609,0.204,5.053,0.369,28.088,0.135,36.275
"529","LUX","Luxembourg",2010,36.161,29.019,0,7.026,0.194,5.494,0.332,27.649,0.144,35.652
