"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP"
"1103","BOL","Bolivia",2014,20.034,19.703,0,0.682,0,0,0.051,53.395,6.186,27.854
"1104","BOL","Bolivia",2015,19.044,21.163,0,0.63,0,0,0.054,51.675,7.489,29.498
"1105","BOL","Bolivia",2016,16.606,22.641,0,0.694,0,0,0.023,51.061,8.998,27.925
"1106","BOL","Bolivia",2017,15.136,23.728,0,0.734,0,0,0.002,50.724,9.678,25.878
"1107","BOL","Bolivia",2018,15.231,24.113,0,0.781,0,0,0,50.644,9.231,24.978
"1108","BOL","Bolivia",2019,16.273,25.077,0,0.748,0,0,0,48.989,8.914,24.695
"1109","BOL","Bolivia",2020,13.197,29.408,0,0.75,0,0,0,46.116,10.528,22.159
"1110","BOL","Bolivia",2021,12.094,26.604,0,1.176,0,0.381,0,50.931,9.196,22.635
"1111","BRA","Brazil",1990,18.296,24.316,1.569,5.914,0.815,0,0.065,48.655,1.25,27.837
"1112","BRA","Brazil",1991,16.294,26.322,1.555,5.122,1.971,0,0.024,49.496,1.211,22.852
"1113","BRA","Brazil",1992,19.004,25.452,1.605,4.345,1.3,0,0.078,48.113,1.481,23.791
"1114","BRA","Brazil",1993,18.759,27.216,1.526,4.113,0.613,0,0.074,47.216,1.169,25.216
"1115","BRA","Brazil",1994,17.185,23.808,2.176,7.084,0.727,0,0.075,48.82,0.928,29.102
"1116","BRA","Brazil",1995,19.443,24.98,2.315,3.743,1.521,0,0.094,48.628,0.891,26.775
"1117","BRA","Brazil",1996,19.143,26.363,2.203,3.316,1.612,0,0.091,48.231,0.745,25.924
"1118","BRA","Brazil",1997,18.482,25.612,2.181,6.428,1.69,0,0.107,46.631,0.666,26.08
"1119","BRA","Brazil",1998,20.325,26.391,1.838,6.461,1.636,0,0.119,44.208,0.776,26.636
"1120","BRA","Brazil",1999,20.406,23.979,1.86,6.071,1.453,0,0.099,46.997,0.686,27.925
"1121","BRA","Brazil",2000,19.482,23.682,1.543,6.674,1.349,0,0.093,48.001,0.618,29.394
"1122","BRA","Brazil",2001,19.754,23.015,1.587,6.873,1.352,0,0.085,48.055,0.717,30.45
"1123","BRA","Brazil",2002,20.557,23.233,1.51,7.36,1.693,0,0.109,47.183,0.158,31.353
"1124","BRA","Brazil",2003,20.344,23.304,1.521,7.447,1.73,0,0.166,47.34,0.044,30.593
"1125","BRA","Brazil",2004,19.402,23.509,1.592,7.196,1.642,0,0.119,48.261,0.041,31.514
"1126","BRA","Brazil",2005,21.018,23.731,1.469,6.911,1.555,0,0.115,46.775,0.096,32.673
"1127","BRA","Brazil",2006,20.785,24.242,1.626,6.962,1.55,0,0.124,46.314,0.072,32.42
"1128","BRA","Brazil",2007,21.643,24.048,1.568,6.936,1.473,0,0.135,45.599,0.207,32.791
"1129","BRA","Brazil",2008,23.127,23.939,1.668,4.047,1.399,0,0.147,47.293,-0.074,32.654
"1130","BRA","Brazil",2009,22.558,26.236,1.777,3.935,1.502,0,0.161,45.593,-0.098,31.175
"1131","BRA","Brazil",2010,20.981,25.667,1.731,4.338,1.489,0,0.204,47.245,0.039,31.736
"1132","BRA","Brazil",2011,22.043,25.467,1.782,4.427,1.458,0,0.194,46.227,0.054,32.581
"1133","BRA","Brazil",2012,20.961,26.433,1.878,4.266,1.48,0,0.222,46.462,0,31.852
"1134","BRA","Brazil",2013,21.259,26.24,1.914,4.054,1.496,0,0.244,46.466,0.066,31.81
"1135","BRA","Brazil",2014,21.237,26.836,2,4.095,1.573,0,0.261,45.79,0.041,31.113
"1136","BRA","Brazil",2015,21.338,26.778,2.016,4.506,1.773,0,0.344,45.357,0.006,31.343
"1137","BRA","Brazil",2016,22.863,27.095,1.949,4.401,1.84,0,0.371,43.651,0.041,31.616
"1138","BRA","Brazil",2017,21.949,27.086,1.906,4.451,1.956,0,0.343,44.566,0.041,31.73
"1139","BRA","Brazil",2018,21.905,26.096,1.885,4.533,2.062,0,0.327,45.569,0.012,31.985
"1140","BRA","Brazil",2019,22.797,26.149,1.819,4.774,2.135,0,0.364,44.461,0,31.931
"1141","BRA","Brazil",2020,22.683,26.337,1.743,3.975,2.064,0,0.368,45.262,0,31.031
"1142","BRA","Brazil",2021,23.972,23.897,1.617,4.838,2.007,0,0.427,44.703,0.973,33.451
"1143","CMR","Cameroon",1993,28.848,12.91,0,2.134,0.067,0,0,56.108,0,7.238
"1144","CMR","Cameroon",1994,25.532,11.309,0,1.724,0.058,0,0,61.435,0,7.409
"1145","CMR","Cameroon",1995,23.952,8.347,0,1.641,0.104,0,0,66.06,0,9.213
"1146","CMR","Cameroon",1996,23.64,8.28,0,0.858,0.038,0,0,67.165,0.057,9.31
"1147","CMR","Cameroon",1997,24.039,7.829,0,0.773,0.017,0,0,67.359,0,9.481
"1148","CMR","Cameroon",1998,28.482,7.263,0,0.782,0,0,0,63.472,0,10.131
"1149","CMR","Cameroon",1999,25.026,7.788,1.333,1.028,0.028,0,0,64.698,0.127,9.975
"1150","CMR","Cameroon",2000,28.143,8.081,0,1.616,0.062,0,0,62.159,0,10.8
"1151","CMR","Cameroon",2001,30.837,7.76,0,1.369,0.052,0,0,60.034,0,11.929
"1152","CMR","Cameroon",2002,33.554,8.335,0,1.454,0,0,0,56.657,0,11.02
"1153","CMR","Cameroon",2003,26.592,7.993,4.717,1.195,0.215,0,0.002,58.46,1.043,11.203
"1154","CMR","Cameroon",2004,26.204,8.395,2.474,1.108,0.051,0,0.003,61.147,0.673,10.461
"1155","CMR","Cameroon",2005,28.695,7.391,0.761,1.177,0.116,0,0.003,60.463,1.512,11.036
"1156","CMR","Cameroon",2006,28.538,6.675,0.883,1.25,0.126,0,0.001,60.401,2.252,11.494
"1157","CMR","Cameroon",2007,30.657,6.511,0.74,1.265,0.128,0,0.001,58.57,2.257,12.021
"1158","CMR","Cameroon",2008,30.023,6.737,0.854,1.24,0.117,0,0.001,59.394,1.751,11.988
"1159","CMR","Cameroon",2009,32.439,6.774,1.121,1.111,0.106,0,0.002,56.821,1.734,12.266
"1160","CMR","Cameroon",2010,27.088,8.637,1.136,1.145,0.099,0,0.002,60.089,1.904,11.548
"1161","CMR","Cameroon",2011,28.07,7.98,1.71,0.72,0.021,0,0.01,59.894,1.626,12.478
"1162","CMR","Cameroon",2012,31.884,7.38,2.022,0.755,0.003,0,0.009,56.366,1.592,12.985
"1163","CMR","Cameroon",2013,30.695,7.09,1.763,0.922,0.076,0,0.007,57.388,2.144,13.559
"1164","CMR","Cameroon",2014,31.541,6.183,1.887,0.846,0.068,0,0.009,58.261,1.283,13.837
"1165","CMR","Cameroon",2015,32.286,5.989,1.993,0.946,0.065,0,0.002,57.02,1.764,14.115
"1166","CMR","Cameroon",2016,28.104,7.324,1.925,1.11,0.142,0,0.006,59.871,1.665,13.693
"1167","CMR","Cameroon",2017,25.264,7.284,1.852,1.138,0.124,0,0.002,62.849,1.614,14.003
"1168","CMR","Cameroon",2018,26.963,7.202,1.021,0.804,0.078,0,0.003,62.229,1.78,14.171
"1169","CMR","Cameroon",2019,27.379,7.322,1.119,0.841,0.07,0,0.001,60.923,2.416,13.863
"1170","CMR","Cameroon",2020,28.654,8.085,1.179,0.851,0.068,0,0.006,58.52,2.712,12.833
"1171","CMR","Cameroon",2021,27.328,7.649,1.579,0.868,0.056,0,0.004,60.049,2.527,13.337
"1172","CPV","Cabo Verde",2008,29.274,0.175,0,6.908,1.875,0,0,63.644,0,21.622
"1173","CPV","Cabo Verde",2009,31.473,0.179,0,6.071,2.359,0,0,62.277,0,18.849
"1174","CPV","Cabo Verde",2010,30.019,0.159,0,5.474,2.809,0,0,64.347,0,18.973
"1175","CPV","Cabo Verde",2011,29.063,0.122,0,5.879,3.082,0,0,64.936,0,20.186
"1176","CPV","Cabo Verde",2012,31.344,0.15,0,5.614,3.185,0,0,62.892,0,18.282
"1177","CPV","Cabo Verde",2013,30.431,0.153,0,5.711,3.346,0,0,63.706,0,18.375
"1178","CPV","Cabo Verde",2014,28.66,0.206,0,5.959,3.49,0,0,65.175,0,17.503
"1179","CPV","Cabo Verde",2015,31.505,0.149,0,5.234,3.338,0,0,63.113,0,19.34
"1180","CPV","Cabo Verde",2016,31.205,0.173,0,5.035,3.569,0,0,63.588,0,19.426
"1181","CPV","Cabo Verde",2017,31.761,0.17,0,3.225,1.793,0,0,64.845,0,20.54
"1182","CPV","Cabo Verde",2018,30.493,0.191,0,4.665,2.825,0,0,64.651,0,20.036
"1183","CPV","Cabo Verde",2019,30.898,0.183,0,4.545,3.016,0,0,64.374,0,19.373
"1184","CPV","Cabo Verde",2020,30.155,0.234,0,4.697,2.732,0,0,64.915,0,18.33
"1185","CPV","Cabo Verde",2021,27.77,0.237,0,1.939,0,0,0,70.053,0,16.833
"1186","CHL","Chile",1990,23.237,8.978,0,6.151,3.374,0,0.194,62.948,-1.314,16.774
"1187","CHL","Chile",1991,24.444,7.695,0,5.984,3.667,0,0.095,62.899,-1.022,17.665
"1188","CHL","Chile",1992,23.755,7.716,0,6.144,3.65,0,0.072,63.229,-0.843,18.333
"1189","CHL","Chile",1993,21.919,7.241,0,6.765,3.686,0,0.163,64.956,-0.88,18.527
"1190","CHL","Chile",1994,24.029,6.982,0,6.304,3.127,0,0.16,63.631,-0.946,18.28
"1191","CHL","Chile",1995,25.228,6.478,0,6.283,3.159,0,0.246,62.559,-0.548,18.176
"1192","CHL","Chile",1996,25.216,6.411,0,6.425,3.123,0,0.157,62.885,-0.937,19.408
"1193","CHL","Chile",1997,23.841,6.624,0,6.885,3.368,0,0.064,63.615,-0.965,18.876
"1194","CHL","Chile",1998,21.677,7.025,0,6.994,3.582,0,0.168,64.859,-0.555,18.739
"1195","CHL","Chile",1999,19.953,7.622,0,7.792,4.022,0,0.22,65.219,-0.586,17.978
"1196","CHL","Chile",2000,23.306,7.299,0,7.011,3.825,0,0.138,63.804,-1.42,18.718
"1197","CHL","Chile",2001,23.573,7.317,0,7.433,3.753,0,0.205,62.116,-0.439,18.903
"1198","CHL","Chile",2002,24.112,7.402,0,7.637,3.608,0,0.286,61.68,-0.831,18.94
"1199","CHL","Chile",2003,25.216,7.388,0,7.634,3.749,0,0.122,60.548,-0.787,18.627
"1200","CHL","Chile",2004,29.75,7.171,0,6.791,3.15,0,0.135,56.703,-0.414,19.112
"1201","CHL","Chile",2005,36.251,6.531,0,6.321,2.92,0,0.163,51.499,-0.603,20.835
"1202","CHL","Chile",2006,45.441,5.823,0,5.362,2.538,0,0.129,43.207,0.168,22.114
"1203","CHL","Chile",2007,45.692,5.576,0,4.92,2.409,0,0.138,43.806,0.005,22.847
"1204","CHL","Chile",2008,37.512,6.417,0,5.5,2.818,0,0.177,50.521,0.05,21.403
"1205","CHL","Chile",2009,30.801,8.185,0,5.425,3.856,0,1.195,55.622,-0.032,17.432
"1206","CHL","Chile",2010,38.127,6.839,0,4.113,3.032,0,0.18,51.201,-0.28,19.72
"1207","CHL","Chile",2011,40.069,6.303,0,3.989,2.838,0,0.12,49.297,0.342,21.202
"1208","CHL","Chile",2012,38.979,6.504,0,4.259,2.847,0,0.241,50.059,0.2,21.323
"1209","CHL","Chile",2013,34.77,7.191,0,4.141,3.071,0,0.166,53.977,-0.079,19.942
"1210","CHL","Chile",2014,33.035,7.24,0,4.217,3.171,0,0.108,55.336,0.173,19.699
"1211","CHL","Chile",2015,36.395,6.924,0,4.369,3.249,0,0.284,54.094,-1.781,20.51
"1212","CHL","Chile",2016,33.534,7.153,0,5.074,3.432,0,0.294,54.584,-0.346,20.223
"1213","CHL","Chile",2017,34.516,7.246,0,5.43,3.442,0,0.558,54.777,-1.97,20.223
"1214","CHL","Chile",2018,35.766,6.911,0,5.176,3.407,0,0.312,53.257,-1.11,21.282
"1215","CHL","Chile",2019,34.815,7.3,0,5.466,3.674,0,0.153,53.029,-0.611,20.958
"1216","CHL","Chile",2020,32.306,7.999,0,5.338,4.025,0,0.4,54.808,-0.451,19.271
"1217","CHL","Chile",2021,38.263,5.265,0,4.876,3.225,0,0.546,53.064,-1.469,22.242
"1218","COL","Colombia",1990,29.917,7.893,0,2.177,2.177,0,0,53.836,6.177,11.347
"1219","COL","Colombia",1991,32.886,13.88,0,2.03,2.03,0,0,46.373,4.831,13.318
"1220","COL","Colombia",1992,32.785,14.063,0,2.197,2.197,0,0,46.629,4.327,13.909
"1221","COL","Colombia",1993,32.548,15.261,0,2.358,2.358,0,0,45.084,4.748,14.372
"1222","COL","Colombia",1994,26.443,17.805,4.286,2.61,2.61,0,0,45.954,2.903,15.745
"1223","COL","Colombia",1995,24.401,22.716,4.308,2.625,2.625,0,0,43.262,2.688,16.032
"1224","COL","Colombia",1996,21.875,23.524,4.355,2.941,2.941,0,0,44.364,2.94,16.708
"1225","COL","Colombia",1997,22.486,23.532,4.114,2.876,2.876,0,0,42.283,4.708,17.382
"1226","COL","Colombia",1998,23.564,21.413,4.37,3.396,3.396,0,0,43.275,3.981,16.352
"1227","COL","Colombia",1999,22.696,19.983,4.493,6.868,3.616,0,0,41.102,4.858,16.204
"1228","COL","Colombia",2000,23.215,16.305,4.205,6.627,3.239,0,0,46.343,3.305,15.683
"1229","COL","Colombia",2001,26.039,14.616,4.031,6.837,2.983,0,0,45.463,3.016,17.328
"1230","COL","Colombia",2002,25.323,13.438,3.988,9.858,3.139,3.106,0,44.037,3.357,17.153
"1231","COL","Colombia",2003,25.636,12.226,3.766,9.434,3.2,2.691,0,46.017,2.92,17.292
"1232","COL","Colombia",2004,28.113,13.273,3.545,8.177,3.197,0.837,0,43.925,2.967,17.969
"1233","COL","Colombia",2005,28.114,12.713,3.533,7.84,3.199,0.75,0,44.807,2.993,18.259
"1234","COL","Colombia",2006,28.646,11.629,3.43,7.341,2.996,0.711,0,45.293,3.66,19.267
"1235","COL","Colombia",2007,29.034,11.722,3.385,7.811,2.78,1.416,0,44.459,3.589,19.299
"1236","COL","Colombia",2008,26.956,10.619,3.504,9.848,2.793,3.528,0,45.555,3.517,19.032
"1237","COL","Colombia",2009,29.791,10.951,3.801,8.71,3.26,2.143,0,42.637,4.111,18.817
"1238","COL","Colombia",2010,26.63,11.658,4.086,8.669,3.391,2.001,0,45.108,3.848,18.096
"1239","COL","Colombia",2011,28.545,8.792,3.823,11.026,3.082,3.618,0,44.058,3.756,18.932
"1240","COL","Colombia",2012,33.223,8.99,3.633,10.399,3.056,3.183,0,40.508,3.248,19.721
"1241","COL","Colombia",2013,33.392,11.641,2.467,10.427,3.312,2.99,0,38.668,3.404,20.022
"1242","COL","Colombia",2014,33.579,9.196,1.762,10.717,3.637,2.761,0,40.878,3.868,19.55
"1243","COL","Colombia",2015,32.878,8.482,1.747,11.336,3.785,3.342,0,41.032,4.524,19.903
"1244","COL","Colombia",2016,32.965,9.371,1.819,10.977,3.987,2.694,0,40.633,4.235,19.079
"1245","COL","Colombia",2017,32.973,7.641,1.831,10.273,4.184,2.214,0,43.14,4.142,18.983
"1246","COL","Colombia",2018,33.654,9.56,1.819,8.022,4.194,0.246,0,42.779,4.166,19.265
"1247","COL","Colombia",2019,32.295,9.507,1.724,9.08,4.182,0.442,0,42.951,4.443,19.722
"1248","COL","Colombia",2020,32.938,9.92,1.956,9.681,4.854,0.51,0,41.432,4.074,18.809
"1249","COL","Colombia",2021,31.908,9.955,1.711,8.737,3.939,0.45,0,43.256,4.433,19.242
"1250","CRI","Costa Rica",1990,10.042,28.876,6.435,1.33,1.019,0,0,45.458,7.859,22.408
"1251","CRI","Costa Rica",1991,9.383,27.29,6.343,1.134,0.809,0,0,46.713,9.138,17.594
"1252","CRI","Costa Rica",1992,8.87,26.995,6.543,1.243,0.749,0,0,51.693,4.655,18.609
"1253","CRI","Costa Rica",1993,10.519,28.601,6.748,1.341,0.799,0,0,47.743,5.048,18.798
"1254","CRI","Costa Rica",1994,11.896,29.448,6.548,1.098,0.682,0,0,46.928,4.083,19.586
"1255","CRI","Costa Rica",1995,12.112,29.931,5.841,1.031,0.629,0,0,47.543,3.542,18.927
"1256","CRI","Costa Rica",1996,10.918,29.45,5.686,1.469,1.034,0,0,48.41,4.066,19.862
"1257","CRI","Costa Rica",1997,10.688,29.016,6.262,1.445,1.008,0,0,48.149,4.44,20.153
"1258","CRI","Costa Rica",1998,11.822,29.343,6.168,0.96,0.599,0,0,48.773,2.935,20.466
"1259","CRI","Costa Rica",1999,14.79,30.119,6.226,0.754,0.474,0,0,44.42,3.691,21.199
"1260","CRI","Costa Rica",2000,13.169,30.372,6.318,0.858,0.551,0,0,46.707,2.576,21.139
"1261","CRI","Costa Rica",2001,14.26,30.155,5.776,0.893,0.541,0,0,46.663,2.252,21.763
"1262","CRI","Costa Rica",2002,14.247,31.292,5.342,0.956,0.577,0,0,45.745,2.418,21.839
"1263","CRI","Costa Rica",2003,15.499,29.984,5.622,0.975,0.597,0,0,45.2,2.719,21.842
"1264","CRI","Costa Rica",2004,15.388,29.525,5.583,1.129,0.696,0,0,45.828,2.548,21.326
"1265","CRI","Costa Rica",2005,15.551,29.626,5.551,1.204,0.684,0,0,45.308,2.76,21.77
"1266","CRI","Costa Rica",2006,15.392,29.05,5.15,1.425,0.784,0,0,46.522,2.461,22.047
"1267","CRI","Costa Rica",2007,16.542,27.543,5.321,1.328,0.725,0,0,46.851,2.416,23.136
"1268","CRI","Costa Rica",2008,17.947,28.015,5.435,1.214,0.766,0,0,45.363,2.025,23.692
"1269","CRI","Costa Rica",2009,17.641,31.888,5.989,1.222,0.896,0,0,41.287,1.973,22.108
"1270","CRI","Costa Rica",2010,17.071,33.099,5.948,1.454,1.117,0,0,40.319,2.11,22.131
"1271","CRI","Costa Rica",2011,16.92,33.32,5.905,1.454,1.065,0,0,40.201,2.201,22.649
"1272","CRI","Costa Rica",2012,16.636,33.336,6.044,1.53,1.139,0,0,40.12,2.334,22.565
"1273","CRI","Costa Rica",2013,17.338,32.952,6.029,1.693,1.21,0,0,39.36,2.629,22.979
"1274","CRI","Costa Rica",2014,17.24,33.394,6.142,1.806,1.289,0,0,38.985,2.434,22.609
"1275","CRI","Costa Rica",2015,18.015,33.294,6.118,1.78,1.3,0,0,38.447,2.345,22.947
"1276","CRI","Costa Rica",2016,18.811,33.734,6.022,1.784,1.3,0,0,37.114,2.535,23.486
"1277","CRI","Costa Rica",2017,19.789,33.455,5.969,1.849,1.357,0,0,36.426,2.512,22.984
"1278","CRI","Costa Rica",2018,20.375,34.286,5.978,1.79,1.362,0,0,34.994,2.577,23.157
"1279","CRI","Costa Rica",2019,20.945,34.177,5.9,1.897,1.416,0,0,34.801,2.28,23.408
"1280","CRI","Costa Rica",2020,20.05,36.083,6.528,1.979,1.55,0,0,33.333,2.027,22.566
"1281","CRI","Costa Rica",2021,20.598,35.988,5.682,2.081,1.5,0,0,34.818,0.832,24.978
"1282","CIV","Côte d'Ivoire",1990,7.514,6.802,13.977,1.337,1.337,0,0,70.37,0,15.631
"1283","CIV","Côte d'Ivoire",1991,8.773,6.653,14.949,2.838,2.838,0,0,66.788,0,14.07
"1284","CIV","Côte d'Ivoire",1992,9.813,7.095,14.304,3.291,3.291,0,0,65.497,0,13.057
"1285","CIV","Côte d'Ivoire",1993,8.782,8.138,14.676,2.633,2.633,0,0,65.771,0,10.687
"1286","CIV","Côte d'Ivoire",1994,8.951,6.077,9.991,2.248,2.248,0,0,72.733,0,10.987
"1287","CIV","Côte d'Ivoire",1995,14.96,5.646,9.129,1.712,1.712,0,0,68.553,0,12.181
"1288","CIV","Côte d'Ivoire",1996,17.353,6.806,8.014,2.121,1.411,0,0,65.523,0.183,12.717
"1289","CIV","Côte d'Ivoire",1997,18.758,7.116,8.995,2.62,1.87,0,0,62.292,0.219,12.341
"1290","CIV","Côte d'Ivoire",1998,19.957,6.68,9.372,2.161,1.414,0,0,61.517,0.313,11.527
"1291","CIV","Côte d'Ivoire",1999,17.848,6.905,9.939,2.418,1.679,0,0,62.548,0.342,11.507
"1292","CIV","Côte d'Ivoire",2000,16.44,8.781,11.801,2.799,2.109,0,0,59.808,0.372,11.089
"1293","CIV","Côte d'Ivoire",2001,12.49,8.943,12.091,3.191,2.376,0,0,62.969,0.316,11.259
"1294","CIV","Côte d'Ivoire",2002,11.288,8.28,12.151,3.082,2.388,0,0,64.745,0.453,11.482
"1295","CIV","Côte d'Ivoire",2003,9.565,8.407,12.084,3.029,2.252,0,0,66.566,0.349,10.554
"1296","CIV","Côte d'Ivoire",2004,8.62,8.212,11.145,2.932,2.37,0,0,68.706,0.385,11.463
"1297","CIV","Côte d'Ivoire",2005,13.707,8.301,10.582,3.118,2.418,0,0,63.933,0.359,11.297
"1298","CIV","Côte d'Ivoire",2006,15.898,8.11,9.94,3.042,2.396,0,0,62.669,0.341,11.699
"1299","CIV","Côte d'Ivoire",2007,15.833,7.752,9.605,2.528,1.856,0,0,63.918,0.365,12.405
"1300","CIV","Côte d'Ivoire",2008,18.968,7.709,9.153,2.494,1.77,0,0,61.129,0.546,12.233
"1301","CIV","Côte d'Ivoire",2009,14.455,7.842,10.176,2.496,1.936,0,0,64.475,0.556,12.166
"1302","CIV","Côte d'Ivoire",2010,12.813,7.996,10.182,2.442,1.867,0,0,66.039,0.529,11.948
"1303","CIV","Côte d'Ivoire",2011,17.39,7.069,10.729,2.074,1.634,0,0,62.407,0.33,11.069
"1304","CIV","Côte d'Ivoire",2012,18.076,9.744,11.132,2.526,2.025,0,0,58.074,0.447,12.805
"1305","CIV","Côte d'Ivoire",2013,16.041,11.289,11.525,3.025,2.253,0,0,57.614,0.506,12.748
"1306","CIV","Côte d'Ivoire",2014,13.636,11.563,10.96,2.71,2.194,0,0,60.551,0.58,12.206
"1307","CIV","Côte d'Ivoire",2015,11.975,11.233,10.91,2.608,2.117,0,0,62.657,0.617,12.606
"1308","CIV","Côte d'Ivoire",2016,11.225,11.864,11.361,2.855,2.131,0,0,62.09,0.604,13.025
"1309","CIV","Côte d'Ivoire",2017,12.152,11.44,11.264,2.572,2.093,0,0,62.005,0.567,13.065
"1310","CIV","Côte d'Ivoire",2018,13.688,11.424,11.851,2.864,2.37,0,0,59.595,0.577,12.904
"1311","CIV","Côte d'Ivoire",2019,12.312,11.255,11.64,3.084,2.504,0,0,60.957,0.753,12.902
"1312","CIV","Côte d'Ivoire",2020,12.262,11.615,11.609,2.858,2.258,0,0,60.938,0.718,13.06
"1313","CIV","Côte d'Ivoire",2021,13.177,11.136,10.675,3.107,2.389,0,0,61.136,0.769,13.917
"1314","DOM","Dominican Republic",1990,25.689,0.828,0,1.155,0.145,0,0.167,69.856,2.472,8.305
"1315","DOM","Dominican Republic",1991,25.94,0.676,0,0.924,0.113,0,0.134,70.471,1.989,7.753
"1316","DOM","Dominican Republic",1992,18.46,0.511,0,0.741,0.082,0,0.076,78.787,1.501,10.822
"1317","DOM","Dominican Republic",1993,18.192,0.533,0,0.817,0.089,0,0.11,78.801,1.657,11.097
"1318","DOM","Dominican Republic",1994,19.758,0.648,0,0.961,0.104,0,0.124,76.717,1.916,10.006
"1319","DOM","Dominican Republic",1995,21.093,0.718,0,0.893,0.078,0,0.128,75.453,1.842,10.472
"1320","DOM","Dominican Republic",1996,20.806,0.672,0,0.928,0.107,0,0.148,75.782,1.812,10.229
"1321","DOM","Dominican Republic",1997,20.517,0.936,0,1.045,0.188,0,0.109,76.078,1.423,11.396
"1322","DOM","Dominican Republic",1998,20.465,0.981,0,1.121,0.157,0,0.165,77.124,0.31,11.393
"1323","DOM","Dominican Republic",1999,22.313,1.036,0,1.369,0.214,0,0.256,74.627,0.656,11.7
"1324","DOM","Dominican Republic",2000,22.024,1.027,0,1.349,0.24,0,0.201,74.701,0.899,12.142
"1325","DOM","Dominican Republic",2001,26.535,1.011,0,1.302,0.272,0,0.184,70.27,0.882,13.347
"1326","DOM","Dominican Republic",2002,25.161,1.023,0,1.452,0.306,0,0.146,71.586,0.778,13.165
"1327","DOM","Dominican Republic",2003,26.977,0.568,0,1.707,0.335,0,0.173,69.792,0.955,11.669
"1328","DOM","Dominican Republic",2004,20.368,0.081,0.465,2.4,0.289,0,0.188,75.652,1.034,12.484
"1329","DOM","Dominican Republic",2005,19.706,0.024,0.45,4.442,1.147,0,0.056,74.303,1.076,13.758
"1330","DOM","Dominican Republic",2006,21.624,0.688,0.468,4.387,0.953,0.033,0.055,71.549,1.284,14.064
"1331","DOM","Dominican Republic",2007,25.045,0.395,0.426,4.457,0.273,0.589,0.066,68.986,0.69,14.914
"1332","DOM","Dominican Republic",2008,24.566,0.364,0.497,4.829,0.233,0.853,0.094,69.744,0.001,14.219
"1333","DOM","Dominican Republic",2009,24.308,0.459,0.574,4.967,0.215,1.015,0.091,69.692,0,12.653
"1334","DOM","Dominican Republic",2010,21.69,0.76,0.57,5.114,0.229,1.009,0.095,71.865,0,12.241
"1335","DOM","Dominican Republic",2011,23.636,0.489,0.575,5.489,0.232,1.694,0.087,69.812,0,12.297
"1336","DOM","Dominican Republic",2012,29.433,0.402,0.533,5.994,0.221,2.465,0.073,63.638,0,13.032
"1337","DOM","Dominican Republic",2013,30.301,0.438,0.54,6.258,0.428,2.446,0.089,62.463,0,13.526
"1338","DOM","Dominican Republic",2014,31.564,0.386,0.533,4.454,0.402,0.88,0.083,63.064,0,13.422
"1339","DOM","Dominican Republic",2015,28.638,0.358,0.572,4.43,0.424,0.832,0.101,66.002,0,12.911
"1340","DOM","Dominican Republic",2016,29.698,0.342,0.582,4.373,0.413,0.782,0.086,65.004,0,12.989
"1341","DOM","Dominican Republic",2017,30.666,0.528,0.583,4.309,0.434,0.824,0.091,63.914,0,13.123
"1342","DOM","Dominican Republic",2018,30.311,0.452,0.59,4.31,0.455,0.829,0.095,64.337,0,13.123
"1343","DOM","Dominican Republic",2019,31.357,0.417,0.573,4.476,0.475,0.843,0.117,63.177,0,13.405
"1344","DOM","Dominican Republic",2020,33.627,0.478,0.565,4.379,0.513,0.813,0.094,60.951,0,12.485
"1345","DOM","Dominican Republic",2021,33.677,0.438,0.488,5.863,0.534,1.075,0.167,59.534,0,14.486
"1346","ECU","Ecuador",1990,12.86,22.504,0,1.466,1.162,0,0,62.98,0.19,7.075
"1347","ECU","Ecuador",1991,13.9,26.091,0,0.99,0.814,0,0,58.791,0.228,7.164
"1348","ECU","Ecuador",1992,14.155,27.945,0,1.202,0.948,0,0,56.5,0.198,6.983
"1349","ECU","Ecuador",1993,13.192,26.109,0,1.098,0.84,0,0,59.12,0.48,7.476
"1350","ECU","Ecuador",1994,12.166,25.496,0,2.172,1.705,0,0,59.741,0.425,7.778
"1351","ECU","Ecuador",1995,15.69,25.498,0,2.15,1.644,0,0,56.22,0.441,8.123
"1352","ECU","Ecuador",1996,16.196,24.261,0,2.292,1.658,0,0,56.85,0.401,7.355
"1353","ECU","Ecuador",1997,15.568,19.707,0,1.838,1.231,0,0,62.455,0.432,8.206
"1354","ECU","Ecuador",1998,16.279,17.523,0,1.522,1.025,0,0,64.225,0.45,9.204
"1355","ECU","Ecuador",1999,5.934,11.904,0,1.359,0.893,0,0,80.42,0.383,9.823
"1356","ECU","Ecuador",2000,12.633,10.725,0,0.822,0.384,0,0,75.724,0.096,11.6
"1357","ECU","Ecuador",2001,18.593,14.204,0,1.192,0.691,0,0,65.977,0.034,13.081
"1358","ECU","Ecuador",2002,17.028,19.374,0,1.362,0.835,0,0.003,62.007,0.229,13.873
"1359","ECU","Ecuador",2003,18.179,21.015,0,1.904,1.18,0,0.008,58.852,0.05,13.197
