"","Country","Country_Name.x","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","wealth_gini","wealth_share_bottom50","wealth_share_top10","wealth_share_top1","Country_Name.y","e_peedgini","v2peedueq","v2x_corr","v2x_libdem","v2elfrfair","v2x_civlib","v2elpubfin"
"309","ISL","Iceland",2001,43.294,8.017,0.078,6.72,3.977,2.147,0.246,41.476,0.416,34.064,0.722955286138571,0.0472,0.5616,0.2244,"Iceland",16.764,2.922,0.013,0.789,1.623,0.965,1.474
"310","ISL","Iceland",2002,43.254,8.112,0.079,6.223,3.502,2.052,0.267,41.847,0.486,33.769,0.72376199678375,0.0471,0.5628,0.2255,"Iceland",16.815,2.922,0.013,0.789,1.623,0.965,1.474
"311","ISL","Iceland",2003,43.517,8.426,0.158,5.134,3.546,0.942,0.238,42.323,0.442,35.267,0.72298269215662,0.0472,0.5617,0.2245,"Iceland",17.089,2.922,0.013,0.79,1.647,0.965,1.474
"312","ISL","Iceland",2004,42.478,8.046,0.146,4.863,3.422,0.964,0.253,44.048,0.418,36.328,0.721386879511471,0.0474,0.5585,0.2217,"Iceland",16.529,2.922,0.013,0.79,1.634,0.965,1.474
"313","ISL","Iceland",2005,43.172,7.854,0.078,4.36,3.338,0.692,0.207,44.154,0.383,39.318,0.727387193946868,0.0465,0.5683,0.2389,"Iceland",15.786,2.922,0.013,0.787,1.634,0.964,1.474
"314","ISL","Iceland",2006,43.998,7.911,0.08,3.803,3.472,0.01,0.196,43.883,0.325,39.614,0.731152520931914,0.0459,0.5746,0.2492,"Iceland",14.701,2.922,0.013,0.787,1.634,0.964,1.817
"315","ISL","Iceland",2007,45.306,7.432,0.285,4.324,3.86,-0.001,0.312,42.322,0.33,38.413,0.745892229966842,0.0433,0.5984,0.285,"Iceland",14.568,2.922,0.013,0.797,1.94,0.964,2.417
"316","ISL","Iceland",2008,48.37,7.646,0.412,5.06,4.751,-0.003,0.214,38.116,0.395,34.264,0.741320126798087,0.0444,0.5907,0.2806,"Iceland",14.568,2.922,0.013,0.803,1.94,0.964,2.417
"317","ISL","Iceland",2009,47.16,9.026,0.486,5.873,5.435,0.002,0.323,36.236,1.219,31.276,0.723108489060934,0.047,0.5612,0.2289,"Iceland",14.568,3.318,0.013,0.806,1.927,0.965,2.417
"318","ISL","Iceland",2010,44.253,11.743,0.522,6.539,5.27,0.711,0.483,35.838,1.106,32.218,0.719256954127502,0.0479,0.5555,0.2192,"Iceland",14.568,3.318,0.013,0.804,1.927,0.963,2.417
"319","ISL","Iceland",2011,45.538,11.404,0.495,6.211,4.838,1.077,0.221,35.043,1.309,33.197,0.719330988811265,0.0479,0.5556,0.2192,"Iceland",NA,3.318,0.013,0.801,1.927,0.963,2.417
"320","ISL","Iceland",2012,45.213,10.357,0.862,6.537,4.65,1.5,0.306,35.435,1.595,33.951,0.719330988811265,0.0479,0.5556,0.2192,"Iceland",NA,3.318,0.013,0.799,1.95,0.961,2.417
"321","ISL","Iceland",2013,46.673,10.338,0.966,6.289,4.535,1.314,0.36,34.104,1.63,34.319,0.720210325095366,0.0478,0.5571,0.2202,"Iceland",NA,3.318,0.013,0.783,1.95,0.959,2.118
"322","ISL","Iceland",2014,46.557,9.484,0.903,5.96,4.177,1.389,0.324,31.436,5.659,37.111,0.720176287789187,0.0478,0.557,0.2202,"Iceland",NA,3.318,0.013,0.781,1.95,0.957,2.118
"323","ISL","Iceland",2015,46.918,9.816,0.817,4.823,4.295,0.081,0.359,32.901,4.725,35.139,0.722982783906559,0.0471,0.5611,0.2279,"Iceland",NA,3.318,0.013,0.782,1.95,0.957,2.118
"324","ISL","Iceland",2016,34.004,6.758,0.584,33.858,3.06,0.028,0.294,23.614,1.181,50.286,0.723539215250327,0.047,0.5621,0.2297,"Iceland",NA,3.318,0.013,0.783,1.876,0.955,2.118
"325","ISL","Iceland",2017,49.339,9.139,0.81,5.033,4.421,0.035,0.435,34.002,1.677,37.13,0.72325188293712,0.0471,0.5617,0.2291,"Iceland",NA,3.318,0.013,0.783,1.876,0.963,2.416
"326","ISL","Iceland",2018,49.354,9.474,0.824,4.999,4.484,0.01,0.454,33.708,1.641,36.457,0.72307454544395,0.0471,0.5612,0.2286,"Iceland",NA,3.318,0.013,0.8,1.876,0.963,2.622
"327","ISL","Iceland",2019,49.925,9.174,0.859,5.496,4.946,0.001,0.44,32.795,1.751,35.119,0.722991256082452,0.0471,0.5611,0.2284,"Iceland",NA,3.318,0.013,0.785,1.876,0.958,2.622
"328","ISL","Iceland",2020,51.083,8.328,0.87,6.249,5.281,0.003,0.854,31.663,1.807,36.354,0.723154154212068,0.0471,0.5614,0.2287,"Iceland",NA,3.318,0.013,0.779,1.735,0.961,2.051
"329","ISL","Iceland",2021,49.961,8.547,0.804,5.944,5.107,0.001,0.736,33.582,1.163,35.125,0.726611031551329,0.0465,0.5668,0.2383,"Iceland",NA,3.318,0.028,0.743,0.931,0.955,2.051
"330","IRL","Ireland",1995,40.359,13.555,1.2,4.473,2.433,0,0.435,40.413,0,31.772,0.873226503359504,-0.0275,0.6913,0.241,"Ireland",16.739,2.365,0.096,0.791,1.884,0.95,0.951
"331","IRL","Ireland",1996,41.194,12.558,1.083,4.66,2.314,0,0.535,39.368,0,32.311,0.871677802292552,-0.0272,0.6888,0.2391,"Ireland",16.91,2.365,0.079,0.794,1.884,0.951,0.951
"332","IRL","Ireland",1997,42.392,12.215,1.107,4.848,2.118,0,0.515,39.438,0,31.356,0.873376069218757,-0.0276,0.6913,0.2402,"Ireland",17.092,2.365,0.079,0.809,1.936,0.951,1.082
"333","IRL","Ireland",1998,42.432,11.661,1.147,5.08,1.994,0,0.573,39.681,0,30.797,0.876905110078781,-0.0283,0.697,0.2459,"Ireland",17.395,2.365,0.073,0.812,1.936,0.951,1.74
"334","IRL","Ireland",1999,43.478,11.666,0.339,5.484,1.891,0,0.671,39.033,0,30.835,0.876438235566184,-0.028,0.6968,0.2481,"Ireland",17.31,2.365,0.067,0.812,1.936,0.951,1.74
"335","IRL","Ireland",2000,43.615,11.888,0.044,5.702,1.761,0,0.675,38.752,0,30.751,0.87912895209989,-0.0285,0.7011,0.2522,"Ireland",17.368,2.365,0.067,0.816,1.936,0.953,2.17
"336","IRL","Ireland",2001,42.993,13.133,0.582,5.86,1.881,0,0.484,37.432,0,28.654,0.876780736973174,-0.0282,0.6971,0.2472,"Ireland",17.427,2.365,0.067,0.816,1.936,0.953,2.17
"337","IRL","Ireland",2002,42.129,13.286,0.635,5.379,1.971,0,0.4,38.57,0,27.872,0.877092140716556,-0.0282,0.6976,0.2477,"Ireland",17.453,2.365,0.067,0.816,1.892,0.953,2.17
"338","IRL","Ireland",2003,42.436,12.947,0.614,6.537,2.014,0,0.515,37.466,0,28.526,0.878324088998738,-0.0285,0.6995,0.2492,"Ireland",17.435,2.365,0.067,0.815,1.892,0.953,2.17
"339","IRL","Ireland",2004,42.42,12.929,0.61,6.807,1.895,0,0.412,37.234,0,29.575,0.877844596174739,-0.0285,0.6987,0.2482,"Ireland",17.08,2.365,0.067,0.815,1.892,0.953,2.17
"340","IRL","Ireland",2005,41.407,12.776,0.65,7.352,1.995,0,0.498,37.815,0,30.042,0.879695528114183,-0.0288,0.7017,0.2518,"Ireland",17.073,2.365,0.067,0.815,1.892,0.953,2.17
"341","IRL","Ireland",2006,42.312,12.336,0.633,8.579,1.815,0,0.543,36.139,0,31.426,0.880604438442219,-0.0288,0.7034,0.2546,"Ireland",17.069,2.365,0.067,0.815,1.892,0.953,2.17
"342","IRL","Ireland",2007,41.725,13.396,0.675,7.878,2.028,0,0.667,36.326,0,30.847,0.878509586313598,-0.0282,0.7005,0.253,"Ireland",17.032,2.365,0.067,0.822,2.271,0.954,2.17
"343","IRL","Ireland",2008,40.682,15.326,0.76,6.116,2.342,0,0.64,37.117,0,29.093,0.874403273436087,-0.0268,0.695,0.2531,"Ireland",17.034,2.365,0.065,0.826,2.271,0.954,2.17
"344","IRL","Ireland",2009,40.182,18.539,0.773,5.173,2.778,0,0.542,35.324,0.008,28.067,0.873214349526179,-0.0271,0.6919,0.2448,"Ireland",16.575,2.365,0.056,0.826,2.271,0.955,2.17
"345","IRL","Ireland",2010,40.123,18.229,0.668,5.15,2.85,0,0.507,35.817,0.013,27.719,0.87442462877911,-0.0268,0.6951,0.253,"Ireland",16.658,2.365,0.055,0.826,2.271,0.955,2.17
"346","IRL","Ireland",2011,40.683,18.491,0.666,5.956,2.809,0.963,0.507,34.185,0.02,27.803,0.876226528698368,-0.0269,0.6986,0.259,"Ireland",NA,2.365,0.047,0.826,2.286,0.955,2.17
"347","IRL","Ireland",2012,42.2,16.952,0.598,6.228,2.994,0.978,0.571,34.002,0.019,28.179,0.874712705920217,-0.0263,0.6965,0.259,"Ireland",NA,2.213,0.043,0.827,2.286,0.957,2.17
"348","IRL","Ireland",2013,41.389,17.238,0.611,7.057,3.351,1.042,0.541,33.66,0.045,28.702,0.875819000237897,-0.0265,0.6984,0.261,"Ireland",NA,2.213,0.037,0.826,2.286,0.957,2.17
"349","IRL","Ireland",2014,41.081,16.813,0.603,7.57,3.383,1.326,0.64,33.897,0.037,28.662,0.92501959874204,-0.0548,0.7209,0.2686,"Ireland",NA,2.213,0.037,0.827,2.286,0.958,2.17
"350","IRL","Ireland",2015,43.679,16.419,0.586,6.434,3.061,0.278,0.658,32.863,0.019,23.111,0.914712432115635,-0.0495,0.7127,0.2658,"Ireland",NA,2.213,0.037,0.826,2.286,0.96,2.524
"351","IRL","Ireland",2016,43.846,16.497,0.613,6.039,2.857,0.001,0.646,32.986,0.019,23.586,0.912699851320724,-0.0552,0.689,0.2494,"Ireland",NA,2.213,0.037,0.82,2.157,0.96,2.524
"352","IRL","Ireland",2017,44.138,16.551,0.643,5.743,2.767,0,0.668,32.913,0.013,22.469,0.903694736252191,-0.051,0.6803,0.2439,"Ireland",NA,2.424,0.033,0.825,2.157,0.958,2.524
"353","IRL","Ireland",2018,45.672,16.61,0.776,5.924,2.633,0,0.711,31.005,0.013,22.251,0.876083455683698,-0.0365,0.6624,0.2355,"Ireland",NA,2.424,0.033,0.822,2.08,0.946,1.817
"354","IRL","Ireland",2019,45.612,16.816,0.993,5.688,2.479,0,0.681,30.884,0.007,21.877,0.876711104558154,-0.0368,0.6628,0.2345,"Ireland",NA,2.424,0.041,0.827,2.08,0.958,2.48
"355","IRL","Ireland",2020,49.077,16.594,0.968,4.981,1.64,0,0.682,28.369,0.012,19.729,0.875760394106919,-0.0371,0.6602,0.2285,"Ireland",NA,2.424,0.041,0.824,2.129,0.961,2.522
"356","IRL","Ireland",2021,49.804,15.161,0.888,5.391,1.857,0,0.648,28.745,0.011,20.694,0.875862642929661,-0.0371,0.6605,0.2291,"Ireland",NA,2.424,0.041,0.832,2.129,0.957,2.522
"357","ITA","Italy",1995,35.291,31.474,0.299,5.647,1.96,1.183,0.155,27.289,0,38.455,0.616014013068359,0.0982,0.4472,0.1637,"Italy",20.545,2.266,0.275,0.753,1.191,0.935,2.356
"358","ITA","Italy",1996,34.632,34.074,0.151,5.365,1.864,0.981,0.167,25.779,0,40.154,0.624162651538519,0.0951,0.4546,0.1654,"Italy",20.449,2.266,0.238,0.759,1.889,0.935,2.356
"359","ITA","Italy",1997,35.312,33.625,0.129,5.067,1.897,0.762,0.162,25.867,0,41.574,0.632269113771148,0.092,0.4619,0.1672,"Italy",20.331,2.266,0.238,0.765,1.889,0.935,2.356
"360","ITA","Italy",1998,32.718,29.261,0.134,4.799,1.932,0.474,0.179,27.77,5.318,39.92,0.640879228958262,0.0888,0.47,0.1697,"Italy",20.253,2.266,0.238,0.765,1.889,0.935,2.356
"361","ITA","Italy",1999,33.969,28.523,0.039,4.557,1.832,0.112,0.214,27.786,5.127,40.793,0.642711545845252,0.0854,0.4688,0.1753,"Italy",20.462,2.266,0.238,0.765,1.889,0.935,2.356
"362","ITA","Italy",2000,33.177,28.549,0,4.643,1.859,0.003,0.2,28.196,5.435,40.523,0.646298198480366,0.0817,0.4703,0.1837,"Italy",20.363,2.266,0.243,0.763,1.889,0.934,2.356
"363","ITA","Italy",2001,34.126,28.517,0,4.409,1.853,0.003,0.184,27.108,5.841,40.135,0.684508021949959,0.0706,0.5262,0.1988,"Italy",19.841,2.266,0.265,0.75,1.886,0.933,2.356
"364","ITA","Italy",2002,32.46,29.353,0,5.153,1.986,0.002,0.13,27.215,5.819,39.619,0.723024435639353,0.0591,0.5823,0.2115,"Italy",19.302,2.266,0.265,0.758,1.886,0.934,2.356
"365","ITA","Italy",2003,30.953,29.496,0,7.777,1.98,0.001,0.061,25.976,5.798,39.953,0.718236124730428,0.0635,0.5882,0.2069,"Italy",18.756,2.266,0.265,0.761,1.886,0.934,2.356
"366","ITA","Italy",2004,31.453,30.154,0,6.137,2.028,0,0.025,26.693,5.563,39.225,0.714488760491619,0.0677,0.5957,0.2039,"Italy",18.879,2.266,0.265,0.761,1.886,0.934,2.356
"367","ITA","Italy",2005,31.562,30.754,0,5.007,2.012,0,0.01,26.729,5.948,39.047,0.709872651526815,0.061,0.5723,0.2086,"Italy",18.325,2.266,0.265,0.767,1.886,0.937,2.356
"368","ITA","Italy",2006,32.937,29.517,0,5.03,1.924,0,0.007,26.544,5.973,40.464,0.708262299875592,0.0536,0.5538,0.217,"Italy",17.784,2.266,0.225,0.786,1.939,0.938,2.356
"369","ITA","Italy",2007,33.746,29.913,0,4.864,1.904,0,0.022,25.607,5.871,41.564,0.712843508197295,0.0473,0.5516,0.2126,"Italy",17.237,2.266,0.225,0.79,1.939,0.938,2.356
"370","ITA","Italy",2008,34.219,31.038,0,4.293,1.421,0,0.057,25.108,5.342,41.596,0.715564077990663,0.0412,0.5461,0.2061,"Italy",16.747,2.266,0.269,0.774,1.93,0.932,2.356
"371","ITA","Italy",2009,32.553,31.366,0,6.191,1.429,0.993,0.07,25.109,4.781,41.97,0.731107612650604,0.0339,0.5556,0.2066,"Italy",16.771,2.266,0.269,0.777,1.93,0.937,2.356
"372","ITA","Italy",2010,32.675,31.123,0,4.828,1.438,0.315,0.072,26.62,4.753,41.701,0.750491500356052,0.0259,0.5709,0.215,"Italy",16.339,2.266,0.248,0.778,1.93,0.935,2.356
"373","ITA","Italy",2011,31.933,30.828,0,5.258,1.435,0.745,0.074,27.18,4.8,41.637,0.761131082641704,0.0197,0.5796,0.2195,"Italy",NA,2.266,0.217,0.786,1.93,0.937,2.356
"374","ITA","Italy",2012,32.627,29.767,0,6.16,3.379,0.11,0.084,26.761,4.685,43.617,0.775873881059141,0.0129,0.5948,0.2355,"Italy",NA,2.266,0.217,0.796,1.93,0.938,2.356
"375","ITA","Italy",2013,33.006,29.776,0,6.208,2.935,0.36,0.088,26.486,4.524,43.828,0.76927707837983,0.0169,0.5849,0.2352,"Italy",NA,2.266,0.198,0.793,2.157,0.925,1.42
"376","ITA","Italy",2014,31.938,29.741,0,6.646,3.574,0.118,0.088,27.367,4.308,43.325,0.765896751132672,0.0208,0.5811,0.2474,"Italy",NA,2.266,0.201,0.794,2.157,0.925,1.42
"377","ITA","Italy",2015,31.772,30.146,0,6.505,3.594,0.032,0.095,27.629,3.948,42.958,0.754267953914706,0.0222,0.5629,0.2221,"Italy",NA,2.266,0.201,0.794,2.157,0.925,1.42
"378","ITA","Italy",2016,31.871,30.135,0,6.546,3.044,0.055,0.103,28.631,2.817,42.242,0.752143440204776,0.0221,0.5608,0.22,"Italy",NA,2.266,0.206,0.797,2.157,0.927,1.42
"379","ITA","Italy",2017,31.819,30.312,0,5.972,3.007,0.049,0.112,28.84,3.057,41.912,0.753262916406925,0.0219,0.5625,0.2216,"Italy",NA,2.266,0.197,0.796,2.157,0.934,1.299
"380","ITA","Italy",2018,31.048,31.066,0,5.965,2.97,0.042,0.111,28.682,3.24,41.731,0.753175694543216,0.0219,0.5624,0.2215,"Italy",NA,2.266,0.197,0.792,2.251,0.932,1.299
"381","ITA","Italy",2019,31.582,31.244,0,5.694,2.897,0.03,0.105,28.284,3.197,42.272,0.752848964118073,0.0219,0.5619,0.221,"Italy",NA,2.266,0.197,0.781,2.251,0.935,1.299
"382","ITA","Italy",2020,32.797,31.783,0,5.718,3.008,0.06,0.056,26.958,2.744,42.565,0.752858515642515,0.0219,0.5619,0.221,"Italy",NA,2.266,0.167,0.774,2.251,0.911,1.202
"383","ITA","Italy",2021,31.844,31.18,0,5.838,2.9,0.075,0.111,28.205,2.933,42.359,0.75286807625335,0.0219,0.5619,0.2211,"Italy",NA,2.266,0.139,0.768,2.251,0.91,1.202
"384","JPN","Japan",1995,38.227,33.571,0,12.151,7.698,0,2.016,15.805,0.247,25.401,0.729182491595111,0.0461,0.5721,0.2342,"Japan",9.078,3.446,0.11,0.759,1.826,0.944,1.271
"385","JPN","Japan",1996,38.113,33.836,0,11.795,7.67,0,1.773,16.011,0.245,25.343,0.730202736656253,0.0458,0.5737,0.2363,"Japan",9.059,3.446,0.11,0.759,1.825,0.944,1.271
"386","JPN","Japan",1997,37.01,34.28,0,11.23,7.456,0,1.728,17.232,0.248,25.736,0.729549700490452,0.0459,0.5726,0.2345,"Japan",9.105,3.446,0.11,0.758,1.825,0.944,1.271
"387","JPN","Japan",1998,33.601,35.478,0,11.024,7.803,0,1.419,19.641,0.255,25.259,0.730090744296149,0.0458,0.5734,0.2355,"Japan",9.224,3.446,0.107,0.758,1.825,0.944,1.271
"388","JPN","Japan",1999,32.046,35.952,0,11.243,8.182,0,1.433,20.5,0.259,24.802,0.730890760247206,0.0459,0.5748,0.237,"Japan",9.573,3.446,0.107,0.758,1.825,0.944,1.271
"389","JPN","Japan",2000,34.791,35.21,0,10.492,7.644,0,1.308,19.251,0.255,25.341,0.732986732508635,0.0453,0.578,0.2412,"Japan",9.639,3.446,0.107,0.762,1.854,0.944,1.271
"390","JPN","Japan",2001,33.386,36.497,0,10.513,7.81,0,1.243,19.346,0.257,25.534,0.733405773955155,0.0454,0.5792,0.2412,"Japan",9.442,3.446,0.107,0.763,1.854,0.944,1.271
"391","JPN","Japan",2002,30.587,38.237,0,10.788,8.183,0,1.133,20.116,0.272,24.504,0.73478553954979,0.0451,0.5813,0.2433,"Japan",9.241,3.446,0.107,0.763,1.854,0.944,1.271
"392","JPN","Japan",2003,30.538,38.558,0,10.33,7.898,0,1.136,20.308,0.266,24.136,0.736918517067281,0.0445,0.5845,0.2465,"Japan",9.052,3.446,0.107,0.763,1.82,0.944,1.271
"393","JPN","Japan",2004,31.986,37.743,0,9.993,7.676,0,1.103,20.017,0.262,24.76,0.739499500183271,0.0439,0.5884,0.2504,"Japan",9.341,3.446,0.107,0.761,1.82,0.944,1.271
"394","JPN","Japan",2005,33.804,36.862,0,9.661,7.334,0,1.135,19.418,0.255,25.827,0.739616739141482,0.0439,0.5887,0.2506,"Japan",9.148,3.446,0.107,0.763,2.176,0.944,1.271
"395","JPN","Japan",2006,35.4,36.629,0,9.083,6.83,0,1.062,18.637,0.25,26.618,0.73999053019341,0.0438,0.589,0.2514,"Japan",8.967,3.446,0.107,0.768,2.176,0.944,1.271
"396","JPN","Japan",2007,36.358,36.462,0,8.983,6.803,0,1.027,17.953,0.243,27.159,0.740243852987973,0.0437,0.5894,0.2517,"Japan",8.788,3.446,0.107,0.768,2.176,0.944,1.271
"397","JPN","Japan",2008,33.555,38.842,0,9.391,7.25,0,1.042,17.949,0.263,27.049,0.739356612714786,0.0439,0.5882,0.2501,"Japan",8.616,3.446,0.107,0.769,2.176,0.944,1.271
"398","JPN","Japan",2009,29.541,40.96,0,10.136,7.927,0,1.057,19.071,0.292,25.686,0.736826595844406,0.0445,0.5842,0.246,"Japan",8.825,3.446,0.107,0.775,2.168,0.945,1.271
"399","JPN","Japan",2010,30.218,41.107,0,9.721,7.718,0,0.944,18.667,0.288,26.241,0.73756170245295,0.0444,0.5854,0.2477,"Japan",8.667,3.446,0.107,0.774,2.168,0.945,1.271
"400","JPN","Japan",2011,30.154,41.515,0,9.656,7.546,0,1.087,18.402,0.273,27.132,0.737381704853021,0.0444,0.5851,0.2473,"Japan",NA,3.446,0.107,0.774,2.168,0.945,1.271
"401","JPN","Japan",2012,31.055,41.611,0,9.109,7.019,0,1.077,17.948,0.277,27.952,0.737480584389843,0.0444,0.5853,0.2475,"Japan",NA,3.446,0.107,0.772,2.196,0.944,1.271
"402","JPN","Japan",2013,32.468,40.848,0,8.838,6.75,0,1.075,17.584,0.262,28.557,0.738013193034121,0.0442,0.586,0.2481,"Japan",NA,3.446,0.096,0.754,2.196,0.938,1.271
"403","JPN","Japan",2014,31.831,39.68,0,8.481,6.384,0,1.2,19.754,0.254,29.973,0.737728064242006,0.0443,0.5856,0.2478,"Japan",NA,3.446,0.096,0.749,2.136,0.938,1.271
"404","JPN","Japan",2015,31.167,39.42,0,8.194,6.118,0,1.204,20.966,0.253,30.242,0.738013193034121,0.0442,0.586,0.2481,"Japan",NA,3.446,0.075,0.749,2.136,0.936,1.271
"405","JPN","Japan",2016,30.58,40.384,0,8.348,6.162,0,1.292,20.435,0.253,30.279,0.738010408663811,0.0442,0.5859,0.2481,"Japan",NA,3.446,0.088,0.749,2.136,0.936,1.271
"406","JPN","Japan",2017,30.65,39.938,0,8.191,6.009,0,1.334,20.972,0.249,30.916,0.7378351566026,0.0443,0.5858,0.248,"Japan",NA,3.446,0.088,0.748,2.075,0.937,1.271
"407","JPN","Japan",2018,31.945,40.207,0,8.086,5.916,0,1.329,19.51,0.253,31.544,0.737839943876466,0.0443,0.5858,0.248,"Japan",NA,3.446,0.088,0.762,2.075,0.941,1.271
"408","JPN","Japan",2019,30.777,41.068,0,8.174,6.049,0,1.311,19.722,0.259,31.508,0.737957635445113,0.0442,0.5859,0.248,"Japan",NA,3.446,0.088,0.754,2.075,0.94,1.271
"409","JPN","Japan",2020,30.416,40.357,0,8.08,6.045,0,1.305,20.896,0.251,32.966,0.737957635445113,0.0442,0.5859,0.248,"Japan",NA,3.446,0.088,0.74,2.075,0.925,1.271
"410","JPN","Japan",2021,31.934,39.176,0,7.865,5.671,0,1.474,20.761,0.264,34.075,0.738585460713949,0.0441,0.5869,0.2498,"Japan",NA,3.446,0.059,0.739,1.967,0.925,1.271
"411","KOR","Korea",1995,30.126,12.089,0.289,13.953,3.343,0,1.255,40.715,2.828,18.766,0.729706793299954,0.0461,0.5726,0.2415,"South Korea",18.295,3.156,0.31,0.629,1.685,0.904,0.496
"412","KOR","Korea",1996,28.524,13.334,0.303,12.905,3.036,0,1.017,41.682,3.251,19.359,0.732385407328024,0.0456,0.5771,0.2453,"South Korea",17.838,3.156,0.291,0.635,2.167,0.904,0.496
"413","KOR","Korea",1997,26.153,14.17,0.3,12.717,2.902,0,1.128,42.732,3.927,18.988,0.730973698843599,0.0457,0.5748,0.2394,"South Korea",17.538,3.156,0.291,0.649,2.169,0.906,0.496
"414","KOR","Korea",1998,30.435,16.576,0.271,10.872,2.974,0,0.667,37.93,3.916,18.954,0.725956832820202,0.0468,0.5668,0.2292,"South Korea",17.585,3.156,0.262,0.748,2.169,0.928,0.496
"415","KOR","Korea",1999,24.794,17.155,0.238,13.677,2.792,0,0.792,40.247,3.888,19.234,0.727844996713259,0.0464,0.5699,0.2321,"South Korea",18.279,3.156,0.261,0.757,2.169,0.932,0.496
"416","KOR","Korea",2000,28.801,16.698,0.189,12.36,2.484,0,0.726,38.351,3.6,20.916,0.729316245683975,0.0461,0.5722,0.2341,"South Korea",18.63,3.156,0.241,0.771,2.176,0.94,0.709
"417","KOR","Korea",2001,26.401,18.306,0.232,11.418,2.342,0,0.632,39.611,4.031,21.201,0.730319994062128,0.0458,0.5737,0.2358,"South Korea",18.583,3.156,0.241,0.774,2.176,0.94,0.709
"418","KOR","Korea",2002,25.474,18.983,0.228,12.716,2.199,0,0.512,38.73,3.868,21.312,0.731447923988298,0.0457,0.5756,0.2374,"South Korea",18.568,3.156,0.204,0.776,2.179,0.94,0.709
"419","KOR","Korea",2003,27.912,19.739,0.229,11.777,2.235,0,0.714,37.034,3.31,21.991,0.732154129837099,0.0454,0.5768,0.2386,"South Korea",18.487,3.156,0.149,0.779,2.179,0.94,0.709
"420","KOR","Korea",2004,27.831,20.992,0.243,11.246,2.568,0,0.888,36.187,3.5,21.177,0.732420129228657,0.0454,0.5772,0.2391,"South Korea",19.24,3.156,0.136,0.778,2.196,0.94,0.709
"421","KOR","Korea",2005,29.231,21.173,0.248,11.911,2.426,0,0.903,34.262,3.174,21.656,0.730758274171876,0.0458,0.5745,0.2364,"South Korea",19.016,3.156,0.136,0.777,2.196,0.94,1.787
"422","KOR","Korea",2006,29.507,21.202,0.247,13.183,3.056,0,1.05,32.532,3.328,22.632,0.738128676186165,0.0442,0.5862,0.2484,"South Korea",18.727,3.156,0.136,0.777,2.196,0.94,2.185
"423","KOR","Korea",2007,31.805,20.725,0.239,12.805,3.556,0,1.099,31.272,3.154,23.73,0.739408537411677,0.0439,0.5883,0.2502,"South Korea",18.385,3.156,0.136,0.778,2.335,0.938,2.185
"424","KOR","Korea",2008,30.977,21.828,0.251,11.928,3.622,0,1.02,31.63,3.387,23.583,0.740084941307302,0.0438,0.5892,0.2516,"South Korea",18.083,3.156,0.175,0.681,2.335,0.905,2.185
"425","KOR","Korea",2009,28.466,23.366,0.249,11.622,3.237,0,0.888,31.808,4.489,22.703,0.739585765229293,0.0439,0.5886,0.2506,"South Korea",18.474,3.156,0.175,0.678,2.335,0.903,2.185
"426","KOR","Korea",2010,28.011,23.344,0.241,11.324,3.132,0,1.039,33.709,3.37,22.378,0.740373865039544,0.0437,0.5897,0.2521,"South Korea",18.216,3.156,0.185,0.682,2.335,0.905,2.185
"427","KOR","Korea",2011,30.084,23.992,0.249,11.355,3.038,0,1.035,31.235,3.084,23.177,0.741817981288477,0.0434,0.592,0.2558,"South Korea",NA,3.156,0.185,0.682,2.335,0.905,2.185
"428","KOR","Korea",2012,29.866,24.721,0.254,10.609,3.022,0,1.178,31.172,3.378,23.702,0.741235786532286,0.0436,0.5912,0.2553,"South Korea",NA,3.156,0.201,0.668,0.831,0.905,2.185
"429","KOR","Korea",2013,29.307,26.371,0.282,10.321,3.112,0,1.235,30.725,2.994,23.143,0.741644140061652,0.0435,0.5919,0.2566,"South Korea",NA,3.156,0.219,0.623,0.671,0.895,2.185
"430","KOR","Korea",2014,29.104,26.868,0.285,11.03,3.189,0,1.266,29.951,2.762,23.381,0.741747562019867,0.0435,0.592,0.2569,"South Korea",NA,3.156,0.219,0.612,0.671,0.891,2.185
"431","KOR","Korea",2015,30.275,26.602,0.285,12.355,3.173,0,1.282,28.033,2.45,23.737,0.743455093052404,0.0432,0.5945,0.2603,"South Korea",NA,3.156,0.242,0.616,0.671,0.893,2.185
"432","KOR","Korea",2016,31.225,26.154,0.3,11.566,3.04,0,1.242,28.136,2.619,24.745,0.743682357346557,0.0431,0.5948,0.2605,"South Korea",NA,3.156,0.242,0.638,1.851,0.893,2.185
"433","KOR","Korea",2017,32.101,25.711,0.296,11.688,3.076,0,1.458,27.728,2.476,25.357,0.744318879543357,0.0431,0.596,0.2625,"South Korea",NA,3.156,0.141,0.805,2.298,0.939,2.722
"434","KOR","Korea",2018,34.148,25.399,0.295,11.61,3.077,0,1.453,26.275,2.273,26.686,0.745182616764083,0.0431,0.5979,0.2662,"South Korea",NA,3.156,0.139,0.805,2.298,0.941,2.722
