"","country","year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","IncomePost_Gini","IncomePre_Gini","IncomeDispPost_Share_bottom50","IncomeDispPost_Share_top10","IncomeDispPost_Share_top1","iso3c"
"1","AL",1996,0.720588111458511,0.0477,0.5576,0.2208,0.414144396369494,0.467629898442844,0.2011,1,0.0679,"ALB"
"2","AL",1997,0.721303612699529,0.0474,0.5584,0.2215,0.418510822411149,0.472384922038199,0.198,1,0.0711,"ALB"
"3","AL",1998,0.721360307533331,0.0474,0.5586,0.2218,0.421683934606999,0.473137673639415,0.1954,1,0.0727,"ALB"
"4","AL",1999,0.721425739823275,0.0474,0.5588,0.2219,0.42352198504853,0.47502051066609,0.1935,1,0.0739,"ALB"
"5","AL",2000,0.721360307533331,0.0474,0.5586,0.2218,0.420739545280154,0.473845210368399,0.1938,1,0.0716,"ALB"
"6","AL",2001,0.721669092397846,0.0473,0.5591,0.2221,0.421242878105251,0.477382752075345,0.1936,1,0.0709,"ALB"
"7","AL",2002,0.722414588936658,0.0472,0.5607,0.2236,0.422882182735415,0.481698122595151,0.1919,1,0.0724,"ALB"
"8","AL",2003,0.722075992408378,0.0473,0.5601,0.223,0.42139259724292,0.48123889401962,0.1933,1,0.0729,"ALB"
"9","AL",2004,0.721715445861676,0.0473,0.5592,0.2221,0.416950426209837,0.477519233448182,0.1959,1,0.0717,"ALB"
"10","AL",2005,0.721589904865809,0.0474,0.559,0.222,0.440135296062865,0.461435099828075,0.1971,1,0.0712,"ALB"
"11","AL",2006,0.721425739823275,0.0474,0.5588,0.2219,0.440237218341756,0.460387965134814,0.1966,1,0.0705,"ALB"
"12","AL",2007,0.721303612699529,0.0474,0.5584,0.2215,0.443652578797138,0.456031716487063,0.1977,1,0.0698,"ALB"
"13","AL",2008,0.721770562566931,0.0474,0.5596,0.2226,0.435536958394685,0.461486760609621,0.1977,1,0.0729,"ALB"
"14","AL",2009,0.721669092397846,0.0473,0.5591,0.2221,0.433305159544842,0.459100614349053,0.1997,1,0.0722,"ALB"
"15","AL",2010,0.721360307533331,0.0474,0.5586,0.2218,0.434328869896199,0.46010405269625,0.2003,1,0.0724,"ALB"
"16","AL",2011,0.721485595121436,0.0474,0.5589,0.222,0.435395387962356,0.438034808530328,0.2001,1,0.0736,"ALB"
"17","AL",2012,0.721636435277247,0.0474,0.5593,0.2222,0.434131487806003,0.463269750508976,0.2,1,0.0746,"ALB"
"18","AL",2013,0.723214068998189,0.0472,0.562,0.2248,0.436555745169471,0.46499273405253,0.1967,1,0.0768,"ALB"
"19","AL",2014,0.72418246351296,0.0471,0.5637,0.2263,0.444391656755169,0.470774105181042,0.1908,1,0.078,"ALB"
"20","AL",2015,0.724115072495749,0.0471,0.5637,0.2263,0.441348834277459,0.473551441413218,0.1969,1,0.0769,"ALB"
"21","AL",2016,0.72397194421022,0.0471,0.5633,0.226,0.443805009909414,0.487221291535395,0.1892,1,0.0751,"ALB"
"22","AL",2017,0.72430219540334,0.0471,0.564,0.2265,0.438365235110355,0.483947052077989,0.1943,1,0.0739,"ALB"
"23","AL",2018,0.724428050999535,0.047,0.5641,0.2265,0.426481367479445,0.477190365329869,0.1988,1,0.0721,"ALB"
"24","AL",2019,0.724428050999535,0.047,0.5641,0.2265,0.433429987626991,0.466638965303641,0.2008,1,0.0764,"ALB"
"25","AL",2020,0.724428050999535,0.047,0.5641,0.2265,0.429920936809534,0.463437247174738,0.2007,1,0.0757,"ALB"
"26","AL",2021,0.724428050999535,0.047,0.5641,0.2265,0.4313361771109,0.466448042902616,0.2007,1,0.0759,"ALB"
"27","AT",1995,0.791217416091717,0.0081,0.6058,0.2227,0.30099031989535,0.442030055138803,0.2914,1,0.097,"AUT"
"28","AT",1996,0.791440689007366,0.008,0.6061,0.223,0.298329876987983,0.443159327466061,0.2933,1,0.0957,"AUT"
"29","AT",1997,0.792080605274149,0.0079,0.6071,0.2239,0.288031843332196,0.447230575091304,0.2987,1,0.0929,"AUT"
"30","AT",1998,0.79289562384246,0.0077,0.6084,0.225,0.295651586716951,0.450061113179321,0.2955,1,0.1015,"AUT"
"31","AT",1999,0.792078598798248,0.0081,0.6075,0.2266,0.289432276865073,0.436796146644634,0.2984,1,0.0942,"AUT"
"32","AT",2000,0.792918929004507,0.0077,0.6085,0.225,0.297500682401007,0.448645903050703,0.2959,1,0.1046,"AUT"
"33","AT",2001,0.791865079728222,0.008,0.6068,0.2236,0.283680610681415,0.441352305341195,0.3031,1,0.0943,"AUT"
"34","AT",2002,0.792787158452629,0.0078,0.6082,0.2248,0.298772092069436,0.448401787356112,0.2945,1,0.1039,"AUT"
"35","AT",2003,0.795163903293727,0.0073,0.612,0.2287,0.318904041507162,0.458622382095788,0.2819,1,0.1149,"AUT"
"36","AT",2004,0.793235811243967,0.0079,0.6094,0.2288,0.296926385330157,0.442337650261152,0.2948,1,0.1051,"AUT"
"37","AT",2005,0.795812792145064,0.0075,0.6137,0.2338,0.314723744795682,0.455517631775665,0.2842,1,0.1023,"AUT"
"38","AT",2006,0.798648209287741,0.0068,0.6179,0.2369,0.335140138540103,0.474334309428977,0.2733,1,0.1241,"AUT"
"39","AT",2007,0.795374915476231,0.0075,0.6129,0.2328,0.318989793551223,0.456117808580556,0.28,1,0.1018,"AUT"
"40","AT",2008,0.796545303969822,0.0074,0.615,0.2364,0.315949402369277,0.456398771599987,0.284,1,0.1125,"AUT"
"41","AT",2009,0.794090509753531,0.0079,0.611,0.2318,0.303400443691281,0.448019291156747,0.288,1,0.0955,"AUT"
"42","AT",2010,0.794926137774496,0.0077,0.6123,0.2331,0.307319321161163,0.452107949943062,0.2868,1,0.1036,"AUT"
"43","AT",2011,0.789395478135418,0.0111,0.6084,0.2493,0.301399145033429,0.443131503476316,0.2904,1,0.1008,"AUT"
"44","AT",2012,0.784408727451904,0.0149,0.6074,0.2654,0.284291815270558,0.425455126429418,0.2979,1,0.0713,"AUT"
"45","AT",2013,0.777906830426986,0.0196,0.6061,0.2802,0.280252660463363,0.425356277891192,0.3017,1,0.0792,"AUT"
"46","AT",2014,0.773569425810763,0.0226,0.6042,0.2907,0.292738175384617,0.443200638467926,0.2963,1,0.1011,"AUT"
"47","AT",2015,0.773780233374339,0.0232,0.6071,0.2902,0.279204867898698,0.437138380095827,0.3034,1,0.0878,"AUT"
"48","AT",2016,0.771152215430533,0.0251,0.6072,0.2875,0.297762095978176,0.443169195706267,0.2934,1,0.1016,"AUT"
"49","AT",2017,0.768791725445425,0.0281,0.612,0.2932,0.284789799221798,0.433120662641066,0.3017,1,0.0917,"AUT"
"50","AT",2018,0.770633939110667,0.0279,0.6151,0.2987,0.295100008654899,0.432875029116559,0.2938,1,0.0963,"AUT"
"51","AT",2019,0.769897444587315,0.028,0.6139,0.2973,0.278843366196082,0.428081571790465,0.3023,1,0.0839,"AUT"
"52","AT",2020,0.769174662527575,0.0281,0.6127,0.2951,0.30879273647686,0.446366274599669,0.2913,1,0.1036,"AUT"
"53","AT",2021,0.771683779114198,0.0278,0.6169,0.3028,0.29771838170867,0.437797854527481,0.2923,1,0.1018,"AUT"
"54","BA",1995,0.719375058413419,0.0479,0.5557,0.2193,0.358663573779333,0.434649664958794,0.2394,1,0.0759,"BIH"
"55","BA",1996,0.719438986366015,0.0479,0.5559,0.2194,0.368574662806511,0.439799763497337,0.2327,1,0.0768,"BIH"
"56","BA",1997,0.719655780702126,0.0479,0.5562,0.2196,0.378190862097686,0.4455957784399,0.2257,1,0.0781,"BIH"
"57","BA",1998,0.720179293391965,0.0478,0.5571,0.2202,0.389249077867282,0.45325658252597,0.2184,1,0.0818,"BIH"
"58","BA",1999,0.720266165449871,0.0478,0.5572,0.2204,0.396146893199644,0.454690693356167,0.2122,1,0.0796,"BIH"
"59","BA",2000,0.720588111458511,0.0477,0.5576,0.2208,0.404021392280439,0.458393821050944,0.2058,1,0.08,"BIH"
"60","BA",2001,0.721023144554778,0.0475,0.5581,0.2212,0.415598323653949,0.46481939419969,0.1984,1,0.0827,"BIH"
"61","BA",2002,0.721425739823275,0.0474,0.5588,0.2219,0.410837711599188,0.472517085080783,0.2016,1,0.0775,"BIH"
"62","BA",2003,0.722642367781759,0.0472,0.5612,0.224,0.415584936122399,0.481789517962632,0.198,1,0.0776,"BIH"
"63","BA",2004,0.723214068998189,0.0472,0.562,0.2248,0.413195248221837,0.484612632511221,0.1998,1,0.0729,"BIH"
"64","BA",2005,0.723047967897841,0.0472,0.5617,0.2245,0.411188451934657,0.483276144042531,0.2008,1,0.0725,"BIH"
"65","BA",2006,0.722325051279029,0.0472,0.5605,0.2234,0.410151857901193,0.480978897670422,0.201,1,0.0702,"BIH"
"66","BA",2007,0.721770562566931,0.0474,0.5596,0.2226,0.410696143117013,0.480849990345019,0.2004,1,0.0707,"BIH"
"67","BA",2008,0.723146791270622,0.0472,0.5619,0.2248,0.408972564772078,0.486301097894829,0.2016,1,0.0717,"BIH"
"68","BA",2009,0.72311916246845,0.0472,0.5618,0.2247,0.406258676292088,0.484464590634248,0.2023,1,0.0718,"BIH"
"69","BA",2010,0.72311916246845,0.0472,0.5618,0.2247,0.405932357876743,0.485491930915915,0.2023,1,0.0737,"BIH"
"70","BA",2011,0.723146791270622,0.0472,0.5619,0.2248,0.40757140206951,0.487479592974051,0.2026,1,0.0769,"BIH"
"71","BA",2012,0.722437575536446,0.0472,0.5608,0.2237,0.406736083146248,0.486059893974478,0.203,1,0.0773,"BIH"
"72","BA",2013,0.722128836764284,0.0473,0.5602,0.2232,0.408937342245385,0.483107488287404,0.2021,1,0.0786,"BIH"
"73","BA",2014,0.721872526245605,0.0474,0.5598,0.2228,0.409324677062024,0.482817157349585,0.2024,1,0.0787,"BIH"
"74","BA",2015,0.722325051279029,0.0472,0.5605,0.2234,0.407417540696888,0.483055145704139,0.2041,1,0.0787,"BIH"
"75","BA",2016,0.722379354524207,0.0472,0.5606,0.2236,0.40516570241518,0.482433750186502,0.2049,1,0.0779,"BIH"
"76","BA",2017,0.722437575536446,0.0472,0.5608,0.2237,0.406643514020857,0.484422160321476,0.2045,1,0.0798,"BIH"
"77","BA",2018,0.722437575536446,0.0472,0.5608,0.2237,0.406287972386313,0.483072477087406,0.2047,1,0.078,"BIH"
"78","BA",2019,0.722642367781759,0.0472,0.5612,0.224,0.403371225003096,0.480356215930209,0.2054,1,0.0758,"BIH"
"79","BA",2020,0.722642367781759,0.0472,0.5612,0.224,0.399254864484185,0.479097468958558,0.2053,1,0.075,"BIH"
"80","BA",2021,0.722642367781759,0.0472,0.5612,0.224,0.399698424858381,0.479286717171945,0.2053,1,0.0753,"BIH"
"81","BE",1995,0.672550187001903,0.0756,0.5263,0.1781,0.342144454026856,0.444432723196463,0.249,1,0.056,"BEL"
"82","BE",1996,0.672758205267325,0.0756,0.5266,0.1784,0.34339033495399,0.448056848899925,0.2468,1,0.0565,"BEL"
"83","BE",1997,0.672857219588527,0.0756,0.5268,0.1785,0.340989176070054,0.447875085975689,0.2498,1,0.0612,"BEL"
"84","BE",1998,0.672642369751362,0.0756,0.5264,0.1783,0.351922705587152,0.450675550240518,0.2408,1,0.0593,"BEL"
"85","BE",1999,0.673190806464172,0.0755,0.5273,0.1794,0.348309165809009,0.453395831602878,0.242,1,0.0574,"BEL"
"86","BE",2000,0.672653915368299,0.0756,0.5265,0.1783,0.353813369462092,0.452881797035274,0.237,1,0.0578,"BEL"
"87","BE",2001,0.672519744410852,0.0756,0.5262,0.1784,0.345098092388886,0.447294941049647,0.2436,1,0.0572,"BEL"
"88","BE",2002,0.672076281505523,0.0757,0.5254,0.1778,0.347834751550065,0.44215990517999,0.2414,1,0.0595,"BEL"
"89","BE",2003,0.672060268282301,0.0757,0.5254,0.1777,0.343928472659782,0.444990498129007,0.2412,1,0.0544,"BEL"
"90","BE",2004,0.672554202657228,0.0756,0.5262,0.1784,0.346074697304898,0.44813868098165,0.2416,1,0.0639,"BEL"
"91","BE",2005,0.672435639128134,0.0756,0.526,0.1784,0.240673547471256,0.476543917500969,0.2436,1,0.0646,"BEL"
"92","BE",2006,0.673444145546927,0.0754,0.5276,0.1804,0.284415761055835,0.463258237398547,0.2434,1,0.0678,"BEL"
"93","BE",2007,0.674449831012957,0.0753,0.5293,0.1817,0.353729713864784,0.44590660678413,0.2423,1,0.0758,"BEL"
"94","BE",2008,0.673088028605804,0.0755,0.5269,0.1802,0.333544068781011,0.433179864107606,0.2566,1,0.0627,"BEL"
"95","BE",2009,0.672226191939647,0.0757,0.5256,0.1784,0.3409346909573,0.424898468198844,0.2453,1,0.0656,"BEL"
"96","BE",2010,0.672735673281377,0.0756,0.5264,0.1795,0.334943758687232,0.438722653639667,0.2482,1,0.0586,"BEL"
"97","BE",2011,0.672441674710875,0.0745,0.5224,0.1771,0.329842354829207,0.429923163159789,0.2507,1,0.0606,"BEL"
"98","BE",2012,0.663338553347486,0.0775,0.5103,0.1668,0.326587031861685,0.428780381027003,0.2518,1,0.0593,"BEL"
"99","BE",2013,0.659165657556535,0.0788,0.5047,0.1617,0.328911018043224,0.43326199930111,0.2514,1,0.0575,"BEL"
"100","BE",2014,0.663271955387771,0.0767,0.5085,0.1644,0.328173962489689,0.435556926229948,0.2526,1,0.0597,"BEL"
"101","BE",2015,0.667971599316697,0.0747,0.5163,0.1635,0.335491494830599,0.437059494397655,0.2462,1,0.062,"BEL"
"102","BE",2016,0.669659062314796,0.0726,0.5178,0.1554,0.334681787398049,0.437394431420992,0.2475,1,0.0625,"BEL"
"103","BE",2017,0.672242360804198,0.0702,0.5208,0.1475,0.330637025266268,0.43432034302546,0.2488,1,0.0599,"BEL"
"104","BE",2018,0.673245905181243,0.0701,0.5225,0.149,0.317851414050151,0.447232660064877,0.258,1,0.0584,"BEL"
"105","BE",2019,0.673808850449042,0.0699,0.5234,0.1502,0.325839798212829,0.452341821638194,0.2557,1,0.0604,"BEL"
"106","BE",2020,0.673318013244884,0.07,0.5227,0.1489,0.3120033449799,0.43242037571127,0.2568,1,0.0592,"BEL"
"107","BE",2021,0.673916168408802,0.0699,0.5235,0.1505,0.296625326550217,0.41000154874804,0.2568,1,0.0594,"BEL"
"108","BG",1995,0.730686248108739,0.0458,0.5743,0.2362,0.427819748369757,0.512761937756729,0.2109,1,0.1305,"BGR"
"109","BG",1996,0.728612756875677,0.0461,0.5709,0.2329,0.403781825367698,0.496559070080192,0.2244,1,0.1161,"BGR"
"110","BG",1997,0.727131817375849,0.0466,0.569,0.2314,0.396723204936457,0.492374337433521,0.2263,1,0.1072,"BGR"
"111","BG",1998,0.724853364446943,0.0468,0.5651,0.2274,0.382528246311416,0.474029967446931,0.2342,1,0.0964,"BGR"
"112","BG",1999,0.722826640712597,0.0472,0.5614,0.2242,0.372688972578146,0.469961410959428,0.2397,1,0.093,"BGR"
"113","BG",2000,0.722128836764284,0.0473,0.5602,0.2232,0.375879914442347,0.461311042098602,0.2362,1,0.0861,"BGR"
"114","BG",2001,0.723305534275553,0.0472,0.5622,0.225,0.3906829213702,0.472303965514424,0.2272,1,0.1009,"BGR"
"115","BG",2002,0.728270918559033,0.0462,0.5704,0.2324,0.418730162999605,0.489708378897845,0.2115,1,0.1143,"BGR"
"116","BG",2003,0.727344994286113,0.0466,0.5693,0.2316,0.401266654231122,0.477210914088586,0.2192,1,0.101,"BGR"
"117","BG",2004,0.727238869399415,0.0466,0.5692,0.2314,0.402677409661106,0.474169293567975,0.2193,1,0.1019,"BGR"
"118","BG",2005,0.72704692430149,0.0466,0.5689,0.2313,0.413224825265189,0.478960227690958,0.2115,1,0.1056,"BGR"
"119","BG",2006,0.726025416268271,0.0467,0.5667,0.229,0.426696260654136,0.485128232824845,0.1991,1,0.0995,"BGR"
"120","BG",2007,0.724064896408535,0.047,0.5632,0.2259,0.404892466725657,0.472867898687554,0.2116,1,0.076,"BGR"
"121","BG",2008,0.72311916246845,0.0472,0.5618,0.2247,0.393084743548497,0.464562825380234,0.218,1,0.073,"BGR"
"122","BG",2009,0.725515995880386,0.0467,0.566,0.2282,0.40407553190046,0.470178776164793,0.2191,1,0.1019,"BGR"
"123","BG",2010,0.725454088154351,0.0467,0.5658,0.2281,0.40932863706292,0.471711965556104,0.2154,1,0.1039,"BGR"
"124","BG",2011,0.725515995880386,0.0467,0.566,0.2282,0.411510191158872,0.472339204305911,0.2152,1,0.1112,"BGR"
"125","BG",2012,0.727844996713259,0.0464,0.5699,0.2321,0.432904971349814,0.493199262990451,0.204,1,0.1234,"BGR"
"126","BG",2013,0.726254416092146,0.0467,0.5673,0.2297,0.410958806993854,0.47355322226133,0.2165,1,0.1116,"BGR"
"127","BG",2014,0.728450634754822,0.0461,0.5706,0.2326,0.426766277205115,0.495199793878669,0.207,1,0.1211,"BGR"
"128","BG",2015,0.729924790890777,0.0459,0.5733,0.2354,0.434917184662311,0.505359025649994,0.2042,1,0.1281,"BGR"
"129","BG",2016,0.732874891070423,0.0454,0.5779,0.2399,0.475077144855163,0.53960224842379,0.1908,1,0.1627,"BGR"
"130","BG",2017,0.73756170245295,0.0444,0.5854,0.2477,0.481229540104636,0.553680260768559,0.19,1,0.1762,"BGR"
"131","BG",2018,0.738583793708031,0.0441,0.5869,0.2489,0.481091283494436,0.553042314279978,0.1902,1,0.1794,"BGR"
"132","BG",2019,0.738174634063213,0.0442,0.5864,0.2484,0.46291164301482,0.537111197874765,0.198,1,0.151,"BGR"
"133","BG",2020,0.738200773160074,0.0442,0.5864,0.2485,0.458528480840528,0.545438433082751,0.1977,1,0.1516,"BGR"
"134","BG",2021,0.738200773160074,0.0442,0.5864,0.2485,0.461484035401099,0.547726717550916,0.1978,1,0.1515,"BGR"
"135","CH",1995,0.726601679706846,0.0455,0.575,0.2568,0.488101326255531,0.391995530978868,0.2595,1,0.0893,"CHE"
"136","CH",1996,0.729915127555103,0.045,0.5803,0.2648,0.472783171345583,0.395014063488723,0.2546,1,0.0938,"CHE"
"137","CH",1997,0.729729217623003,0.045,0.58,0.2639,0.48438910839414,0.405864237995274,0.2518,1,0.0991,"CHE"
"138","CH",1998,0.727945612517374,0.0453,0.5773,0.2584,0.482040424341932,0.413281482629053,0.2464,1,0.099,"CHE"
"139","CH",1999,0.731888035493768,0.0446,0.5834,0.2699,0.47474130948288,0.399128040584557,0.2494,1,0.0974,"CHE"
"140","CH",2000,0.731090762138194,0.0447,0.5822,0.267,0.427634964536594,0.424153363566383,0.2493,1,0.1062,"CHE"
"141","CH",2001,0.732051900960812,0.0443,0.5833,0.2676,0.398984201087046,0.40672395884625,0.2521,1,0.0794,"CHE"
"142","CH",2002,0.731970636029189,0.044,0.5829,0.2656,0.409886300806425,0.407601840582096,0.2586,1,0.0684,"CHE"
"143","CH",2003,0.729980687451274,0.0445,0.5801,0.2606,0.407057915692889,0.421383995305689,0.2534,1,0.0902,"CHE"
"144","CH",2004,0.725727344022175,0.0461,0.5754,0.2562,0.416203902950814,0.421897023380474,0.249,1,0.0902,"CHE"
"145","CH",2005,0.729483488499255,0.0456,0.5812,0.2654,0.42122092874709,0.431123263720607,0.2399,1,0.1076,"CHE"
"146","CH",2006,0.731275374438411,0.0453,0.5842,0.2707,0.405049991422132,0.442756194465169,0.2336,1,0.1199,"CHE"
"147","CH",2007,0.738669353447108,0.043,0.5945,0.2807,0.399344388262133,0.429144986756469,0.2349,1,0.1067,"CHE"
"148","CH",2008,0.735999070417478,0.0434,0.5901,0.2775,0.431506370132592,0.413812264746092,0.2248,1,0.0909,"CHE"
"149","CH",2009,0.736228179295637,0.0433,0.5906,0.2769,0.384029143040614,0.412415024747652,0.2444,1,0.0933,"CHE"
"150","CH",2010,0.737706633982725,0.0435,0.594,0.2819,0.3862326929716,0.433740478107424,0.2387,1,0.1039,"CHE"
"151","CH",2011,0.740349696491535,0.0417,0.5966,0.2797,0.379452469465788,0.432878429952105,0.2455,1,0.0907,"CHE"
"152","CH",2012,0.743064947437091,0.0409,0.6003,0.2845,0.369781963013228,0.424219989537647,0.2479,1,0.0973,"CHE"
"153","CH",2013,0.749314994253893,0.039,0.6079,0.2926,0.367983197113441,0.4255972605633,0.2485,1,0.0913,"CHE"
"154","CH",2014,0.75533411325145,0.0373,0.6157,0.3019,0.37584283320852,0.423499254573471,0.2485,1,0.0949,"CHE"
"155","CH",2015,0.759955079505886,0.0355,0.621,0.3058,0.369709991238384,0.422102358202743,0.2495,1,0.0972,"CHE"
"156","CH",2016,0.761481203436205,0.0351,0.6232,0.3068,0.377794503083727,0.42287254922347,0.246,1,0.0951,"CHE"
"157","CH",2017,0.763939811622237,0.0344,0.6266,0.3116,0.386498272551897,0.41950778209236,0.2448,1,0.0931,"CHE"
"158","CH",2018,0.763739696842293,0.0345,0.6262,0.3118,0.388138168361913,0.411121011945298,0.2427,1,0.0912,"CHE"
"159","CH",2019,0.762021758091947,0.0347,0.6235,0.3071,0.403906722209417,0.418008131151218,0.2418,1,0.0899,"CHE"
"160","CH",2020,0.760871649855233,0.0349,0.6217,0.3038,0.404394540995419,0.417407610496305,0.2369,1,0.0879,"CHE"
"161","CH",2021,0.762766611174612,0.0346,0.6247,0.3093,0.382339731834811,0.418488209017703,0.2374,1,0.0881,"CHE"
"162","CY",1995,0.656113718627135,0.0834,0.5115,0.131,0.41748212434215,0.484246998264521,0.2162,1,0.0996,"CYP"
"163","CY",1996,0.655153821110293,0.0835,0.5098,0.1299,0.409208124752642,0.478504571885445,0.219,1,0.0926,"CYP"
"164","CY",1997,0.653917774663916,0.0837,0.5077,0.1285,0.400372565452479,0.469612144122449,0.221,1,0.0843,"CYP"
"165","CY",1998,0.659586521229249,0.0828,0.5173,0.1349,0.439256539023166,0.513016945733007,0.2052,1,0.1251,"CYP"
"166","CY",1999,0.655261586676011,0.0835,0.51,0.13,0.388993908140581,0.478073957579994,0.2277,1,0.0845,"CYP"
"167","CY",2000,0.653954538745284,0.0837,0.5077,0.1286,0.371462280518389,0.467561030513302,0.2367,1,0.0726,"CYP"
"168","CY",2001,0.655165131335007,0.0835,0.5098,0.1299,0.385551609625791,0.477038145905418,0.229,1,0.0809,"CYP"
"169","CY",2002,0.657406687654859,0.0832,0.5137,0.1324,0.408000197102471,0.493626417856131,0.2174,1,0.0982,"CYP"
"170","CY",2003,0.655805232102801,0.0834,0.5109,0.1307,0.398279082643395,0.481094236259107,0.2215,1,0.093,"CYP"
"171","CY",2004,0.651045700979356,0.0842,0.5026,0.1254,0.368446390194556,0.432518914060835,0.2337,1,0.0625,"CYP"
"172","CY",2005,0.651001645732987,0.0842,0.5025,0.1253,0.402514789362598,0.423227279285102,0.2203,1,0.0671,"CYP"
"173","CY",2006,0.651785203199183,0.084,0.5039,0.1262,0.462408394284516,0.433245803447463,0.1853,1,0.086,"CYP"
"174","CY",2007,0.682612939089552,0.0765,0.5476,0.2045,0.61959103717157,0.421964767566283,0.0909,1,0.0823,"CYP"
"175","CY",2008,0.684878813645582,0.0763,0.5518,0.2062,0.389139877582577,0.454564556209746,0.2317,1,0.0816,"CYP"
"176","CY",2009,0.674800451399506,0.0787,0.5375,0.1804,0.39951842539221,0.458359344993134,0.2239,1,0.0774,"CYP"
"177","CY",2010,0.683245515416615,0.0765,0.5491,0.2036,0.389474428796657,0.454124188013815,0.2276,1,0.069,"CYP"
"178","CY",2011,0.689740921620398,0.0726,0.5532,0.2029,0.427963197849458,0.489813958987917,0.2077,1,0.0963,"CYP"
"179","CY",2012,0.698240665959531,0.0674,0.5575,0.2058,0.433124024343275,0.493480132466125,0.2061,1,0.104,"CYP"
"180","CY",2013,0.703857095923809,0.0648,0.5613,0.2151,0.461123785485711,0.523160282885591,0.1915,1,0.1322,"CYP"
"181","CY",2014,0.715957922360019,0.0585,0.5672,0.2292,0.426480076783115,0.492683213760319,0.2077,1,0.0959,"CYP"
"182","CY",2015,0.741116447800096,0.0511,0.6061,0.2793,0.420382686623716,0.495840023940234,0.2118,1,0.0929,"CYP"
"183","CY",2016,0.76303294135306,0.0441,0.6394,0.3133,0.402967037052505,0.477699996507667,0.2235,1,0.085,"CYP"
"184","CY",2017,0.780460650994939,0.0378,0.6663,0.3265,0.376811588175009,0.466758216553696,0.241,1,0.0748,"CYP"
"185","CY",2018,0.782664642215309,0.0373,0.6698,0.329,0.389981793632927,0.482486449270418,0.2363,1,0.0986,"CYP"
"186","CY",2019,0.777498222274005,0.0384,0.6616,0.3211,0.351967736013148,0.452398342182862,0.2533,1,0.0648,"CYP"
"187","CY",2020,0.777284014272482,0.0384,0.6613,0.3204,0.342570016042119,0.450593561371094,0.2527,1,0.0651,"CYP"
"188","CY",2021,0.776560712204343,0.0385,0.6602,0.3182,0.338901178593231,0.451245536897542,0.2527,1,0.0651,"CYP"
"189","CZ",1995,0.719256954127502,0.0479,0.5555,0.2192,0.484503355542195,0.375801801828896,0.3204,1,0.0837,"CZE"
"190","CZ",1996,0.719256954127502,0.0479,0.5555,0.2192,0.738094656992038,0.393361654456122,0.3129,1,0.0906,"CZE"
"191","CZ",1997,0.719256954127502,0.0479,0.5555,0.2192,0.477333747251454,0.381265660129586,0.3244,1,0.0757,"CZE"
"192","CZ",1998,0.719305923952874,0.0479,0.5556,0.2193,0.570541366250349,0.384014126441336,0.3163,1,0.0888,"CZE"
"193","CZ",1999,0.719305923952874,0.0479,0.5556,0.2193,0.519318344585377,0.389657558800479,0.3195,1,0.0839,"CZE"
"194","CZ",2000,0.719305923952874,0.0479,0.5556,0.2193,0.542345425396285,0.382504142279007,0.3183,1,0.089,"CZE"
"195","CZ",2001,0.719330988811265,0.0479,0.5556,0.2192,0.666659638492108,0.384623627627615,0.3218,1,0.087,"CZE"
"196","CZ",2002,0.719305923952874,0.0479,0.5556,0.2193,0.492361623842919,0.384162811185746,0.3273,1,0.0772,"CZE"
"197","CZ",2003,0.719330988811265,0.0479,0.5556,0.2192,0.15956282815617,0.388327319145517,0.323,1,0.0786,"CZE"
"198","CZ",2004,0.719438986366015,0.0479,0.5559,0.2194,0.142354302607739,0.39750919182428,0.3212,1,0.0803,"CZE"
"199","CZ",2005,0.719730453287596,0.0479,0.5563,0.2197,0.399765150174589,0.381928991076556,0.3248,1,0.0855,"CZE"
"200","CZ",2006,0.721357616223074,0.0474,0.5584,0.223,0.121175761777239,0.441633825149435,0.3166,1,0.0798,"CZE"
"201","CZ",2007,0.723549734949671,0.0471,0.5621,0.2295,0.131857461503049,0.445621971371075,0.3176,1,0.0862,"CZE"
"202","CZ",2008,0.726618049356802,0.0466,0.5672,0.2364,0.1505902591779,0.376925530068654,0.3067,1,0.1084,"CZE"
"203","CZ",2009,0.723039292156358,0.047,0.5612,0.2281,0.148787976466682,0.405236930697463,0.3162,1,0.0847,"CZE"
"204","CZ",2010,0.725352020132675,0.0469,0.5652,0.2351,0.615548124228685,0.382534969213911,0.3104,1,0.0788,"CZE"
"205","CZ",2011,0.726268129723337,0.0466,0.5666,0.238,0.0258162724241092,0.395249516210139,0.3224,1,0.0709,"CZE"
"206","CZ",2012,0.726943329512153,0.0463,0.5671,0.2375,0.035310121787175,0.400702956423935,0.3188,1,0.0695,"CZE"
"207","CZ",2013,0.727871607505307,0.0464,0.5691,0.2418,0.0375640636816534,0.384862137147746,0.3238,1,0.0808,"CZE"
"208","CZ",2014,0.72998139093454,0.046,0.5726,0.2472,0.0484536468887047,0.341217411298832,0.3144,1,0.0776,"CZE"
"209","CZ",2015,0.727791960564105,0.0465,0.5693,0.2413,0.426754157701658,0.391008768689385,0.3092,1,0.0919,"CZE"
"210","CZ",2016,0.728249408740027,0.0464,0.5697,0.2431,0.424250517896684,0.372593800538272,0.3126,1,0.087,"CZE"
"211","CZ",2017,0.730653402245196,0.0461,0.5739,0.2503,0.423166303599976,0.374398703280612,0.3093,1,0.0896,"CZE"
