"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions"
"1370","MUS","Mauritius",2016,24.779,4.104,0.719,5.684,0.36,0,0,64.579,0.135,18.96,0.75356201269355,1.828,0.457,0.651,6.814,12.4710688515812,12.5941554644136
"1371","MUS","Mauritius",2017,25.894,4.119,0.721,5.525,0.359,0,0,63.618,0.124,19.247,0.750740111838098,1.828,0.499,0.648,6.752,12.9621775234319,13.7135061306081
"1372","MUS","Mauritius",2018,25.405,3.791,0.573,4.92,0.32,0,0,65.179,0.132,19.684,0.75076308721458,1.828,0.508,0.656,6.427,13.481538349276,14.7356959309727
"1373","MUS","Mauritius",2019,26.899,4.1,0.751,4.552,0.285,0,0,63.567,0.13,20.429,0.750786041988363,1.828,0.493,0.615,6.331,13.8713280444569,14.4363469796355
"1374","MUS","Mauritius",2020,28.723,4.687,0.82,4.199,0.33,0,0,61.456,0.115,20.251,0.750808810181695,1.914,0.492,0.458,8.627,11.8535300185804,11.4081064463144
"1375","MUS","Mauritius",2021,29.741,6.502,0.441,4.897,0.319,0,0,58.287,0.132,19.991,0.75083166852616,1.636,0.492,0.435,7.719,12.2570003159465,11.4843579479086
"1376","MAR","Morocco",2000,26.025,10.982,0,5.946,3.674,0,0,55.726,1.321,20.343,0.774662828407003,-0.903,0.712,0.217,13.58,56.1609121557573,43.0174554018445
"1377","MAR","Morocco",2001,26.821,14.162,0,5.851,3.532,0,0,51.941,1.225,20.992,0.777168046973856,-0.903,0.712,0.222,12.46,60.4975596207789,43.8314802076444
"1378","MAR","Morocco",2002,27.436,14.32,0,6.164,3.614,0,0,50.797,1.284,21.014,0.779317352660627,-0.903,0.693,0.223,11.59,62.754238001606,47.0771921876418
"1379","MAR","Morocco",2003,29.229,15.036,0,6.198,3.535,0,0,48.328,1.209,20.703,0.781862252915005,-0.903,0.693,0.225,11.92,66.6268661318459,58.0293633542757
"1380","MAR","Morocco",2004,29.822,15.556,0,6.143,3.534,0,0,47.402,1.077,21.008,0.784678019520982,-0.903,0.693,0.225,10.83,69.6726334748662,66.1141454510067
"1381","MAR","Morocco",2005,31.005,16.722,0,6.114,3.213,0,0,45.183,0.976,22.979,0.789075697747222,-0.903,0.662,0.232,11.01,71.8967579289618,68.8526580686673
"1382","MAR","Morocco",2006,31.229,17.949,0,5.898,2.97,0,0,43.821,1.102,24.179,0.791863097066198,-0.919,0.662,0.231,9.67,77.4981049325221,75.8838233008545
"1383","MAR","Morocco",2007,31.643,16.565,0,6.177,2.669,0,0,44.65,0.965,26.389,0.803724763392381,-0.919,0.662,0.232,9.56,80.1648672413167,86.947913286728
"1384","MAR","Morocco",2008,36.026,14.704,0,5.359,2.062,0,0,43.103,0.808,28.693,0.795480140676659,-0.919,0.662,0.23,9.57,84.7218706748237,101.822906949063
"1385","MAR","Morocco",2009,33.647,17.079,0,5.299,2.403,0,0,43.057,0.918,25.599,0.79072520832861,-0.901,0.662,0.23,8.96,87.8953565828232,101.154952240881
"1386","MAR","Morocco",2010,28.9,17.495,0,5.86,2.648,0,0,46.77,0.974,25.528,0.784428974292553,-0.901,0.662,0.235,9.09,90.9713047694422,100.86532947344
"1387","MAR","Morocco",2011,29.674,18.23,0,5.644,2.356,0,0,45.612,0.84,26.227,0.779851146736775,-0.901,0.644,0.238,8.91,95.9971466219656,110.080631332375
"1388","MAR","Morocco",2012,30.908,18.268,0,6.179,2.307,0,0,43.757,0.888,27.262,0.787596111759626,-0.901,0.638,0.238,8.99,98.9369091793524,106.937392311129
"1389","MAR","Morocco",2013,29.982,18.933,0,6.74,2.932,0,0,43.292,1.053,25.961,0.781840030167473,-0.822,0.638,0.237,9.23,103.015299181348,115.73928730508
"1390","MAR","Morocco",2014,29.714,19.452,0,6.977,2.375,0,0,42.824,1.033,25.655,0.781649452678835,-0.822,0.638,0.236,9.7,105.81653660604,119.130841411664
"1391","MAR","Morocco",2015,29.785,19.775,0,7.37,2.588,0,0,42.165,0.905,24.586,0.778316740045909,-0.709,0.648,0.234,9.46,110.413823841592,110.413823841592
"1392","MAR","Morocco",2016,30.21,20.113,0,7.249,2.685,0,0,41.212,1.217,25.444,0.774939095518334,-0.709,0.627,0.237,9.3,110.989284688174,111.572947004917
"1393","MAR","Morocco",2017,31.083,20.227,0,5.617,2.595,0,0,41.874,1.199,25.867,0.776184770389307,-0.709,0.595,0.243,NA,116.603009678139,118.540573367844
"1394","MAR","Morocco",2018,30.709,20.666,0,5.334,2.541,0,0,42.913,0.377,26.162,0.7748444924365,-0.709,0.595,0.245,NA,120.177639735159,127.341147581818
"1395","MAR","Morocco",2019,30.098,21.873,0,5.064,2.506,0,0,42.667,0.298,26.336,0.774560401191223,-0.709,0.595,0.243,NA,123.651944968713,128.920266409458
"1396","MAR","Morocco",2020,30.358,24.807,0,4.277,2.382,0,0,40.267,0.29,27.276,0.770975167343266,-0.709,0.595,0.238,NA,114.775951852213,121.353645057144
"1397","MAR","Morocco",2021,28.286,23.658,0,5.351,2.796,0,0,42.396,0.309,27.053,0.773143036311609,-0.709,0.593,0.24,12.28,123.982113010809,141.817797083468
"1398","NIC","Nicaragua",1995,11.086,14.982,0,6.124,0,0.003,0,63.232,0,11.601,0.820714081426786,-0.982,0.544,0.49,NA,5.73287630080277,4.14047
"1399","NIC","Nicaragua",1996,12.035,14.244,0,6.166,0,0,0,62.634,0,11.746,0.820829218375593,-0.982,0.662,0.458,NA,6.09658535952843,4.30835190278601
"1400","NIC","Nicaragua",1997,12.515,13.3,0,3.575,0,0,0,64.805,0,13.09,0.820848071509545,-0.982,0.809,0.413,NA,6.33841562223076,4.38997348986032
"1401","NIC","Nicaragua",1998,11.7,14.357,0,0.245,0,0,0,66.263,0,14.098,0.821085484663087,-0.982,0.809,0.413,NA,6.57367742007953,4.63526722484195
"1402","NIC","Nicaragua",1999,12.201,15.243,0,0.163,0,0,0,64.64,0,13.915,0.821186656343713,-0.982,0.809,0.386,NA,7.0361994220487,4.85571787468247
"1403","NIC","Nicaragua",2000,12.301,18.048,0,0.121,0,0,0,60.044,0,14.349,0.821279306903676,-0.982,0.809,0.381,NA,7.32479549052769,5.1073290070922
"1404","NIC","Nicaragua",2001,12.724,20.699,0,0.117,0,0,0,55.532,0,14.149,0.821276427938756,-0.982,0.739,0.377,4.12,7.54167121636792,5.32314656570315
"1405","NIC","Nicaragua",2002,14.625,20.146,0,0.112,0,0,0,55.288,0.121,14.786,0.821309548465564,-0.982,0.736,0.382,NA,7.59853080617498,5.22421301754386
"1406","NIC","Nicaragua",2003,18.766,18.923,0,0.1,0,0,0,53.023,0,16.226,0.829883265334814,-0.982,0.736,0.378,7.6,7.79006947154285,5.32245492584746
"1407","NIC","Nicaragua",2004,21.191,19.174,0,1.374,1.275,0,0,57.958,0.303,16.234,0.8146423815422,-0.982,0.76,0.378,6.41,8.20389125267654,5.79556820464532
"1408","NIC","Nicaragua",2005,21.262,18.323,0,1.239,1.149,0,0,58.021,1.155,17.351,0.807428816518353,-0.982,0.76,0.378,5.37,8.55521455741099,6.32132427914826
"1409","NIC","Nicaragua",2006,21.734,18.863,0,1.326,1.242,0,0,57.079,0.998,18.508,0.828120926305729,-0.982,0.764,0.331,5.31,8.91052969126935,6.76341864581377
"1410","NIC","Nicaragua",2007,22.262,19.065,0,1.31,1.231,0,0,56.263,1.101,18.847,0.835516658700783,-0.982,0.856,0.223,4.89,9.36289070364284,7.42336533917706
"1411","NIC","Nicaragua",2008,23.46,20.181,0,1.157,1.086,0,0,54.231,0.971,18.132,0.823977401670618,-0.982,0.854,0.209,6.2,9.68463462940028,8.49694836272092
"1412","NIC","Nicaragua",2009,25.054,21.806,0,1.157,1.08,0,0,51.011,0.971,18.486,0.802959364453272,-0.982,0.854,0.202,8.16,9.36566500456407,8.29873641816444
"1413","NIC","Nicaragua",2010,23.092,22.372,0,1.171,1.115,0,0,52.406,0.959,19.333,0.793909102210279,-0.982,0.846,0.196,7.83,9.77873591740437,8.75861900075242
"1414","NIC","Nicaragua",2011,25.178,21.313,0,1.095,1.045,0,0,51.51,0.904,20.193,0.800381112795264,-0.982,0.846,0.191,NA,10.3965052495683,9.77431997677873
"1415","NIC","Nicaragua",2012,25.389,21.32,0,1.009,0.963,0,0,51.482,0.8,20.818,0.775476162321496,-0.982,0.846,0.159,5.208,11.0718600711244,10.5319802414474
"1416","NIC","Nicaragua",2013,25.726,22.211,0,1.134,1,0,0,50.19,0.739,21.233,0.787485250457905,-0.982,0.869,0.129,5.28,11.6173476171243,10.9829952670341
"1417","NIC","Nicaragua",2014,26.867,22.588,0,1.064,0.935,0,0,48.566,0.914,21.763,0.780349371931322,-0.982,0.871,0.128,4.52,12.1732575368553,11.8804340707811
"1418","NIC","Nicaragua",2015,27.477,23.455,0,0.994,0.879,0,0,47.184,0.89,22.308,0.778500470682445,-0.982,0.877,0.126,4.7,12.7566855224807,12.7566855224807
"1419","NIC","Nicaragua",2016,28.153,24.068,0,0.943,0.841,0,0,45.994,0.842,23.269,0.771896180655432,-0.982,0.877,0.121,3.9,13.3387638481985,13.2861012847856
"1420","NIC","Nicaragua",2017,28.903,24.157,0,0.907,0.818,0,0,45.103,0.93,23.849,0.763032899966902,-0.982,0.88,0.104,3.3,13.9564581992564,13.7859243742151
"1421","NIC","Nicaragua",2018,30.65,25.796,0,1.007,0.923,0,0,41.71,0.836,23.226,0.758023036762012,-0.982,0.898,0.053,5.2,13.4871514569316,13.025234958647
"1422","NIC","Nicaragua",2019,30.779,25.701,0,1.114,1.052,0,0,41.561,0.845,25.725,0.75802782682959,-0.982,0.903,0.049,NA,13.0964249136732,12.6990289913771
"1423","NIC","Nicaragua",2020,29.523,26.382,0,0.941,0.891,0,0,42.324,0.83,25.443,0.758051719430938,-1.213,0.941,0.048,NA,12.8651082017268,12.6781624035929
"1424","NIC","Nicaragua",2021,30.492,23.983,0,0.889,0.836,0,0,43.857,0.779,27.118,0.758051719430938,-1.339,0.93,0.037,NA,14.1962477761784,14.1458803991935
"1425","NER","Niger",2000,18.037,5.367,0.346,1.081,1.081,0,0,71.994,3.174,7.298,0.827028033941303,-0.463,0.584,0.402,NA,4.52211770850312,2.24175319281158
"1426","NER","Niger",2001,13.954,4.523,0.285,0.948,0.948,0,0,75.304,4.986,7.74,0.833639206312256,-0.463,0.584,0.403,1.47,4.85079132399035,2.44871470396617
"1427","NER","Niger",2002,15.237,4.498,0.236,0.579,0.579,0,0,75.203,4.247,8.157,0.840564595662613,-0.463,0.584,0.403,NA,5.08937606796136,2.78219287867204
"1428","NER","Niger",2003,20.681,4.003,0.307,0.697,0.697,0,0,69.894,4.418,8.159,0.8469949065788,-0.463,0.584,0.403,NA,5.1998465933602,3.39408473249543
"1429","NER","Niger",2004,19.749,4.035,0.305,0.818,0.818,0,0,70.831,4.262,8.758,0.854531560448464,-0.463,0.584,0.406,NA,5.21876371735798,3.76044373753797
"1430","NER","Niger",2005,18.32,3.84,0.28,0.836,0.836,0,0,72.712,4.011,8.256,0.859405193596672,-0.463,0.584,0.423,3.1,5.60139662831908,4.38331596458718
"1431","NER","Niger",2006,20.952,4.04,0.259,0.912,0.912,0,0,69.584,4.253,8.626,0.814043720969664,-0.463,0.584,0.425,NA,5.93361826155882,4.75636125237923
"1432","NER","Niger",2007,22.685,4.089,0.248,0.811,0.811,0,0,68.488,3.679,9.033,0.773470352261057,-0.463,0.584,0.43,NA,6.12009551170958,5.73148505179069
"1433","NER","Niger",2008,27.706,5.088,0.248,0.477,0.477,0,0,62.426,4.055,9.04,0.754062382653387,-0.463,0.584,0.423,NA,6.59326544685522,7.29760022600536
"1434","NER","Niger",2009,31.895,4.434,0.213,0.522,0.522,0,0,58.278,4.658,10.367,0.746800764425586,-0.463,0.733,0.277,NA,6.72266493431258,7.35213130973341
"1435","NER","Niger",2010,25.395,5.342,0.3,0.778,0.778,0,0,62.882,5.304,9.638,0.741543582015694,-0.463,0.61,0.185,NA,7.29934634192573,7.85119250230917
"1436","NER","Niger",2011,26.865,5.304,0.361,0.691,0.691,0,0,61.235,5.545,10.165,0.738040178545404,-0.834,0.592,0.389,0.317,7.47144718658798,8.77295077779176
"1437","NER","Niger",2012,32.412,4.841,0.339,0.645,0.645,0,0,55.681,6.081,10.64,0.738148472650167,-0.923,0.544,0.48,2.177,8.259606009352,9.42691264759111
"1438","NER","Niger",2013,38.907,4.673,0.439,0.269,0.269,0,0,49.359,6.352,12.724,0.738148472650167,-0.97,0.52,0.494,NA,8.69861485859842,10.2248974378648
"1439","NER","Niger",2014,31.425,5.068,0.524,0.243,0.243,0,0,55.905,6.834,12.405,0.738438566639061,-0.97,0.52,0.492,0.524,9.27638874459484,10.8629435435419
"1440","NER","Niger",2015,24.661,4.735,0.552,0.381,0.381,0,0,59.849,9.823,12.586,0.738583793708031,-0.97,0.52,0.488,NA,9.68386792644282,9.68386792644282
"1441","NER","Niger",2016,26.439,5.497,0.538,0.328,0.328,0,0,60.923,6.273,10.511,0.738200773160074,-0.84,0.52,0.458,NA,10.2398084369433,10.3988619817583
"1442","NER","Niger",2017,27.043,6.054,0.524,0.377,0.377,0,0,60.204,5.799,9.476,0.738274409248234,-1.075,0.522,0.424,7.769,10.7523477929523,11.1851042516785
"1443","NER","Niger",2018,21.085,4.75,0.468,0.698,0.698,0,0,65.921,7.078,11.198,0.738274409248234,-1.075,0.522,0.402,NA,11.527744540202,12.8373074968797
"1444","NER","Niger",2019,21.9,5.376,0.553,1.247,1.247,0,0,63.431,7.494,10.391,0.73829322295795,-1.025,0.55,0.396,0.544,12.2124755706175,12.889555561304
"1445","NER","Niger",2020,23.489,5.604,0.249,1.753,1.753,0,0,59.31,9.595,9.784,0.738318096338745,-1.025,0.569,0.396,NA,12.6460967468041,13.7446531029945
"1446","NER","Niger",2021,23.566,5.151,0.673,1.602,1.602,0,0,60.787,8.221,10.798,0.738343753819308,-1.025,0.564,0.398,NA,12.8210676813305,14.9150024359913
"1447","PAN","Panama",1995,27.036,32.807,0,2.359,1.931,0,0,35.247,2.551,17.286,0.816240524722843,0.405,0.58,0.537,14.01,16.6018856510198,9.5738137
"1448","PAN","Panama",1996,24.357,36.085,1.57,2.28,1.84,0,0,33.555,2.152,15.716,0.816333646441507,0.405,0.58,0.537,14.32,17.2791932694801,9.870494
"1449","PAN","Panama",1997,25.979,35.675,1.493,2.312,1.791,0,0,33.03,1.511,15.896,0.816467455741389,0.405,0.58,0.537,13.37,18.395600277519,10.6772861
"1450","PAN","Panama",1998,21.624,37.06,1.591,2.527,1.953,0,0,35.494,1.705,15.302,0.816467455741389,0.405,0.58,0.53,14.02,19.7461134253587,11.5754864
"1451","PAN","Panama",1999,25.246,34.926,1.638,2.592,2.102,0,0,34.093,1.505,16.028,0.816467455741389,0.405,0.58,0.531,11.75,20.5196095048809,12.1302522
"1452","PAN","Panama",2000,24.973,38.215,1.875,2.227,1.746,0,0,31.333,1.377,15.53,0.816699482169298,0.189,0.58,0.551,13.53,21.0767936056358,12.304115
"1453","PAN","Panama",2001,24.201,39.806,1.727,2.705,2.277,0,0,30.249,1.312,14.515,0.816774820611272,0.189,0.58,0.559,14.71,21.1978319724247,12.5020134
"1454","PAN","Panama",2002,23.9,39.025,2.024,2.546,2.134,0,0,31.173,1.333,14.07,0.816774820611272,0.189,0.58,0.559,14.11,21.6703633002689,12.9943104
"1455","PAN","Panama",2003,21.97,37.491,1.851,3.238,2.703,0,0,34.264,1.186,13.897,0.829916895773522,0.189,0.58,0.559,13.62,22.5817095416516,13.6939812
"1456","PAN","Panama",2004,22.723,38.145,1.767,2.959,2.26,0,0,33.386,1.02,13.684,0.8141557981711,0.189,0.58,0.563,12.44,24.28032373558,15.0133817
"1457","PAN","Panama",2005,24.942,36.661,1.606,3.433,2.5,0,0,32.156,1.201,13.563,0.807501540989193,0.189,0.58,0.557,10.33,26.0263896413468,16.3743939
"1458","PAN","Panama",2006,27.313,33.722,1.881,4.031,2.236,0,0,31.919,1.134,14.454,0.828088216198438,0.189,0.58,0.557,9.11,28.2783140743178,18.1416663
"1459","PAN","Panama",2007,28.497,33.476,1.208,3.623,2.247,0,0,32.056,1.141,15.486,0.835231772890921,0.189,0.58,0.557,6.78,31.6671830229012,21.2959842
"1460","PAN","Panama",2008,28.247,34.25,1.165,3.127,2.083,0,0,32.236,0.976,15.439,0.82399495185274,0.189,0.58,0.557,4.868,34.7881913640896,25.1558886
"1461","PAN","Panama",2009,29.648,35.205,1.175,2.974,2.41,0,0,30.161,0.836,15.991,0.803561772919636,0.189,0.58,0.561,6.56,35.2206058438127,27.1166356
"1462","PAN","Panama",2010,27.352,34,1.222,2.858,2.239,0,0,33.715,0.853,16.355,0.793939975180734,-0.072,0.58,0.561,5.832,37.2732604447907,29.4402876
"1463","PAN","Panama",2011,23.824,36.033,1.15,2.58,1.941,0,0,35.583,0.83,16.334,0.800381112795264,-0.072,0.58,0.561,3.922,41.4902177180661,34.6862243
"1464","PAN","Panama",2012,29.539,32.528,1.047,2.395,1.785,0,0,33.823,0.668,16.623,0.775462708179731,-0.072,0.58,0.561,3.714,45.5473345544935,40.4297
"1465","PAN","Panama",2013,28.751,34.988,1.077,3.007,2.361,0,0,31.575,0.603,16.777,0.787494995207396,-0.115,0.578,0.554,3.732,48.6918988972383,45.5999
"1466","PAN","Panama",2014,25.507,36.847,1.713,2.814,2.242,0,0,32.59,0.529,15.689,0.78043741242405,-0.115,0.578,0.552,4.444,51.1588361401517,49.9214
"1467","PAN","Panama",2015,25.22,38.473,1.358,2.431,1.844,0,0,32.064,0.453,15.147,0.777779461884222,-0.115,0.578,0.559,4.402,54.0918,54.0918
"1468","PAN","Panama",2016,26.656,38.053,1.229,2.322,1.869,0,0,31.356,0.385,15.549,0.77176147814518,-0.115,0.578,0.559,4.843,56.7710812427329,57.9077
"1469","PAN","Panama",2017,26.171,39.017,1.352,2.677,2.209,0,0,30.417,0.366,15.056,0.764422228192899,0.025,0.55,0.56,5.461,59.9452369124771,62.2027
"1470","PAN","Panama",2018,27.747,39.423,1.349,2.537,2.166,0,0,28.595,0.349,14.833,0.758040519504817,0.025,0.507,0.547,5.313,62.1544765468908,67.2941692
"1471","PAN","Panama",2019,26.057,41.509,1.474,1.805,1.431,0,0,28.835,0.32,14.006,0.757091669737662,0.025,0.505,0.55,6.409,64.1943087598103,69.7217875
"1472","PAN","Panama",2020,25.96,44.544,1.418,1.74,1.441,0,0,26.068,0.27,13.413,0.75732000959627,-0.159,0.512,0.554,18.548,52.8522446996332,57.0868369
"1473","PAN","Panama",2021,24.654,44.041,1.397,2.222,1.786,0,0,27.387,0.299,12.744,0.75732000959627,-0.159,0.476,0.552,10.293,61.221801991488,67.4067381
"1474","PRY","Paraguay",1995,18.558,7.965,0,3.232,0.216,0,0,68.736,1.509,12.101,0.821419468067091,-1.531,0.894,0.381,3.4,20.3581068342346,9.06213147502318
"1475","PRY","Paraguay",1996,19.291,9.223,0,2.99,0.001,0,0,67.227,1.269,11.353,0.821419468067091,-1.531,0.894,0.385,8.15,20.6784996926975,9.78839178052421
"1476","PRY","Paraguay",1997,17.404,9.227,0,3.089,0.042,0,0,69.338,0.942,11.351,0.821454998934087,-1.531,0.894,0.388,5.36,21.5557883719567,9.96522567805093
"1477","PRY","Paraguay",1998,17.335,8.962,0,2.835,0.047,0,0,69.43,1.438,10.809,0.821490500202771,-1.531,0.894,0.391,4.417,21.5704544466117,9.26048157242462
"1478","PRY","Paraguay",1999,17.253,26.873,0,2.181,0.029,0,0,53.693,0,11.592,0.821706678782675,-1.531,0.896,0.393,5.343,21.2757848445439,8.83707023551892
"1479","PRY","Paraguay",2000,13.112,25.632,0,2.001,0,0,0,58.004,1.251,11.62,0.821846717601517,-1.531,0.871,0.396,7.61,20.7834332762554,8.85570513955857
"1480","PRY","Paraguay",2001,11.773,24.298,0,1.993,0,0,0,61.221,0.715,10.755,0.821958373719468,-1.531,0.871,0.396,6.206,20.610088070713,8.49580643218467
"1481","PRY","Paraguay",2002,13.132,25.787,0,1.894,0,0,0,58.593,0.595,9.505,0.821983568057277,-1.531,0.871,0.396,5.54,20.6056766060528,7.19626065684556
"1482","PRY","Paraguay",2003,11.983,24.443,0,1.436,0,0,0,61.484,0.653,9.925,0.829927833895226,-1.673,0.826,0.415,6.814,21.4959954477688,7.69136747117992
"1483","PRY","Paraguay",2004,13.897,21.914,0,2.115,0,0,0,61.426,0.648,10.966,0.814257335268707,-1.673,0.811,0.436,6.513,22.3681779145133,9.62444083629309
"1484","PRY","Paraguay",2005,13.263,22.489,0,2.718,0,0,0,60.938,0.591,10.671,0.80752069176782,-1.673,0.811,0.435,4.825,22.8454009021597,10.7375001881123
"1485","PRY","Paraguay",2006,11.833,22.519,0,2.967,1.898,0,0,60.052,2.629,11.238,0.827542097930461,-1.673,0.811,0.439,5.277,23.943606096665,13.429430050261
"1486","PRY","Paraguay",2007,12.707,23.426,0,2.865,2.032,0,0,60.127,0.875,10.76,0.834405217213117,-1.673,0.81,0.453,4.713,25.241738121227,17.8563932354338
"1487","PRY","Paraguay",2008,13.382,23.701,0,2.343,2.067,0,0,59.938,0.635,10.939,0.824288770066943,-1.673,0.76,0.498,4.415,26.8815151656739,24.6152676635456
"1488","PRY","Paraguay",2009,17.188,24.503,0,2.035,1.912,0,0,55.55,0.725,11.463,0.802959364453272,-1.673,0.76,0.509,5.46,26.8113174952227,22.355151161994
"1489","PRY","Paraguay",2010,13.406,22.717,0,1.766,1.652,0,0,60.507,1.604,12.114,0.793960565873959,-1.673,0.76,0.513,4.569,29.7860951774635,27.2608864052263
"1490","PRY","Paraguay",2011,14.351,23.277,0,1.616,1.496,0,0,59.179,1.577,12.841,0.800428112406962,-1.673,0.76,0.507,4.67,31.0628377848467,33.7562387665
"1491","PRY","Paraguay",2012,14.707,26.179,0,1.527,1.4,0,0,56.108,1.479,13.406,0.77573570645464,-1.673,0.805,0.487,4.086,30.8428995014209,33.271921136315
"1492","PRY","Paraguay",2013,14.689,26.268,0,1.729,1.616,0,0,55.996,1.317,12.687,0.787757210518123,-1.808,0.828,0.412,4.385,33.4007247486239,38.5011221414241
"1493","PRY","Paraguay",2014,14.776,26.933,0,1.509,1.412,0,0,55.829,0.953,13.817,0.780504423316529,-1.808,0.825,0.422,5.034,35.1713768591294,40.3779292956419
"1494","PRY","Paraguay",2015,15.171,27.245,0,1.684,1.57,0,0,55.228,0.672,13.718,0.778020557299982,-1.808,0.836,0.417,4.556,36.2114478400971,36.2114478400971
"1495","PRY","Paraguay",2016,16.126,25.664,0,2.081,1.968,0,0,55.435,0.694,13.421,0.77180700036368,-1.808,0.836,0.424,5.255,37.7569617884686,36.0897002229461
"1496","PRY","Paraguay",2017,16.553,26.203,0,1.84,1.725,0,0,54.711,0.694,14.025,0.763203360736867,-1.808,0.831,0.422,6.138,39.5731014239502,38.9971294735558
"1497","PRY","Paraguay",2018,16.478,25.69,0,1.3,1.22,0,0,56.022,0.509,13.859,0.75732000959627,-1.808,0.785,0.416,6.217,40.841122661179,40.2254483406322
"1498","PRY","Paraguay",2019,18.246,26.446,0,1.344,1.264,0,0,53.352,0.612,13.946,0.75732000959627,-1.808,0.79,0.42,6.595,40.67700052659,37.9253383291494
"1499","PRY","Paraguay",2020,18.526,27.603,0,1.237,1.158,0,0,52.184,0.45,13.522,0.75732000959627,-1.808,0.764,0.424,7.548,40.3435364187875,35.4321780681814
"1500","PRY","Paraguay",2021,18.458,27.4,0,1.304,1.221,0,0,52.138,0.7,14.014,0.75732000959627,-1.808,0.765,0.43,7.311,41.9640303014424,39.9508999387482
"1501","PER","Peru",1995,17.994,11.342,5.591,0.153,0,0.153,0,64.014,0.906,16.739,0.88470217313531,-0.714,0.753,0.097,NA,76.9178305989662,53.3127936873836
"1502","PER","Peru",1996,21.989,10.548,6.033,0.011,0,0.011,0,60.476,0.944,17.316,0.885909679782173,-0.714,0.753,0.136,7.07,79.0707399704791,55.2524141303019
"1503","PER","Peru",1997,21.187,11.11,5.305,0.012,0,0.012,0,60.186,2.2,17.995,0.885018248518122,-0.714,0.753,0.133,7.69,84.192012966592,58.1475225225225
"1504","PER","Peru",1998,21.836,11.205,4.825,0.005,0,0.005,0,59.99,2.139,16.88,0.884828619066724,-0.714,0.746,0.127,4.972,83.8623696168153,55.501467877381
"1505","PER","Peru",1999,19.782,11.768,4.42,0.043,0,0.043,0,61.895,2.092,15.455,0.884891818649493,-0.714,0.746,0.127,4.367,85.1160371057632,50.187324567883
"1506","PER","Peru",2000,18.97,11.896,4.393,1.206,1.112,0.001,0,60.751,2.784,15.223,0.88495503141155,-0.714,0.716,0.195,4.069,87.4093792647108,51.744749133213
"1507","PER","Peru",2001,19.91,11.992,3.472,3.369,1.135,0,0,57.608,3.648,15.192,0.915224295380767,-0.714,0.552,0.576,4.848,87.9494751110632,52.0301587754055
"1508","PER","Peru",2002,21.104,11.748,1.587,3.062,1.19,0,0,60.017,2.482,14.88,0.907205293309829,-0.714,0.601,0.663,4.84,92.7458251872292,54.7775535150809
"1509","PER","Peru",2003,24.882,10.995,1.492,1.443,1.155,0,0,59.157,2.031,15.621,0.903704123177931,-0.714,0.601,0.668,4.151,96.6087102645646,58.7310301218671
"1510","PER","Peru",2004,24.861,10.463,1.249,3.371,1.14,0,0,58.129,1.927,15.85,0.903650040707277,-0.714,0.601,0.668,4.707,101.398766434291,66.7687034975687
"1511","PER","Peru",2005,29.388,9.896,0.017,3.299,1.135,0,0,55.761,1.639,16.621,0.89831595373596,-0.714,0.601,0.671,4.866,107.771740073589,76.0606060606061
"1512","PER","Peru",2006,37.618,9.431,0.009,2.736,0.897,0,0,48.753,1.452,18.068,0.864268432204824,-0.714,0.618,0.66,4.172,115.885765581756,88.643193061748
"1513","PER","Peru",2007,40.784,8.861,-0.067,3.263,0.936,0,0,45.858,1.301,18.514,0.892407860098643,-0.714,0.627,0.645,4.079,125.757364463195,102.170981144136
"1514","PER","Peru",2008,38.466,10.115,0.009,3.25,0.921,0,0,47.027,1.133,18.876,0.858977140098034,-0.714,0.627,0.649,4.025,137.23469622505,120.550599815441
"1515","PER","Peru",2009,34.972,11.652,0.007,3.296,1.093,0,0,48.613,1.46,16.912,0.854200158213928,-0.714,0.627,0.647,3.964,138.738546494974,120.822986521479
"1516","PER","Peru",2010,36.519,10.6,0.076,2.983,0.972,0,0,48.599,1.222,17.777,0.84607942851062,-0.714,0.638,0.656,3.596,150.298879148001,147.527631520729
"1517","PER","Peru",2011,40.701,10.304,0.073,2.163,0.988,0,0,45.419,1.339,18.445,0.859117031337775,-0.714,0.58,0.671,3.477,159.808578409161,171.761737046585
"1518","PER","Peru",2012,41.177,10.514,0.075,1.968,0.995,0,0,44.071,2.194,18.94,0.862866384538734,-0.714,0.575,0.681,3.238,169.620385179423,192.650021648583
"1519","PER","Peru",2013,38.186,10.925,0.077,2.068,1.093,0,0,44.887,3.858,18.827,0.858325621531549,-0.714,0.616,0.679,3.575,179.547449111361,201.175543571392
"1520","PER","Peru",2014,39.564,10.756,0,1.956,1.117,0,0,45.334,2.39,19.125,0.816337953841753,-0.714,0.616,0.679,3.208,183.824551906256,200.786250582943
"1521","PER","Peru",2015,35.572,11.942,0.087,2.287,1.378,0,0,48.127,1.985,17.361,0.859676848817287,-0.714,0.598,0.675,3.272,189.802976285619,189.802976285619
