"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions","welfare_regime"
"360","GRC","Greece",2005,25.354,33.597,0,6.034,0.792,1.688,0.406,35.016,0,31.874,0.702266513188277,0.0491,0.5018,0.1593,2.531,0.255,0.8,10.074,243.758225711407,247.875422204414,"South"
"361","GRC","Greece",2007,23.214,33.707,0,6.633,0.958,1.633,0.281,36.445,0,31.797,0.701964728522086,0.0492,0.5016,0.1626,2.531,0.255,0.796,8.351,265.967590445396,318.902829550733,"South"
"362","GRC","Greece",2002,24.026,33.457,0,5.956,0.836,1.401,0.624,36.561,0,33.147,0.700530534957949,0.0494,0.4988,0.1539,2.531,0.255,0.8,10.346,218.001902488381,154.564203586954,"South"
"363","GRC","Greece",2017,22.406,29.837,0,7.985,5.247,1.676,0.221,39.772,0,39.366,0.836372158440014,-0.0142,0.6046,0.2421,2.531,0.178,0.759,21.414,196.856953384064,199.844406013531,"South"
"364","GRC","Greece",2000,26.82,30.256,0,7.691,0.788,1.512,0.788,35.233,0,33.424,0.703945795930252,0.0487,0.5041,0.1589,2.531,0.255,0.798,11.345,201.449666605466,130.457756628436,"South"
"365","GRC","Greece",1998,25.036,30.819,0,6.404,0.776,1.628,0.797,37.742,0,30.755,0.700183576012435,0.0494,0.4981,0.1508,2.531,0.255,0.797,12.227,188.072438329159,144.428172489335,"South"
"366","GRC","Greece",2016,23.06,28.487,0,8.101,5.418,1.687,0.17,40.353,0,38.853,0.829919317992093,-0.016,0.588,0.2184,2.531,0.17,0.761,23.514,194.730209118466,193.148146586933,"South"
"367","GRC","Greece",2011,21.468,31.785,0,7.364,3.624,1.8,0.177,39.383,0,34.258,0.77434683136741,0.0045,0.5271,0.1693,2.531,0.241,0.811,17.973,215.444010389589,282.995942006557,"South"
"368","GRC","Greece",2014,23.628,28.852,0,7.973,5.166,1.564,0.172,39.547,0,36.325,0.851410355372906,-0.0293,0.6012,0.2259,2.531,0.195,0.796,26.708,196.067992081695,235.458133124608,"South"
"369","GRC","Greece",2006,23.801,33.04,0,6.714,0.985,1.65,0.356,36.445,0,31.05,0.702150853991554,0.0492,0.5017,0.1606,2.531,0.255,0.795,8.906,257.536497407645,273.546728473073,"South"
"370","GRC","Greece",2010,22.03,34.176,0,5.166,0.764,1.757,0.228,38.628,0,32.31,0.749199343580472,0.0183,0.5126,0.1601,2.531,0.258,0.806,12.719,239.780041723274,297.124961971501,"South"
"371","GRC","Greece",1995,20.707,31.77,0,5.97,0.805,1.537,1.04,41.554,0,28.313,0.706575638837421,0.0485,0.5093,0.176,2.531,0.267,0.794,10.117,168.432067479945,136.878365936167,"South"
"372","GRC","Greece",2012,23.703,30.572,0,7.555,4.11,1.785,0.134,38.169,0,36.345,0.808150464801855,-0.0115,0.555,0.1923,2.531,0.241,0.801,24.731,200.176146628861,242.029307133408,"South"
"373","GRC","Greece",1997,21.607,31.357,0,6.656,0.838,1.654,0.779,40.38,0,29.561,0.701207943585246,0.0493,0.4999,0.1554,2.531,0.267,0.797,10.472,181.02181121554,143.157600149757,"South"
"374","GRC","Greece",2001,24.4,31.918,0,6.767,0.802,1.5,0.739,36.915,0,31.937,0.704830449715899,0.0486,0.5057,0.1621,2.531,0.255,0.8,11.02,209.772785177239,136.30929522534,"South"
"375","GRC","Greece",1996,19.864,31.829,0,6.327,0.88,1.647,0.829,41.98,0,28.455,0.711526187658023,0.0476,0.5175,0.1886,2.531,0.267,0.797,10.402,173.252810009654,145.861612400906,"South"
"376","GRC","Greece",2020,20.405,33.231,0,7.846,4.773,1.807,0.263,38.518,0,38.846,0.849876223802468,-0.0231,0.6015,0.2293,2.54,0.23,0.704,15.899,184.906515414099,188.480337285605,"South"
"377","GRC","Greece",2013,21.708,29.978,0,8.826,4.057,1.679,0.153,39.487,0,35.89,0.831236831045487,-0.018,0.5894,0.2257,2.531,0.195,0.791,27.686,195.13972034078,238.90769005113,"South"
"378","GRC","Greece",2015,22.61,29.154,0,8.399,5.568,1.679,0.208,39.837,0,36.577,0.840353895590255,-0.0219,0.5963,0.2267,2.531,0.17,0.771,24.981,195.683527003375,195.683527003375,"South"
"379","GRC","Greece",2019,21.609,30.751,0,7.739,4.515,1.648,0.337,39.901,0,39.48,0.852324962988405,-0.0227,0.608,0.2419,2.83,0.215,0.748,17.045,203.903008195061,205.252760889364,"South"
"380","GRC","Greece",2021,20.672,32.75,0,7.398,4.468,1.618,0.277,39.179,0,39.357,0.853751196901442,-0.0225,0.6118,0.2491,2.54,0.194,0.655,14.657,200.401577457978,214.667807441202,"South"
"381","GRC","Greece",2009,24.461,33.061,0,6.469,1.086,1.771,0.219,36.009,0,30.752,0.692965935840263,0.0508,0.4867,0.1434,2.531,0.253,0.803,9.546,253.675921785919,331.308500253274,"South"
"382","GRC","Greece",2018,22.916,29.843,0,7.731,5.003,1.636,0.188,39.51,0,40.022,0.85314750299878,-0.0228,0.6097,0.2443,2.531,0.207,0.755,19.179,200.14137116633,212.049447242111,"South"
"383","GRC","Greece",2008,22.911,33.766,0,6.787,1.024,1.641,0.235,36.537,0,31.803,0.704132991394886,0.0489,0.5054,0.1734,2.531,0.263,0.806,7.664,265.076140108782,355.908689477445,"South"
"384","HUN","Hungary",2017,19.273,32.466,2.29,2.753,1.468,0.347,0.063,42.995,0.223,37.818,0.790879782478186,0.036,0.6716,0.3335,1.081,0.484,0.443,4.156,133.394359768376,143.112196040326,"East"
"385","HUN","Hungary",2015,17.944,32.793,1.788,3.235,1.486,1.003,0.055,43.91,0.331,38.666,0.756463457517413,0.0442,0.6188,0.2724,1.129,0.475,0.482,6.813,125.174166987372,125.174166987372,"East"
"386","HUN","Hungary",2018,18.245,31.637,2.57,2.618,1.373,0.267,0.053,44.787,0.144,36.79,0.790077523879233,0.0362,0.6703,0.3321,0.754,0.485,0.381,3.709,140.547430034099,160.565642983587,"East"
"387","HUN","Hungary",2020,18.168,30.785,2.877,2.912,1.289,0.62,0.054,45.13,0.128,35.984,0.790598481446409,0.0361,0.6712,0.333,0.744,0.503,0.356,4.25,140.699299222253,157.227094449074,"East"
"388","HUN","Hungary",2016,18.991,33.734,1.913,2.774,1.488,0.424,0.059,42.318,0.27,39.038,0.776237215337034,0.0388,0.6475,0.3032,1.081,0.478,0.473,5.115,127.929252772234,128.609822750039,"East"
"389","HUN","Hungary",2000,24.304,29.357,3.574,1.734,0.6,0,0.106,40.554,0.477,38.521,0.745120748945709,0.0437,0.5917,0.2419,1.465,0.284,0.756,6.563,91.5688865420243,47.2184058924258,"East"
"390","HUN","Hungary",2011,16.823,34.748,1.237,3.055,0.987,1.341,0.063,43.756,0.382,36.373,0.747804547369746,0.0432,0.5961,0.2461,1.238,0.415,0.647,11.029,115.188393760125,141.942264554475,"East"
"391","HUN","Hungary",2014,17.744,33.063,1.759,3.317,1.519,1.098,0.049,43.791,0.327,38.362,0.747882103547497,0.0432,0.5962,0.2462,1.129,0.469,0.521,7.725,120.699456740623,141.033843265669,"East"
"392","HUN","Hungary",2021,16.154,31.011,3.211,2.589,1.266,0.281,0.049,47.148,-0.113,33.742,0.790606705079426,0.0361,0.6712,0.333,0.779,0.507,0.35,4.045,150.668858797312,182.090041757269,"East"
"393","HUN","Hungary",2005,23.611,32.683,1.034,2.273,0.715,0,0.19,39.973,0.426,36.395,0.74867317930147,0.043,0.5975,0.2474,1.348,0.287,0.765,7.189,113.768132959824,113.211158292936,"East"
"394","HUN","Hungary",2001,25.671,29.711,3.434,1.836,0.618,0,0.115,38.787,0.562,37.6,0.746132100597031,0.0435,0.5933,0.2435,1.465,0.284,0.756,5.671,95.2994835903448,53.7499890920197,"East"
"395","HUN","Hungary",2019,17.597,32.039,2.859,2.579,1.279,0.259,0.066,44.729,0.196,36.306,0.790590248555077,0.0361,0.6711,0.333,0.754,0.485,0.368,3.419,147.383974295866,164.020460331659,"East"
"396","HUN","Hungary",1999,23.426,30.239,3.646,1.658,0.52,0,0.11,40.39,0.642,38.23,0.745232850634224,0.0437,0.5919,0.2421,1.465,0.279,0.756,6.929,87.6431779331084,49.0733801737159,"East"
"397","HUN","Hungary",2009,24.406,32.459,0.867,2.094,0.85,0,0.09,39.801,0.373,38.735,0.748592793949655,0.0431,0.5973,0.2473,1.348,0.288,0.77,10.03,111.873380290514,131.069255620567,"East"
"398","HUN","Hungary",2010,20.687,31.413,1.123,3.083,0.914,1.34,0.062,43.312,0.383,36.826,0.749154250179245,0.0429,0.5983,0.2482,1.238,0.375,0.676,11.172,113.077422068682,132.175349953713,"East"
"399","HUN","Hungary",1995,20.954,35.638,0.275,1.218,0.255,0,0.115,40.633,1.282,40.77,0.744849221616768,0.0438,0.5912,0.2415,1.635,0.254,0.762,10.168,79.2807782839448,46.4256777341435,"East"
"400","HUN","Hungary",2004,23.54,31.81,0.915,2.258,0.666,0,0.163,40.955,0.523,36.916,0.746606357896695,0.0434,0.5941,0.2442,1.348,0.287,0.771,5.832,109.08377292295,104.120820258669,"East"
"401","HUN","Hungary",2012,17.406,33.947,1.386,3.113,1.126,1.229,0.05,43.848,0.299,38.901,0.746827285063944,0.0434,0.5945,0.2446,1.238,0.436,0.625,11.003,113.748278485318,128.814279315132,"East"
"402","HUN","Hungary",2013,17.217,33.416,1.769,3.332,1.63,1.102,0.045,43.943,0.321,38.444,0.748680501857223,0.043,0.5975,0.2475,1.129,0.463,0.575,10.177,115.798616344321,135.684315697713,"East"
"403","HUN","Hungary",1998,22.343,33.515,2.641,1.566,0.465,0,0.106,38.987,0.949,37.461,0.745033971413179,0.0437,0.5915,0.2418,1.465,0.254,0.759,8.925,85.0318276605837,48.7067873062574,"East"
"404","HUN","Hungary",1996,22,34.302,0.279,1.517,0.412,0,0.101,40.682,1.22,39.421,0.744861494133872,0.0438,0.5913,0.2415,1.635,0.254,0.762,10.022,79.3461161876974,46.6587551516017,"East"
"405","HUN","Hungary",2002,26.317,32.646,1.082,1.84,0.61,0,0.135,37.481,0.634,37.389,0.747282908812217,0.0433,0.5952,0.2453,1.465,0.284,0.761,5.608,99.8179051846813,67.6089191443684,"East"
"406","HUN","Hungary",2003,24.683,32.465,0.843,2.154,0.648,0,0.121,39.318,0.537,37.193,0.74726230100103,0.0433,0.5952,0.2452,1.348,0.287,0.771,5.79,103.884735932983,85.2850628180077,"East"
"407","HUN","Hungary",2008,25.824,33.477,0.784,2.154,0.762,0,0.105,37.27,0.491,39.333,0.749953786722678,0.0428,0.5995,0.2495,1.348,0.299,0.771,7.817,119.776044677938,158.325614580628,"East"
"408","HUN","Hungary",2007,25.145,33.689,0.813,2.007,0.714,0,0.13,37.948,0.398,39.232,0.751195816880362,0.0425,0.6015,0.2514,1.348,0.299,0.772,7.406,118.585513679933,140.186716681425,"East"
"409","HUN","Hungary",1997,21.726,33.835,2.457,1.536,0.443,0,0.11,39.312,1.134,37.743,0.744990725689519,0.0437,0.5915,0.2417,1.635,0.254,0.761,8.991,81.8400615753627,47.2969529287561,"East"
"410","HUN","Hungary",2006,24.508,33.214,0.731,2.236,0.715,0,0.177,38.653,0.658,36.347,0.750726213950287,0.0426,0.6008,0.2507,1.348,0.287,0.742,7.494,118.257499574879,115.715618613052,"East"
"411","IRL","Ireland",2003,42.436,12.947,0.614,6.537,2.014,0,0.515,37.466,0,28.526,0.878324088998738,-0.0285,0.6995,0.2492,2.365,0.067,0.815,4.478,183.265864279064,164.670771259602,"Liberal"
"412","IRL","Ireland",2004,42.42,12.929,0.61,6.807,1.895,0,0.412,37.234,0,29.575,0.877844596174739,-0.0285,0.6987,0.2482,2.365,0.067,0.815,4.491,195.706207665885,194.372115041065,"Liberal"
"413","IRL","Ireland",2008,40.682,15.326,0.76,6.116,2.342,0,0.64,37.117,0,29.093,0.874403273436087,-0.0268,0.695,0.2531,2.365,0.065,0.826,6.774,218.538508412316,275.447471451063,"Liberal"
"414","IRL","Ireland",2013,41.389,17.238,0.611,7.057,3.351,1.042,0.541,33.66,0.045,28.702,0.875819000237897,-0.0265,0.6984,0.261,2.213,0.037,0.826,13.735,215.822430841682,238.112475390796,"Liberal"
"415","IRL","Ireland",2014,41.081,16.813,0.603,7.57,3.383,1.326,0.64,33.897,0.037,28.662,0.92501959874204,-0.0548,0.7209,0.2686,2.213,0.037,0.827,11.858,234.877390513928,259.681883575706,"Liberal"
"416","IRL","Ireland",2012,42.2,16.952,0.598,6.228,2.994,0.978,0.571,34.002,0.019,28.179,0.874712705920217,-0.0263,0.6965,0.259,2.213,0.043,0.827,15.451,213.316781266858,225.118718207156,"Liberal"
"417","IRL","Ireland",2001,42.993,13.133,0.582,5.86,1.881,0,0.484,37.432,0,28.654,0.876780736973174,-0.0282,0.6971,0.2472,2.365,0.067,0.816,3.684,167.993566904825,109.346669229695,"Liberal"
"418","IRL","Ireland",2002,42.129,13.286,0.635,5.379,1.971,0,0.4,38.57,0,27.872,0.877092140716556,-0.0282,0.6976,0.2477,2.365,0.067,0.816,4.216,177.904121044861,128.596035288401,"Liberal"
"419","IRL","Ireland",2007,41.725,13.396,0.675,7.878,2.028,0,0.667,36.326,0,30.847,0.878509586313598,-0.0282,0.7005,0.253,2.365,0.067,0.822,4.98,228.797971071066,270.0792794195,"Liberal"
"420","IRL","Ireland",2020,49.077,16.594,0.968,4.981,1.64,0,0.682,28.369,0.012,19.729,0.875760394106919,-0.0371,0.6602,0.2285,2.424,0.041,0.824,5.623,396.047264524218,428.608687830239,"Liberal"
"421","IRL","Ireland",2009,40.182,18.539,0.773,5.173,2.778,0,0.542,35.324,0.008,28.067,0.873214349526179,-0.0271,0.6919,0.2448,2.365,0.056,0.826,12.609,207.402259848826,236.443115853695,"Liberal"
"422","IRL","Ireland",2005,41.407,12.776,0.65,7.352,1.995,0,0.498,37.815,0,30.042,0.879695528114183,-0.0288,0.7017,0.2518,2.365,0.067,0.815,4.343,206.939316704726,211.876989655907,"Liberal"
"423","IRL","Ireland",2011,40.683,18.491,0.666,5.956,2.809,0.963,0.507,34.185,0.02,27.803,0.876226528698368,-0.0269,0.6986,0.259,2.365,0.047,0.826,15.354,213.593795569286,239.170638711314,"Liberal"
"424","IRL","Ireland",1996,41.194,12.558,1.083,4.66,2.314,0,0.535,39.368,0,32.311,0.871677802292552,-0.0272,0.6888,0.2391,2.365,0.079,0.794,11.692,109.25151420455,75.7907862903226,"Liberal"
"425","IRL","Ireland",1997,42.392,12.215,1.107,4.848,2.118,0,0.515,39.438,0,31.356,0.873376069218757,-0.0276,0.6913,0.2402,2.365,0.079,0.809,10.192,121.292958859855,82.8566487583572,"Liberal"
"426","IRL","Ireland",1998,42.432,11.661,1.147,5.08,1.994,0,0.573,39.681,0,30.797,0.876905110078781,-0.0283,0.697,0.2459,2.365,0.073,0.812,7.699,131.925647231344,90.1994101155097,"Liberal"
"427","IRL","Ireland",2015,43.679,16.419,0.586,6.434,3.061,0.278,0.658,32.863,0.019,23.111,0.914712432115635,-0.0495,0.7127,0.2658,2.213,0.037,0.826,9.908,292.364226871756,292.364226871756,"Liberal"
"428","IRL","Ireland",2016,43.846,16.497,0.613,6.039,2.857,0.001,0.646,32.986,0.019,23.586,0.912699851320724,-0.0552,0.689,0.2494,2.213,0.037,0.82,8.374,297.526083592123,298.559265006398,"Liberal"
"429","IRL","Ireland",2000,43.615,11.888,0.044,5.702,1.761,0,0.675,38.752,0,30.751,0.87912895209989,-0.0285,0.7011,0.2522,2.365,0.067,0.816,4.318,159.529230641846,100.207610429909,"Liberal"
"430","IRL","Ireland",2017,44.138,16.551,0.643,5.743,2.767,0,0.668,32.913,0.013,22.469,0.903694736252191,-0.051,0.6803,0.2439,2.424,0.033,0.825,6.713,325.229508739113,337.241811320896,"Liberal"
"431","IRL","Ireland",2018,45.672,16.61,0.776,5.924,2.633,0,0.711,31.005,0.013,22.251,0.876083455683698,-0.0365,0.6624,0.2355,2.424,0.033,0.822,5.741,352.777409026172,386.693357874056,"Liberal"
"432","IRL","Ireland",2019,45.612,16.816,0.993,5.688,2.479,0,0.681,30.884,0.007,21.877,0.876711104558154,-0.0368,0.6628,0.2345,2.424,0.041,0.827,4.95,371.466596693279,398.933010007356,"Liberal"
"433","IRL","Ireland",1999,43.478,11.666,0.339,5.484,1.891,0,0.671,39.033,0,30.835,0.876438235566184,-0.028,0.6968,0.2481,2.365,0.067,0.812,5.804,145.817267874002,98.8939582626438,"Liberal"
"434","IRL","Ireland",2006,42.312,12.336,0.633,8.579,1.815,0,0.543,36.139,0,31.426,0.880604438442219,-0.0288,0.7034,0.2546,2.365,0.067,0.815,4.415,217.261147302084,232.180617162279,"Liberal"
"435","IRL","Ireland",2010,40.123,18.229,0.668,5.15,2.85,0,0.507,35.817,0.013,27.719,0.87442462877911,-0.0268,0.6951,0.253,2.365,0.055,0.826,14.534,210.892781855168,221.913560882367,"Liberal"
"436","IRL","Ireland",1995,40.359,13.555,1.2,4.473,2.433,0,0.435,40.413,0,31.772,0.873226503359504,-0.0275,0.6913,0.241,2.365,0.096,0.791,11.97,101.743244089909,69.1398232323232,"Liberal"
"437","IRL","Ireland",2021,49.804,15.161,0.888,5.391,1.857,0,0.648,28.745,0.011,20.694,0.875862642929661,-0.0371,0.6605,0.2291,2.424,0.041,0.832,6.194,455.950283775422,513.39177888286,"Liberal"
"438","ITA","Italy",2018,31.048,31.066,0,5.965,2.97,0.042,0.111,28.682,3.24,41.731,0.753175694543216,0.0219,0.5624,0.2215,2.266,0.197,0.792,10.61,1908.93368196496,2091.93242626698,"South"
"439","ITA","Italy",2011,31.933,30.828,0,5.258,1.435,0.745,0.074,27.18,4.8,41.637,0.761131082641704,0.0197,0.5796,0.2195,2.266,0.217,0.786,8.359,1913.76738582426,2294.9942965895,"South"
"440","ITA","Italy",2012,32.627,29.767,0,6.16,3.379,0.11,0.084,26.761,4.685,43.617,0.775873881059141,0.0129,0.5948,0.2355,2.266,0.217,0.796,10.655,1856.71978342957,2086.9576568216,"South"
"441","ITA","Italy",2010,32.675,31.123,0,4.828,1.438,0.315,0.072,26.62,4.753,41.701,0.750491500356052,0.0259,0.5709,0.215,2.266,0.248,0.778,8.363,1900.32574810562,2136.09995523667,"South"
"442","ITA","Italy",2002,32.46,29.353,0,5.153,1.986,0.002,0.13,27.215,5.819,39.619,0.723024435639353,0.0591,0.5823,0.2115,2.266,0.265,0.758,9.211,1882.84470680609,1276.7693384493,"South"
"443","ITA","Italy",2003,30.953,29.496,0,7.777,1.98,0.001,0.061,25.976,5.798,39.953,0.718236124730428,0.0635,0.5882,0.2069,2.266,0.265,0.761,8.869,1885.45483588129,1577.62170705051,"South"
"444","ITA","Italy",2013,33.006,29.776,0,6.208,2.935,0.36,0.088,26.486,4.524,43.828,0.76927707837983,0.0169,0.5849,0.2352,2.266,0.198,0.793,12.149,1822.53635697715,2141.92409429856,"South"
"445","ITA","Italy",2017,31.819,30.312,0,5.972,3.007,0.049,0.112,28.84,3.057,41.912,0.753262916406925,0.0219,0.5625,0.2216,2.266,0.197,0.796,11.211,1891.42268381738,1961.79619735436,"South"
"446","ITA","Italy",2005,31.562,30.754,0,5.007,2.012,0,0.01,26.729,5.948,39.047,0.709872651526815,0.061,0.5723,0.2086,2.266,0.265,0.767,7.731,1927.93575448625,1858.21714720373,"South"
"447","ITA","Italy",2006,32.937,29.517,0,5.03,1.924,0,0.007,26.544,5.973,40.464,0.708262299875592,0.0536,0.5538,0.217,2.266,0.225,0.786,6.777,1962.45813712676,1949.55171938964,"South"
"448","ITA","Italy",2016,31.871,30.135,0,6.546,3.044,0.055,0.103,28.631,2.817,42.242,0.752143440204776,0.0221,0.5608,0.22,2.266,0.206,0.797,11.688,1860.39393536687,1877.07168763378,"South"
"449","ITA","Italy",2021,31.844,31.18,0,5.838,2.9,0.075,0.111,28.205,2.933,42.359,0.75286807625335,0.0219,0.5619,0.2211,2.266,0.139,0.768,9.497,1891.17825812758,2155.36029899803,"South"
"450","ITA","Italy",1996,34.632,34.074,0.151,5.365,1.864,0.981,0.167,25.779,0,40.154,0.624162651538519,0.0951,0.4546,0.1654,2.266,0.238,0.759,11.864,1684.62723321113,1312.42652779521,"South"
"451","ITA","Italy",1997,35.312,33.625,0.129,5.067,1.897,0.762,0.162,25.867,0,41.574,0.632269113771148,0.092,0.4619,0.1672,2.266,0.238,0.765,11.985,1715.45948692871,1241.87960436562,"South"
"452","ITA","Italy",1998,32.718,29.261,0.134,4.799,1.932,0.474,0.179,27.77,5.318,39.92,0.640879228958262,0.0888,0.47,0.1697,2.266,0.238,0.765,12.117,1746.5198564966,1270.0525259284,"South"
"453","ITA","Italy",1999,33.969,28.523,0.039,4.557,1.832,0.112,0.214,27.786,5.127,40.793,0.642711545845252,0.0854,0.4688,0.1753,2.266,0.238,0.765,11.681,1774.91351183187,1252.44665983379,"South"
"454","ITA","Italy",2000,33.177,28.549,0,4.643,1.859,0.003,0.2,28.196,5.435,40.523,0.646298198480366,0.0817,0.4703,0.1837,2.266,0.243,0.763,10.834,1842.12869035625,1146.67689420973,"South"
"455","ITA","Italy",2001,34.126,28.517,0,4.409,1.853,0.003,0.184,27.108,5.841,40.135,0.684508021949959,0.0706,0.5262,0.1988,2.266,0.265,0.75,9.599,1878.07546564574,1168.02342605638,"South"
"456","ITA","Italy",2014,31.938,29.741,0,6.646,3.574,0.118,0.088,27.367,4.308,43.325,0.765896751132672,0.0208,0.5811,0.2474,2.266,0.201,0.794,12.683,1822.45347636422,2162.00961599654,"South"
"457","ITA","Italy",2015,31.772,30.146,0,6.505,3.594,0.032,0.095,27.629,3.948,42.958,0.754267953914706,0.0222,0.5629,0.2221,2.266,0.201,0.794,11.896,1836.63771106055,1836.63771106055,"South"
"458","ITA","Italy",1995,35.291,31.474,0.299,5.647,1.96,1.183,0.155,27.289,0,38.455,0.616014013068359,0.0982,0.4472,0.1637,2.266,0.275,0.753,11.661,1663.55358917176,1174.66207060502,"South"
"459","ITA","Italy",2004,31.453,30.154,0,6.137,2.028,0,0.025,26.693,5.563,39.225,0.714488760491619,0.0677,0.5957,0.2039,2.266,0.265,0.761,7.866,1912.29606078,1806.54296854556,"South"
"460","ITA","Italy",2009,32.553,31.366,0,6.191,1.429,0.993,0.07,25.109,4.781,41.97,0.731107612650604,0.0339,0.5556,0.2066,2.266,0.269,0.777,7.749,1868.31596835723,2199.92880411863,"South"
"461","ITA","Italy",2020,32.797,31.783,0,5.718,3.008,0.06,0.056,26.958,2.744,42.565,0.752858515642515,0.0219,0.5619,0.221,2.266,0.167,0.774,9.164,1746.01846762133,1897.46163559191,"South"
"462","ITA","Italy",2019,31.582,31.244,0,5.694,2.897,0.03,0.105,28.284,3.197,42.272,0.752848964118073,0.0219,0.5619,0.221,2.266,0.197,0.781,9.952,1918.15761738117,2011.30219882745,"South"
"463","ITA","Italy",2008,34.219,31.038,0,4.293,1.421,0,0.057,25.108,5.342,41.596,0.715564077990663,0.0412,0.5461,0.2061,2.266,0.269,0.774,6.723,1972.48147658066,2408.65534871859,"South"
"464","ITA","Italy",2007,33.746,29.913,0,4.864,1.904,0,0.022,25.607,5.871,41.564,0.712843508197295,0.0473,0.5516,0.2126,2.266,0.225,0.79,6.076,1991.641321835,2213.10248275146,"South"
"465","JPN","Japan",2003,30.538,38.558,0,10.33,7.898,0,1.136,20.308,0.266,24.136,0.736918517067281,0.0445,0.5845,0.2465,3.446,0.107,0.763,5.251,4065.2917295116,4519.56164525353,"Cons"
"466","JPN","Japan",1997,37.01,34.28,0,11.23,7.456,0,1.728,17.232,0.248,25.736,0.729549700490452,0.0459,0.5726,0.2345,3.446,0.11,0.758,3.374,3942.58307073174,4492.44860563894,"Cons"
"467","JPN","Japan",2001,33.386,36.497,0,10.513,7.81,0,1.243,19.346,0.257,25.534,0.733405773955155,0.0454,0.5792,0.2412,3.446,0.107,0.763,5.02,4002.14854421345,4374.71169409087,"Cons"
"468","JPN","Japan",2000,34.791,35.21,0,10.492,7.644,0,1.308,19.251,0.255,25.341,0.732986732508635,0.0453,0.578,0.2412,3.446,0.107,0.762,4.748,3986.75554446421,4968.35907595659,"Cons"
"469","JPN","Japan",2014,31.831,39.68,0,8.481,6.384,0,1.2,19.754,0.254,29.973,0.737728064242006,0.0443,0.5856,0.2478,3.446,0.096,0.749,3.589,4376.62782963751,4896.99440535329,"Cons"
"470","JPN","Japan",1998,33.601,35.478,0,11.024,7.803,0,1.419,19.641,0.255,25.259,0.730090744296149,0.0458,0.5734,0.2355,3.446,0.107,0.758,4.078,3892.49923570773,4098.36270953124,"Cons"
"471","JPN","Japan",1999,32.046,35.952,0,11.243,8.182,0,1.433,20.5,0.259,24.802,0.730890760247206,0.0459,0.5748,0.237,3.446,0.107,0.758,4.677,3879.50101465461,4635.98222406388,"Cons"
"472","JPN","Japan",2002,30.587,38.237,0,10.788,8.183,0,1.133,20.116,0.272,24.504,0.73478553954979,0.0451,0.5813,0.2433,3.446,0.107,0.763,5.386,4003.8279457688,4182.84604587361,"Cons"
"473","JPN","Japan",2020,30.416,40.357,0,8.08,6.045,0,1.305,20.896,0.251,32.966,0.737957635445113,0.0442,0.5859,0.248,3.446,0.088,0.74,2.809,4375.04425227451,5055.58709350159,"Cons"
"474","JPN","Japan",2015,31.167,39.42,0,8.194,6.118,0,1.204,20.966,0.253,30.242,0.738013193034121,0.0442,0.586,0.2481,3.446,0.075,0.749,3.385,4444.93065196418,4444.93065196418,"Cons"
"475","JPN","Japan",2016,30.58,40.384,0,8.348,6.162,0,1.292,20.435,0.253,30.279,0.738010408663811,0.0442,0.5859,0.2481,3.446,0.088,0.749,3.132,4478.43772805555,5003.67762754424,"Cons"
"476","JPN","Japan",1995,38.227,33.571,0,12.151,7.698,0,2.016,15.805,0.247,25.401,0.729182491595111,0.0461,0.5721,0.2342,3.446,0.11,0.759,3.15,3785.63626336436,5545.5636638897,"Cons"
"477","JPN","Japan",1996,38.113,33.836,0,11.795,7.67,0,1.773,16.011,0.245,25.343,0.730202736656253,0.0458,0.5737,0.2363,3.446,0.11,0.759,3.383,3904.27322011503,4923.39153385163,"Cons"
"478","JPN","Japan",2007,36.358,36.462,0,8.983,6.803,0,1.027,17.953,0.243,27.159,0.740243852987973,0.0437,0.5894,0.2517,3.446,0.107,0.768,3.888,4350.7586024096,4579.75092035481,"Cons"
"479","JPN","Japan",2008,33.555,38.842,0,9.391,7.25,0,1.042,17.949,0.263,27.049,0.739356612714786,0.0439,0.5882,0.2501,3.446,0.107,0.769,4.002,4297.49274339206,5106.6791151273,"Cons"
"480","JPN","Japan",2009,29.541,40.96,0,10.136,7.927,0,1.057,19.071,0.292,25.686,0.736826595844406,0.0445,0.5842,0.246,3.446,0.107,0.775,5.068,4052.8263240075,5289.49311799389,"Cons"
"481","JPN","Japan",2010,30.218,41.107,0,9.721,7.718,0,0.944,18.667,0.288,26.241,0.73756170245295,0.0444,0.5854,0.2477,3.446,0.107,0.774,5.103,4218.90782017717,5759.07176901311,"Cons"
"482","JPN","Japan",2011,30.154,41.515,0,9.656,7.546,0,1.087,18.402,0.273,27.132,0.737381704853021,0.0444,0.5851,0.2473,3.446,0.107,0.774,4.55,4219.91232203765,6233.14717234135,"Cons"
"483","JPN","Japan",2012,31.055,41.611,0,9.109,7.019,0,1.077,17.948,0.277,27.952,0.737480584389843,0.0444,0.5853,0.2475,3.446,0.107,0.772,4.358,4277.9256088506,6272.36299610503,"Cons"
